symbol,address,ens,name,votes_count,delegators_count
AAVE,0x2574278054127235779c19a148C5c0Be6B396023,,,13847861945069014163874,0
AAVE,0x0639556F03714A74a5fEEaF5736a4A64fF70D206,,,13568255065222667000000,0
AAVE,0x869A617AB8Cd4899ECD9de3B4d19dD4c423bce2d,,,13462948182811564520200,0
AAVE,0xC882b111A75C0c657fC507C04FbFcD2cC984F071,,,12985094208551539361099,0
AAVE,0x404De972e8138C4982ace8Bdd7fc0E755DE33AFd,,,12856841421216549016300,0
AAVE,0x3BFdEa17C92c933EB2C7d38AA503B249e7e6a6A4,,,12770101590540000000000,0
AAVE,0x6cCDA8C084ab14b40302A73dAf3B6827cE8b3275,,,12743910307863297088863,0
AAVE,0xc7977bf2FE0E8c5831467531BAef81823D7E6b0f,,,12742040552600000000000,0
AAVE,0xCD531Ae9EFCCE479654c4926dec5F6209531Ca7b,,,12523115599328315222500,0
COMP,0x3B6431fb5C71105cB3EaB2Cf058B135d4cCFc9C5,,,353988249373081048839048,2
COMP,0xb06DF4dD01a5c5782f360aDA9345C87E86ADAe3D,,Compound Foundation,319126955832863298221927,49
COMP,0x3FB19771947072629C8EEE7995a2eF23B72d4C8A,pgov.eth,PGov,104785745700000000000000,10
COMP,0x8169522c2C57883E8EF80C498aAB7820dA539806,,Geoffrey Hayes,101007831006566257041086,30
COMP,0x36cc7B13029B5DEe4034745FB4F24034f3F2ffc6,humpy.eth,Humpy,87607246671131343554531,10
COMP,0x683a4F9915D6216f73d6Df50151725036bD26C02,gauntletgov.eth,Gauntlet,85146330129563946531344,48
COMP,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,blck,84986366967779400456176,78
COMP,0x66cD62c6F8A4BB0Cd8720488BCBd1A6221B765F9,allthecolors.eth,allthecolors,79992874062626087102961,15
COMP,0x7d1a02C0ebcF06E1A36231A54951E061673ab27f,,,64999000000000000000000,6
COMP,0xb35659cbac913D5E4119F2Af47fD490A45e2c826,eventhorizoncommunity.eth,Event Horizon DAO,60136923366636870384041,41
COMP,0xB49f8b8613bE240213C1827e2E576044fFEC7948,gov.avantgardefi.eth,Avantgarde,60000003259896173584016,11
COMP,0x0579A616689f7ed748dC07692A3F150D44b0CA09,aranadigital.eth,Arana Digital,60000000000006432993842,3
COMP,0x17296956b4E07Ff8931E4ff4eA06709FaB70b879,curia-delegates.eth,Curia Lab,60000000000000000000014,3
COMP,0xB79294D00848a3A4C00c22D9367F19B4280689D7,tanegov.eth,Tané - tanegov.eth,60000000000000000000000,2
COMP,0xd2A79F263eC55DBC7B724eCc20FC7448D4795a0C,,Woof,59999998057789663134486,3
COMP,0xB933AEe47C438f22DE0747D57fc239FE37878Dd1,wintermutegovernance.eth,Wintermute Governance,59999666649519416753556,72
COMP,0x8d07D225a769b7Af3A923481E1FdF49180e6A265,monetsupply.eth,MonetSupply,55000435058039692698731,42
COMP,0xd5C33e659d01893ae7bD939aC0E49b846C637373,,,52580723870920000000000,1
COMP,0xb3180769211598e172789e185067630dA2B7cE1B,,,51955591667000000000000,1
COMP,0x070341aA5Ed571f0FB2c4a5641409B1A46b4961b,franklindao.eth,FranklinDAO,51736960817130885113113,17
COMP,0x2B384212EDc04Ae8bB41738D05BA20E33277bf33,arr00.eth,Arr00,50257902355098424605954,16
COMP,0x4f894Bfc9481110278C356adE1473eBe2127Fd3C,,ReservoirDAO,50001000000000000000000,3
COMP,0x9d0361F5DA754994c1df011e86469416D6f1eC31,,,40012069815300000000000,1
COMP,0x93CB8Af7d9589f0AE34501391e8eA57850581a08,,,39188655555700000000000,1
COMP,0x4086E3e1e99a563989a9390faCff553A4f29b6eE,,,32189800000000000000000,1
