token,chain,address,balance,share,post_exclusion_rank,tier1_label,tier2_label,tier3_label,final_classification,classification_source,confidence,vesting_status,notes
JUP,solana,6ly1jzafvzsp2a2xkrtu6znqmq5h4i7tocwdgrkzzkzf,16254761.443792,0.039457,5,,,,,,,,
JUP,solana,5tzfkikscxhk5zxcgbxzxdw7gtjjd1mbwuofbhuvuai9,15658126.121936,0.038009,6,,,,,,,,
JUP,solana,7s1da8dduubfqgra5bjbjpnvl5e9mgzcumk1qkh4or2z,15561238.906857,0.037774,7,,,,,,,,
JUP,solana,6qqvvibpcqpju2qcqr7pdd4dzfkdaedrcfafcscfmcy6,10906599.084754,0.026475,8,,,,,,,,
JUP,solana,u6pj8dtqupfnfmwhbgfulq4u4egjdiyykjvesynxq2w,9656311.171629,0.02344,9,,,,,,,,
JUP,solana,2h56lbcjdc9pajyjwsvmxp4vbhrwzad9nmuqiz9ttgbd,8994749.532,0.021834,10,,,,,,,,
LDO,ethereum,0x8fa129f87b8a11ee1ca35abd46674f8b66984d4a,40350926.589720264,0.0989002367053134,1,,,,,,,,
LDO,ethereum,0x39df74d611dca188f2f182a27c79f34a5ad4821e,13468492.478497954,0.0330113136615437,2,,,,,,,,
LDO,ethereum,0xed3d9bac1b26610a6f8c42f4fd2c741a16647056,10000000.0,0.0245100286570641,3,,SafeProxy,,insider,tier2_blockscout,high,,impl: Safe
LDO,ethereum,0x88a1493366d48225fc3cefbdae9ebb23e323ade3,9000002.0,0.0220590306933634,4,,,,,,,,"EOA, holds ~100 ETH"
LDO,ethereum,0x008756e24b06267b9d2488e5bf50091fc26c8e8d,8000000.0,0.0196080229256512,5,,,,,,,,
LDO,ethereum,0x109b9744397acf987a1abb5bb4eef7362ab9ff66,7151384.257999999,0.0175280633101257,6,,,,,,,,
LDO,ethereum,0x54b68cc7132666eba5aa1d26dad735226e8faa7d,7151000.0,0.0175271214926665,7,,,,,,,,
LDO,ethereum,0xffa8db7b38579e6a2d14f9b347a9ace4d044cd54,6055729.070236209,0.0148426093050905,8,,,,,,,,
LDO,ethereum,0xdb1aabe42f48f4b6b40cded8eeefaea3ebab2766,6036383.724570688,0.0147951938074263,9,,,,,,,,"EOA, beacon chain validator/staker"
LDO,ethereum,0xc012e9eaebc44ba0236c50d97a94f633a14c15ca,5833365.0,0.0142975943317114,10,,,,,,,,
LPT,arbitrum,0xf82c1ff415f1fcf582554fdba790e27019c8e8c4,568438.4501162104,0.0179097092465886,1,,,,,,,,
LPT,arbitrum,0x148d5b6b4df9530c7c76a810bd1cdf69ec4c2085,112727.9382548742,0.0035517030871142,2,,,,,,,,
LPT,arbitrum,0x4fd47e5102dfbf95541f64ed6fe13d4ed26d2546,62514.45142927579,0.001969633913011,3,,,,,,,,
LPT,arbitrum,0x96daa0b8a5499ea9323421ed0cda06b345caab73,48333.01112131463,0.001522821294052,4,,,,,,,,
LPT,arbitrum,0x730363304acce48bd7aeb348462e074b0a7f3268,44853.102,0.001413180293246,5,,,,,,,,
LPT,arbitrum,0x99c675e33d41c10f0fa1ebdd9c1b30b85c7711e2,34710.0,0.0010936030239017,6,,,,,,,,
LPT,arbitrum,0x2d93af57d375cba66058f5593e786ebf2866d6c4,33000.0,0.0010397262975729,7,,,,,,,,
LPT,arbitrum,0x176f3dab24a159341c0509bb36b833e7fdd0a132,31174.27329936251,0.0009822033865779,8,,,,,,,,
LPT,arbitrum,0x2be5a5ce6555162d67c16b35ece3160c6f509e0a,23483.159999999916,0.0007398805758215,9,,,,,,,,
LPT,arbitrum,0x077031fd82feaba89ae214599c59fe265e6570c2,18203.824384015265,0.0005735453008624,10,,,,,,,,"EOA, beacon chain validator, ~27 ETH"
META,solana,4viadayxnrphyw2g2nezjlwgggltqk2qbmnijjqxwpxn,4379.391320687,0.1960626661834313,1,,,,,,,,
META,solana,7swcjg3ti1f8fsydvppwo3efcgctserfcrfbliv3beuv,1115.778022257,0.0499526984216303,2,,,,,,,,
META,solana,7qruke5b663fvymij1latph51jvyzwwavtrqwmad2g24,923.740976647,0.0413553175503591,3,,,,,,,,
META,solana,3fkdkt85rxfwt3a1bhjcxz27ykb1vyutxozek7h2reve,600.0,0.0268616323812791,4,,,,,,,,
META,solana,4j19aecdwhtazrnodc4epnpmel1jppvumeg7rmq72qkb,571.132870602,0.0255692686849593,5,,,,,,,,
META,solana,2vqx84hj2bzoznmwxsuyunc8ylm3kelvtewsedl5cmv1,524.428825385,0.0234783571960631,6,,,,,,,,
META,solana,dxdzqadpiw3ofvsqmrjtsbquh9gxipnqkbg5b1sefwnf,303.560601866,0.0135902221546072,7,,,,,,,,
META,solana,csbbko8rkprp4qdsyusrxrl8tidcb3kkdhjzjunvmmlp,290.698,0.0130143713499551,8,,,,,,,,
META,solana,qodhtms2ojncztjxbe4dnypzzanthd5tmlgmskgqrzb,281.499722001,0.0126025700797052,9,,,,,,,,
META,solana,gyl9jz4pffgd1lix7tcwvjtaothh4xmpenbyu2ouzqbv,265.37262006,0.0118805696068476,10,,,,,,,,
MKR,ethereum,0x473d777f608c3c24b441ab6bd4bbca6b7f9af90b,132515.47476581793,0.1136586045399363,1,,LockstakeMigrator,,contract,tier2_blockscout,high,,
MKR,ethereum,0xf65475e74c1ed6d004d5240b06e3088724dfda5d,131883.60877510486,0.1131166526895007,2,,GnosisSafeProxy,,insider,tier2_blockscout,high,,impl: GnosisSafe
MKR,ethereum,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,86024.46753037418,0.073783238924149,3,,DSPauseProxy,,contract,tier2_blockscout,high,,
MKR,ethereum,0x2cba76638bf0c7d965fc8f2253a91ead40cb83c8,85132.98839186151,0.0730186167165248,4,,,,,,,,
MKR,ethereum,0x959bfcaee050515296fc3d8aafafeaabf5c44f1d,50770.33889505001,0.0435457510228799,5,,SafeProxy,,insider,tier2_blockscout,high,,impl: Safe
MKR,ethereum,0x28a55c4b4f9615fde3cdaddf6cc01fcf2e38a6b0,48010.89802060359,0.0411789768808086,6,,,,,,,,
MKR,ethereum,0x93e9ba7a00856c3c1efa9b927d40b275602839ed,40000.0,0.0343080247015058,7,,,,contract,tier2_blockscout,medium,,
MKR,ethereum,0x7d6149ad9a573a6e2ca6ebf7d4897c1b766841b4,28158.526772783807,0.024151585801967,8,,,,,,,,
MKR,ethereum,0xc4269cc7acdedc3794b221aa4d9205f564e27f0d,27974.14640939849,0.0239934426504296,9,,Flapper,,contract,tier2_blockscout,high,,
MKR,ethereum,0x04b688725ed55f60ffc0f63b14ebe9a826a98598,24251.04134730714,0.0208001331395163,10,,,,,,,,
MOR,arbitrum,0xc0ed68f163d44b6e9985f0041fdf6f67c6bcff3f,432194.3143126508,0.1495419639124659,1,,,,,,,,
MOR,arbitrum,0xe5cf22ee4988d54141b77050967e1052bd9c7f7a,340947.53922124906,0.1179700031162017,2,,,,,,,,
MOR,arbitrum,0x000000000000000000000000000000000000dead,249053.92067893973,0.0861742303983335,3,,Null/Burn address,,contract,tier2_blockscout,medium,,Burn address (0x...dead)
MOR,arbitrum,0xb1972e86b3380fd69dcb395f98d39fbf1a5f305a,249053.92066794392,0.0861742303945289,4,,,,,,,,
MOR,arbitrum,0xb19b3b7b23fa14f6a5fcfd1b9a03a4105e242169,211752.3225105434,0.0732676417125315,5,,SafeProxy,,insider,tier2_blockscout,high,,impl: Safe
MOR,arbitrum,0xbd5d3a6d2ced315dbded2a434164a268b122694a,166704.67706111493,0.0576808717179897,6,,,,,,,,
MOR,arbitrum,0x1206b182d26da31c01c7110c2672ea479f8b7daf,84623.52316639909,0.0292802737759777,7,,,,,,,,
MOR,arbitrum,0x51d25291a5fe3281c65e46f1c2cb1738f3db12da,82670.94973922243,0.028604671031301,8,,,,,,,,
MOR,arbitrum,0x858da48232ea6731f22573dc711c0cc415c334c5,71869.88337760638,0.0248674338151341,9,,,,,,,,
MOR,arbitrum,0xc794ba3d6462be04d250976c4bbf9b4ac7b60710,59010.48486424822,0.0204180006672712,10,,,,,,,,
MPL_SYRUP,ethereum,0xca31c9ef59a6ab45343f60968148c0ed07c39c59,773589.6648337472,0.0372955290991666,1,,,,,,,,
MPL_SYRUP,ethereum,0x517ce9b6d1fcffd29805c3e19b295247fcd94aef,570209.4798907442,0.0274903675897172,2,,,,,,,,
MPL_SYRUP,ethereum,0x58be00490d6a5d298d61f24226d2397983ee39a1,486249.8758573937,0.0234425913619243,3,,,,insider,tier2_blockscout,medium,,impl: Safe
MPL_SYRUP,ethereum,0xfd4587cc7eed80ff09c483d3d85704859f20311b,480692.9521129471,0.0231746865273149,4,,,,,,,,
MPL_SYRUP,ethereum,0x92915365e5fefbb85eee632dbc2e22da6037d706,314573.4442464,0.0151658994128858,5,,,,,,,,
MPL_SYRUP,ethereum,0x13a682e0def0ff00b901b13458f3b2d9eb96f4b1,243689.00284173235,0.0117484898128569,6,,,,,,,,
MPL_SYRUP,ethereum,0x310f087d117330cabe5b82e873ec5950071ebb03,239397.98877372924,0.0115416157460058,7,,,,,,,,
MPL_SYRUP,ethereum,0x2711a1ef82587ee46b0a42f76eac3b70161daf30,215852.70765121977,0.0104064742657466,8,,,,,,,,
MPL_SYRUP,ethereum,0x7700a1a2025dfa4520c811a492e976ae8f147772,200962.8946,0.0096886215316977,9,,,,,,,,
MPL_SYRUP,ethereum,0x89860fbeab8d59858c57c920f39f5d7ba48d0722,185452.8182124537,0.0089408652837308,10,,,,,,,,
OP,optimism,0xf977814e90da44bfa03b6295a0616a897441acec,249999999.99999988,0.0614714687626856,1,Excluded elsewhere: Binance 8 (exchange),,,exchange,tier1_exclusion_crossref,high,,
OP,optimism,0x641f7b308fc59e0fadaa859ce37d08ae4c35ec6e,104153329.79343164,0.0256098326357065,2,,,,,,,,
OP,optimism,0x611f7bf868a6212f871e89f7e44684045ddfb09d,57503249.69111171,0.0141392368685603,3,,,,,,,,
OP,optimism,0xae56aaa3f1d511225d740eda7eb70907626556be,42368259.69889043,0.0104177566104387,4,,,,,,,,
OP,optimism,0x7336abff06bbaf79b4093df1e16c1aa87fb27efd,38111194.39228057,0.0093710043823748,5,,,,,,,,
OP,optimism,0xe94ffce5c34b14a434363002b5ef9843d664887b,30687398.000000004,0.0075455977102604,6,,,,,,,,
OP,optimism,0xb7206fa64287f6dc5070de25bbf9b85bf40df1ed,26996335.232241005,0.0066380175117427,7,,,,,,,,
OP,optimism,0xb18fe4b95b7d633c83689b5ed3ac4ad0a857a2a7,21143140.511032224,0.0051987996058759,8,,,,,,,,
OP,optimism,0x85782468bd25d2a7d92581b3448cd11617d72b52,20005775.099149913,0.0049191375163228,9,,,,,,,,
OP,optimism,0x0a5952a41da1b16d61532a9e019b79855f5afce2,20000000.0,0.0049177175010148,10,,,,,,,,
POKT,pokt_native,pokt132y5nzs4xahqy6cmzankn8mn4ec897j50wuzhr,699892925.882898,0.3477503378676381,1,,,,,,,,
POKT,pokt_native,pokt1j40dzzmn6cn9kxku7a5tjnud6hv37vesr5ccaa,336764105.916134,0.1673253540408305,2,,,,,,,,
POKT,pokt_native,pokt1fllgk6yffd8hvxggxr9s72wt074wr0dgawelta,94689145.109752,0.0470474568131631,3,,,,,,,,
POKT,pokt_native,pokt14q8l4hlsdf2fqws7n6q6ck3xg5yt2qvgyynnll,87155497.283018,0.0433042719912596,4,,,,,,,,
POKT,pokt_native,pokt155svs6sgxe55rnvs6ghprtqu0mh69keh74seum,85704935.641885,0.0425835427451888,5,,,,,,,,
POKT,pokt_native,pokt1fl48vsnmsdzcv85q5d2q4z5ajdha8yu3gakm90,80738227.843933,0.0401157733893994,6,,,,,,,,
POKT,pokt_native,pokt18wpvqfu9g0n8x3ysu72fcdtwz025tvg7yx0gzy,66955114.205581,0.0332674652448948,7,,,,,,,,
POKT,pokt_native,pokt1dr5jtqaaz4wk8wevl33e7vkxsjlphljnjhyq2l,45902620.716261,0.0228072770459185,8,,,,,,,,
POKT,pokt_native,pokt1wyraydmwdus0myveh26qz5jx7m7sfh4c4ukd4s,32969778.184621,0.0163814364728146,9,,,,,,,,
POKT,pokt_native,pokt1qzwg2puh99mtu7r56msl6e78205kfckz7vd76g,23646697.677752,0.0117491501953943,10,,,,,,,,
POL,ethereum,0x29e7df7b6a1b2b07b731457f499e1696c60e2c4e,398673261.5651283,0.0404268624030396,1,,TransparentUpgradeableProxy,,contract,tier2_blockscout,high,,impl: PolygonMigration
POL,ethereum,0x57f1ad8d95ebd0ab51e7ab131d2fab89a15de3b1,214119454.56869492,0.0217124612111676,2,,,,,,,,
POL,ethereum,0x4c569c1e541a19132ac893748e0ad54c7c989ff4,160872132.95405996,0.0163129966576774,3,,,,,,,,
POL,ethereum,0x8be2b97333ebcc6af2441e4018961ff39d63e883,134854809.89212972,0.0136747491479475,4,,,,,,,,
POL,ethereum,0x0ba98b0067778ed0da2093c1f1600d4d17ccbf01,130590776.31162132,0.013242361236693,5,,,,,,,,
POL,ethereum,0x84faec6529a98b72cad63254211f3f0399f38367,130590776.31162132,0.013242361236693,6,,,,,,,,
POL,ethereum,0x796ce52e96000a76e926c35d8e6284a544456168,130433802.5631294,0.0132264435498478,7,,,,,,,,
POL,ethereum,0x58a3cabac2d8a807b73a44d26526b1ea7b7b6938,130029246.49019076,0.0131854201498063,8,,,,,,,,
POL,ethereum,0xa5946a2c7a6c4232224b89a696ae51879bf5aed1,121439037.23536935,0.0123143429017495,9,Excluded elsewhere: GraphTokenLockManager,,,contract,tier2_blockscout,medium,,
POL,ethereum,0x3f43b56004cb9a8927f11b78949a2624a455868b,84767937.33343941,0.0085957651770148,10,,,,insider,tier2_blockscout,medium,,impl: Safe
RENDER,solana,0xb6e39e540e3472e927001bbbf77ffb5ab357b0e0,14760173.28,0.1040704548770982,1,,,,,,,,
RENDER,solana,51pzfssvorgdswlopzvsqz4zt1chnzhfsl9kajtbqzk1,12546073.86379149,0.0884593689489839,2,,,,,,,,
RENDER,solana,0xf97deb1c0bb4536ff16617d29e5f4b340fe231df,6524752.374562567,0.0460044699137267,3,,,,,,,,
RENDER,solana,6fevkh17p9y8q9ackddpcmdjvj7svxrtetayem8f51jy,6137325.72055464,0.0432728171513062,4,,,,,,,,
RENDER,solana,5cqj8rluu2or1agnmufs5lpwcaijp7w7h5gcwjfnrfkx,5112354.38034506,0.0360459891467775,5,,,,,,,,
RENDER,solana,7twnq4weycwqwbcwkeex2q9xqvtthpgkb7adnvueuvuh,4843496.990732529,0.0341503399356698,6,,,,,,,,
RENDER,solana,6ly1jzafvzsp2a2xkrtu6znqmq5h4i7tocwdgrkzzkzf,4821025.73182782,0.0339919004586046,7,,,,,,,,
RENDER,solana,0x2ed60539c655a9e74f3a7c24633da18dbf4bb221,4204466.130000001,0.0296446860320635,8,,,,,,,,
RENDER,solana,aym4knn6sw1f52eq42ujq2ez5xb7ibjeviprfca7adcy,4182515.2384946705,0.0294899155411904,9,,,,,,,,
RENDER,solana,j8k11p1e2fkfyhvxgnkkt9xwuz7npwqx1rpqvgcfo56h,3540584.74402143,0.0249638170129412,10,,,,,,,,
RPL,ethereum,0x57757e3d981446d585af0d9ae4d7df6d64647806,1207900.4272951004,0.0584493674866091,1,,,,,,,,
RPL,ethereum,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,899298.8481335416,0.0435163757434452,2,,RocketTokenRPL,,contract,tier2_blockscout,high,,
RPL,ethereum,0x6cebc3509489af12904f92478cfca3ebb5f15a40,821890.1408717696,0.0397706282669429,3,,,,,,,,
RPL,ethereum,0x07a98956df1b3a555f8f8408e280d6342451daaa,510956.8096528249,0.0247248048450992,4,,,,,,,,
RPL,ethereum,0xfce77eb807bc9d293899d20ecae2e3b473b24a96,509541.0,0.0246562949109862,5,,,,,,,,
RPL,ethereum,0xd2a4848a6644749e652c1d9398b5aa317f57395b,438827.03035206377,0.0212345006099073,6,,GnosisSafeProxy,,insider,tier2_blockscout,high,,impl: GnosisSafe
RPL,ethereum,0x296c4a564bdda1138488f918326a759bb0ea6f64,345623.1965277168,0.016724439174993,7,,,,,,,,
RPL,ethereum,0xb76cf92076adbf1d9c39294fa8e7a67579fde357,308388.6059266804,0.0149226861330416,8,,Aave v3 RPL,,contract,tier2_blockscout,high,,impl: ATokenInstance
RPL,ethereum,0x32d47da20c59cfb2af20c5cdbb0609ce0a107815,252216.1203580028,0.0122045430001741,9,,,,,,,,
RPL,ethereum,0x91b4556d4ccaaae59e37c4a57ddef8903f644621,229877.68638365157,0.0111236034567002,10,,,,,,,,
TEC,gnosis,0x5584e380c5ba129ccb5c1ce89c2e9d66881f4800,142565.7077536967,0.0922103466361152,1,,gideonro.eth,,,,,,
TEC,gnosis,0x5b7575494b1e28974efe6ea71ec569b34958f72e,106053.2719061831,0.06859439845982,2,,,,,,,,
TEC,gnosis,0x839395e20bbb182fa440d08f850e6c7a8f6f0780,79309.83250491705,0.051296958168687,3,,griff.eth,,,,,,
TEC,gnosis,0xdf290293c4a4d6ebe38fd7085d7721041f927e0a,69337.51323315765,0.044846942724555,4,,,,,,,,
TEC,gnosis,0xe7ee4a5821ba12a31d3ca97c53e7bd75efb4ee61,60734.81242718925,0.0392827854259738,5,,GnosisSafeProxy,,insider,tier2_blockscout,high,,impl: GnosisSafeL2
TEC,gnosis,0xaa01dec5307cf17f20881a3286dcaa062578cea7,54749.61269485759,0.0354116066502322,6,,philh.eth,,,,,,
TEC,gnosis,0x5acbeb30fde4049a8fc928f562d9ce5fdad59d32,52247.66552079205,0.0337933674549805,7,,,,,,,,
TEC,gnosis,0x7221b104fba7701084759fd25faca19ac6300855,51337.0,0.0332043563620263,8,,paller.eth,,,,,,
TEC,gnosis,0x01d9c9ca040e90feb47c7513d9a3574f6e1317bd,39170.50690000001,0.0253351670333056,9,,,,contract,tier2_blockscout,medium,,impl: Agent
TEC,gnosis,0xcb59b745668aa7f6d6da1c92641d6d60d8f5c4be,28041.46204999843,0.018136990841311,10,,,,contract,tier2_blockscout,medium,,impl: EIP7702StatelessDeleGator
UNI,ethereum,0x000000000000000000000000000000000000dead,102459579.96336968,0.1126605203828954,1,,Null/Burn address,,contract,tier2_blockscout,medium,,Burn address (0x...dead)
UNI,ethereum,0x61cb39bece033c5bda281747db1c15cced2096eb,23047480.513298523,0.0253421022130985,2,,,,,,,,
UNI,ethereum,0x611f7bf868a6212f871e89f7e44684045ddfb09d,15266994.880200002,0.0167869865219166,3,,,,,,,,
UNI,ethereum,0x5069a64bc6616dec1584ee0500b7813a9b680f7e,14880124.55756361,0.0163615991458948,4,,,,,,,,
UNI,ethereum,0x36ca0abdf3852f00aee7798c7dfb5ead5d3fec2a,12611331.35576091,0.0138669234616138,5,,,,,,,,
UNI,ethereum,0x090d4613473dee047c3f2706764f49e0821d256e,12566821.82871887,0.0138179825379799,6,,MerkleDistributor,,insider,tier2_blockscout,high,,
UNI,ethereum,0x6d278351f4a973d1349ef1e54ed37daed0799e19,10286054.26409608,0.0113101403157621,7,,,,,,,,
UNI,ethereum,0x19d373d0f95f00d368a8d57605af746c4ea9b1d0,9295469.0339692,0.0102209317951962,8,,,,,,,,
UNI,ethereum,0x030d6830dc8ff125850390da620fa3e12decd437,9000000.0001,0.0098960456779133,9,,,,,,,,
UNI,ethereum,0x177df24addc9a216f927d2a894ab0b6eec59eb09,9000000.0001,0.0098960456779133,10,,,,,,,,
W,solana,9wzdxwbbmkg8ztbnmquxvqrayrzzdsgydlvl9zytawwm,570879805.304,0.0704441152932845,1,,,,,,,,
W,solana,8ndfpaprbk7hfcs4tprg187s2onm1urhm3tvqrswzdrn,527920810.812111,0.0651431599384902,2,,,,,,,,
W,solana,dpfz8bdbmfcsxvsyi468yqzctnbjxa4kqq3a82dlugvo,149999999.996192,0.0185093555518181,3,,,,,,,,
W,solana,5lzkatrlwhycqj2yuvbjjgsdzzbk6yfl4pfqrjmtbot2,149935052.522986,0.0185013413126594,4,,,,,,,,
W,solana,apw5cfhw7qcqomvot3yrilj6s28j27acj1kfn8qakz4e,102629864.378647,0.0126640843337831,5,,,,,,,,
W,solana,5tzfkikscxhk5zxcgbxzxdw7gtjjd1mbwuofbhuvuai9,90345651.928368,0.0111482652943027,6,,,,,,,,
W,solana,hh29xjugjyh81gum9bju12x9hkwqrh3yj2pj77bs92ec,89216576.0,0.0110089421756114,7,,,,,,,,
W,solana,8mm46csqxiyaputdup2cxhg41he3bfyntembdwzrmzqh,88517845.701478,0.0109227218587414,8,,,,,,,,
W,solana,ftxths8qzc2qp96reansfcc61qo63escnrwtwif1uvb1,79683831.670884,0.0098326424811003,9,,,,,,,,
W,solana,cceevqlhugrail1x3di4ov98cqa71tjvdrwupwja7rxu,78335701.630884,0.0096662890261598,10,,,,,,,,
WXM,arbitrum,0x2cdba04dcfd3999ef3fda00121b23c693af4041b,4997562.487158293,0.088053043596292,1,,,,,,,,
WXM,arbitrum,0x0d0707963952f2fba59dd06f2b425ace40b492fe,1409083.5946806706,0.0248269230273872,2,Gate.io,,,exchange,tier1_known_exchange,high,,
WXM,arbitrum,0xf20168e846498969f0621d696e97ff13b5b926f3,801682.7821242451,0.0141250077705225,3,,,,,,,,
WXM,arbitrum,0x28cc933fecf280e720299b1258e8680355d8841f,754152.453,0.0132875614848027,4,,,,,,,,"EOA, ~56,740 ETH balance on Arbitrum — whale/institutional"
WXM,arbitrum,0xe4b785d9a620ab5a2f7a4e6618f8b3b150797260,750010.5460000001,0.0132145844047602,5,,SafeProxy,,insider,tier2_blockscout,high,,impl: Safe
WXM,arbitrum,0xb99401dbbc3576738b6cd28f62ac35e4ca2bd03d,678468.631038852,0.0119540732309183,6,,,,,,,,
WXM,arbitrum,0x00000000d64bbf35def9cdf1ea28d861957588dd,593886.1944405045,0.0104637985227155,7,,,,,,,,"Vanity address (leading zeros), has token transfers"
WXM,arbitrum,0x0b2402144bb366a632d14b83f244d2e0e21bd39c,593695.9370139483,0.0104604463394225,8,,,,,,,,
WXM,arbitrum,0xff1ad9961b9d28db7981cfb19e91ac0cf84ed326,300005.99999999994,0.0052858651522674,9,,SafeProxy,,insider,tier2_blockscout,high,,impl: Safe
WXM,arbitrum,0xe09471ab9b3f8c45d7ebada73ec51f22776afca3,254249.0,0.0044796635037261,10,,,,,,,,
ZRO,ethereum,0x8f6449530606a9efddac42e05612427ddeba449c,105935088.37202644,0.1135306957639275,1,,GnosisSafeProxy,,insider,tier2_blockscout,high,,impl: GnosisSafe
ZRO,ethereum,0x744dbc48d11415ec5cb2f78609dea5e1e738da24,69549761.89995801,0.0745365202414159,2,,GnosisSafeProxy,,insider,tier2_blockscout,high,,impl: GnosisSafe
ZRO,ethereum,0xc2f31575b97df563a3bba2a94e3a0b317ba2d412,30750000.000000007,0.0329547928678807,3,,,,contract,tier2_blockscout,medium,,impl: WalletSimple
ZRO,ethereum,0x1f903473376fbe98cc763f1bc459c8fdb6ac3909,30000000.0,0.0321510174320787,4,,,,,,,,
ZRO,ethereum,0x637ca60dfb4d3acbd2ba65aaed9c6ca564bbf7bf,27118092.48723376,0.0290624754760592,5,,,,contract,tier2_blockscout,medium,,impl: WalletSimple
ZRO,ethereum,0xda8b6eb4e31a387577c0e20c00c8f7e31cbc18bc,25354223.63,0.0271721361968317,6,,,,,,,,
ZRO,ethereum,0x6e0e32684df6e3ae415ab1146a305bfd03e42427,22500000.0,0.024113263074059,7,,,,contract,tier2_blockscout,medium,,impl: WalletSimple
ZRO,ethereum,0x806f68bb6ce8f3100d4745c8b13b36e4f40d8431,22500000.0,0.024113263074059,8,,GnosisSafeProxy,,insider,tier2_blockscout,high,,impl: GnosisSafe
ZRO,ethereum,0x53326cfb6ec33f18ccb0e23828a133bc6805390c,20524733.15,0.0219963684431471,9,,,,,,,,
ZRO,ethereum,0x72afaa442b98f71b8bba9937f95be764ab9f97d1,19729000.0,0.021143580763916,10,,,,,,,,
HYPE,hyperliquid_l1,0xa20fcfa0507fe762011962cc581b95bbbc3bbdba,3084324.27728111,0.005523852894338,1,,,,,,,,
HYPE,hyperliquid_l1,0x488d2a9b70cc18ef66057a48ab3d59da1c59fe08,3038768.24314743,0.0054422645759963,2,,,,,,,,
HYPE,hyperliquid_l1,0xe44bd27c9f10fa2f89fdb3ab4b4f0e460da29ea8,2709892.09716305,0.0048532657264732,3,,,,,,,,
HYPE,hyperliquid_l1,0x05cafe987297448f21a3c7ae0ae815fddecac655,2346858.39784291,0.0042030926024917,4,,,,,,,,
HYPE,hyperliquid_l1,0x85530f0ff6496c72a619f37a60f3c1a59077737f,1882105.28297507,0.0033707456739845,5,,,,,,,,
HYPE,hyperliquid_l1,0x90b38c5728f184c87ef46479cf7b402d7b98b98a,1881470.20366173,0.0033696082823266,6,,,,,,,,
HYPE,hyperliquid_l1,0x4e14fc11f58b64740e66e4b1aa188a4b007c0eab,1495955.82387139,0.0026791735124486,7,,,,,,,,
HYPE,hyperliquid_l1,0x493db0ed7514c975e9abcc110bd40c473b6763e3,1332573.70514751,0.0023865652429343,8,,,,,,,,
HYPE,hyperliquid_l1,0x75c1e71165f7a0be552cb38bdca42a07f6ee85a6,1328112.09216329,0.0023785747427208,9,,,,,,,,
HYPE,hyperliquid_l1,0x716bd8d3337972db99995dda5c4b34d954a61d95,1308133.32,0.0023427938751731,10,,,,,,,,
