owner,balance
HvVk2JE6Sz4TEJNecEqBonRF3q7r3qdkkjqbCPE878Z,8203046208915140.0
9PbCQ9tcuaNjo5eEAmz8b9Pyv7AgFR8FQ4uJnwvUw3Mj,8172602439005544.0
9kjkfq3RAA4UFRz5LtNSjm75zAP4o8AWUuQzH8WRoqmU,8105620748766262.0
Hve3HYQufWrDvvGFyzrekXZZtbW1SaqdVZLPGR6R9xSB,8085754507877419.0
6KVj5HWBxuaYWWrRZNxY98LCgsspzHSDy8k1rfwCv8rz,7763618567619255.0
DiF5g5inb2ZE9veQgRPbJE8aUFLaGdFcL6mR9xgWg8Fg,7734387462011970.0
NTmngBUcT84deqwGLV6hBFCU8eoi1M593XJjTV85uN5,7717198249188243.0
D8rXpttRsUo8NjHphmVuF3SR7icXcqxhCbaMbzXjbans,7604013807935224.0
3kDYQ4bXrzsyaG8tDETSobTRJRb92DULYoAorGjZZ9oA,7602898791416179.0
DMma8oMDes3ueyzEwehMMogzMg5Xxba2GzGh61q2zssD,7550000000000000.0
7NPE6V4LdcAM5GiUksQ3marQ2aisVxK6UDheZzdBVm2N,7519559406559712.0
4Tgroheqhr53sMJ7ZQ9A6YLU6ohYZeod3M1Dh3QuCYm3,7509880696830648.0
EtLYTg768GDcxgyvTji9Pwsi4gFZVcpfTgpgPptKEfyK,7395859156858854.0
AFxkU3mrtdQvy8GaY7qpnjVixFBm5gvfrSemmpTtoWSN,7380333889774413.0
9GoPwqg23ySB36JvauzdwzdwKGuZBE3ofwvTMAF8treP,7362938873315318.0
4WYwMz9ZrijDiarriDu53WZqZTQCYUWFUJRYUxePoDrg,7273629369887133.0
J2khtSeJqXHE2BfxoRBUr8h5G9jV2rrAxKSBCDvhvMya,7264615483000000.0
F4nLXea4aLF341drMNMERaab64FRUfew9pSanoqbm3Ay,7238298633530132.0
6timPnEsc2TBur24Tts21hpXrT32S38tK5rgPnJ931KR,7142834158195943.0
88DP9KhkmuQhebFgVt7noobDPzSctHVdVU3MS2oJjj9k,7129109437593292.0
2FwWXWUMV6xTXqGYVHaJMTpZPqoDnZW9XWLU6uzoa3D6,7125040973441238.0
GcjRwmVbXS2Ry7hVbxbhPo5dGTYQncFoj1WEZyWCfEEN,7093251264740057.0
9H6tTqdbtEzJFAWkSJT6ZmrrQmgkAftN8C3iadRo72yW,7081292636259912.0
2okkVgXeUs4RNEUb2T2oS834mSMXjoBz7oDdmY3M1HBU,7078169606720071.0
B3r2qiZX2QqJVnkH66HgXCo59EoqZpcytxu4QDKMvbLC,7073347222058725.0
2NBxoHrfHsZc3iYet6AufoeMz5EyqaFTsqpy3e4XnSQd,7009653266876177.0
GnhEuAWcdCNaxS1xMzCgwytJoLwhk9YcWRrjyfDP8Xig,7006315956641521.0
duby8AzQp7NcFtS9SHVji9iNjba4gGnYsf3oA6LYnqy,6981326638315950.0
7tu7gDHEDpKv3ZfTW1vufM6bcUJofrgUg6Tojkvn926r,6900000000000000.0
97s7kngRgR5egmTvFv9sPwxHNQaeuy684mDViF2xrhEY,6900000000000000.0
H9fL8yvos6taqhkC8PndrtBXaJfDVQB6jWVrKuuAYwj3,6860272101253255.0
41uCv6a1JPwZT4pDAN4AGvPosHVx2ndkNFEFgKLzd5wx,6730818789188904.0
JC5DAZ7jBc4USf5C93w7MuXQEaqmVeVjLW9tkm5jCYQF,6596438806278276.0
3xvwEfs4uvcYQPzWMj5UVFMmYuuB17emriUUAj7x2PzH,6586686907125828.0
BX5quXvGD5LDmHYfhz9g4iZRbsUnSv8R5T4Eb28qngbr,6555980708033197.0
Gy5h6xHTKp3f4JbwV1vTebLuWTfCHu5Py2wE9KZ9HLud,6419776138116390.0
5hhqM8ryxopQSHLe1ZueuHSrNG9Nn6djHR72XzjYH9t3,6360112749955645.0
8n3abG9hmLHpACea1PhaW1afdtosXEKNw8tqiC6f25Pf,6298876695900680.0
3XUNYkosKLen7HdWEd5V4xsPGPJYrch9cWbHr372jZBf,6291544370000000.0
CV3hXPsYFWsGDHKDodZCywjC17Zvxw2ac8qZyFwXAihq,6267346870000000.0
47ESVEBmk7tzXU2iUPWSoxupN5JY4EA24T6oECsitqK5,6207949282340720.0
ChArFyyKZ1AnHmfuBPuzthrQzjf8MTEtQdEKopuEf281,6180580484767194.0
6bhKpB1AtDLebeHzvJLFPG9NB2etBrVRAMJ8YPmMifQ8,6102660293449499.0
JC6RNWAYcgQWmw2eWz7kEVCRHWm17chmWhhqirQ25WaB,6098698452153023.0
6VZmzmXSziQU2gph7v2qk4ni1xm89CxUk6eznbZrbo3q,5866808457412720.0
5zvoVnjS59WAueWuFo3LU1b6SLqFydUGfZa15t6K52ny,5823900827772017.0
7iNjbA2QKHREB5skz2hMgafzhSWfRbDZ79Ppjfm8tDyz,5779793214567242.0
8hVj943pAnyGVnrXJmSqKPamxaHh4jQzDnrJTA75SAEH,5769832494761123.0
3uQTKJQwazaK2mjfwrALo3x2AR6JSifPbDgi2w7m74yb,5759476491317304.0
2q6isGML6huQHm82gwHeLT2ofdtig6qnmVBNgUoxiLYL,5715646640611613.0
5T8V63kzUf56MZLxw618t5KCeEPh9uSjN8iZHG29oGCG,5712869055505968.0
2L69bgTQQ18Qj9wKjXtyHZudjdw6WcYDBP3pPwzaTtjj,5700615563312180.0
GbUJNioi9BLeyXDPP13YEqKMwuXtkqGqmHcqKGKYXzpy,5630743743370076.0
HiM3oRWfsX1ZkTrxyNSoSSdMjnusn54ZyhPqZojrdDcY,5585921841970960.0
8BcpMq5g2jrXHiETmPQFiQzNDwpVNqmXU9saiBiet9M9,5519083000000000.0
ALQmV5fcnzfrpHqHzGd5u2dGMxpnVmAavAHQC1vLyXBq,5500000181432128.0
8hce7QTs516Ns6GGQKuGWTc3gxQfDmLHSnJW6Q8TC9Qg,5334562577774593.0
F4gBpqc4eWVHmov4sx8Zj4F2syigAzVoWgHVR7hyHicx,5284138763295745.0
3wJdThq7hJevxA8mUBivfxhTQEEGg4eAjzmxRCVaNbgw,5276650068569245.0
Aow8WinTs5YXdRWLcfPk1k4ST5w8gdV9kK9fa2WfQQNk,5262621093859698.0
EgFr1Nj8xTvhgGXWwh9fe4gbeDdhwdEEywmczYBPWxNp,5209181092302849.0
9ZPkR6JcuYeDxJBDLUUeZyEEtLLsQ2d9vKpewyqxiwKB,5160305186569856.0
FZ3GVRFjW1Mh2HzHDHzRvkgvSwJ3D5uNcmrE8nPf5RCQ,5126688386087876.0
31KDyz5RwVxTKNwz9xeyeFM7UicxEPtAqLEAxaaNKaxZ,5105388417324408.0
Gx9QooHhKUKeJzHmiXebnvNGXCHqTNtczhN2NjM5xf51,5104162422153422.0
2BQPiETnumn3F8MUF18v4E9EK5ujhmCzS9hRUHDyy39X,5075198601371528.0
AM57sYdGBNMZNrCZPD82UXRb6R3PEwMAgJ3yn7dcTc3J,5053193848932059.0
7H2csTo9dqcYMmSn4EwxJ6fUCyavG3aQaWpvmcBdffKJ,5000000000000000.0
8PH3Rk5MfJ44xhABvCGGW1t8NgriYcjXWJLP1FKmX5tU,5000000000000000.0
7r9q1tCnz4m7FeWdcxCJQioVSjhqSnM5dtsxjVemwLra,4998299890903817.0
88b6pcbmRta5dbBn5CG1hi1bwfgpbBmxTkLgmvUxqhtG,4943404234859411.0
dSj3SKPYJ2qh5re5EHU8fgARVRGP9fEwksbqjHrJWUS,4854095078939741.0
Dos86Knb7a2WDY3XRSWZ7f8G4Vqr1nauuuLhuw9DwDkB,4843592616081807.0
CC2EvoDTzwuLW4v5nJJgQErh8LTVNFzDdAUwDCZByoC1,4781798187668745.0
3GTZndanJZre8PXPTgDr2inn4BYBnpGoCta1DJa8i8BZ,4746326107472713.0
4d1UB8fmQaCVtDRTob55x6eL5UiZqUcwWAwbBk3rnSnG,4743073497741353.0
B5fUAfjQjFQr4Ug8gjsFsLNzxerdEW7Vd4yHGW1oVAFi,4740183041568069.0
JTJ9Cz7i43DBeps5PZdX1QVKbEkbWegBzKPxhWgkAf1,4640639968007311.0
Dtwf9wScYHyaBquPYxHnryeH1abdJHARD19jpaUrBGsJ,4635807349447623.0
7G8eYGA51vcTe2KBtcjtTe4fVKWJuANnMCMuZUiTKAxi,4607153773209310.0
DPPwR8oRrVhjDLZ2FncmpXrPGsSrtaEmo2yd5X7pvJaB,4604651745610415.0
3qhPvc5g8suj7KSkXzEDrM2XSyGFMi4c8uw6919SRFiL,4590419578800000.0
9Wk7E7GWUTEQPvHqakoY2EBPmi2W1SnKbyk8igjdkKL4,4581321177985075.0
2LThfNCodHZLPLGbQgcxoA6enGF3WgUP8a5jMUF2cbs3,4504653989416100.0
5SrQSsCfu9CVTC8DnttQfDs7pcc8cADsDmRgDjj5W4uH,4447436292342317.0
6dUaYX9Z6aQPY66BgD4yzu1saifGAZLrhQqF9BugJxJ1,4308252141215570.0
GvwoQUbGBHex6RKBMmiwt9jUjcdBfi9HfpRZvYVUoziS,4301852966910384.0
7wRYeLoqC4rWsgnjRiG7569LB9CT82oTQECz95h8aRns,4264382391965983.0
