token,sector,month,new_supply,mean_price_usd,new_supply_value_usd
ALGO,L1,2024-04,85154765.98,0.207553,17674146.66
ALGO,L1,2024-05,12365114.78,0.185615,2295153.78
ALGO,L1,2024-06,1604295.27,0.157378,252480.94
ALGO,L1,2024-07,58404858.88,0.144052,8413339.73
ALGO,L1,2024-08,-1024943.8,0.124788,-127900.46
ALGO,L1,2024-09,37572716.94,0.129426,4862888.34
ALGO,L1,2024-10,70405333.02,0.122534,8627034.96
ALGO,L1,2024-11,-13021040.68,0.194051,-2526749.02
ALGO,L1,2024-12,-1190574.98,0.412413,-491009.08
ALGO,L1,2025-01,75350939.65,0.395017,29764923.19
ALGO,L1,2025-02,64797495.5,0.278879,18070644.2
ALGO,L1,2025-03,76549793.35,0.209635,16047480.29
ALGO,L1,2025-04,35990802.19,0.192737,6936763.25
ALGO,L1,2025-05,37860133.75,0.221622,8390628.92
ALGO,L1,2025-06,22403371.08,0.182324,4084675.07
ALGO,L1,2025-07,53876677.76,0.241284,12999602.01
ALGO,L1,2025-08,39573222.07,0.253459,10030189.04
ALGO,L1,2025-09,51912678.42,0.228881,11881847.29
ALGO,L1,2025-10,9489125.12,0.197695,1875951.56
ALGO,L1,2025-11,16476247.79,0.159368,2625792.67
ALGO,L1,2025-12,29185205.53,0.123352,3600041.88
ALGO,L1,2026-01,30312498.34,0.126068,3821443.12
ALGO,L1,2026-02,17160817.11,0.093763,1609042.41
ALGO,L1,2026-03,5949433.33,0.087125,518346.33
ALGO,L1,2026-04,17741196.16,0.110515,1960676.08
ALGO,L1,2026-05,4130183.99,0.11607,479389.66
DOT,L1,2020-09,11581570.75,4.865653,56351904.05
DOT,L1,2020-10,8763892.49,4.181226,36643816.62
DOT,L1,2020-11,7917085.09,4.690047,37131502.08
DOT,L1,2020-12,11833589.9,5.295493,62664691.88
DOT,L1,2021-01,11939717.18,13.399995,159992151.65
DOT,L1,2021-02,2686036.8,27.400141,73597786.88
DOT,L1,2021-03,17381012.61,35.116016,610351909.07
DOT,L1,2021-04,3021320.31,38.433101,116118707.35
DOT,L1,2021-05,14263223.68,32.937429,469793919.45
DOT,L1,2021-06,10571588.06,20.752797,219390025.03
DOT,L1,2021-07,7965268.89,14.349697,114299198.4
DOT,L1,2021-08,8629102.8,22.987481,198361334.06
DOT,L1,2021-09,10739250.97,31.607321,339438956.52
DOT,L1,2021-10,10513666.62,38.624316,406083177.38
DOT,L1,2021-11,20795096.89,44.723641,930032443.24
DOT,L1,2021-12,2911294.29,28.693621,83535573.72
DOT,L1,2022-01,10435332.57,23.881994,249216545.59
DOT,L1,2022-02,9221340.62,18.975398,174978612.62
DOT,L1,2022-03,12344777.23,19.008644,234657475.51
DOT,L1,2022-04,4389627.58,19.093651,83814018.83
DOT,L1,2022-05,12989658.9,11.454335,148787905.85
DOT,L1,2022-06,9322890.3,8.267563,77077579.34
DOT,L1,2022-07,10721315.77,7.159206,76756110.59
DOT,L1,2022-08,15633489.92,8.16624,127666827.67
DOT,L1,2022-09,3236949.47,6.916419,22388097.72
DOT,L1,2022-10,7929046.39,6.242647,49498236.54
DOT,L1,2022-11,11526210.18,5.871083,67671338.99
DOT,L1,2022-12,11377667.3,4.951617,56337851.0
DOT,L1,2023-01,8995361.7,5.548562,49911323.41
DOT,L1,2023-02,11953561.96,6.703913,80135640.18
DOT,L1,2023-03,7959666.38,6.063832,48266076.79
DOT,L1,2023-04,11604119.48,6.288718,72975039.39
DOT,L1,2023-05,10579492.96,5.453407,57694283.66
DOT,L1,2023-06,11195466.67,4.883277,54670561.78
DOT,L1,2023-07,9197958.59,5.266655,48442472.31
DOT,L1,2023-08,11923713.65,4.769536,56870576.9
DOT,L1,2023-09,9839782.24,4.126375,40602634.85
DOT,L1,2023-10,11271163.63,3.987664,44945609.96
DOT,L1,2023-11,10801407.13,5.131399,55426331.11
DOT,L1,2023-12,10727998.83,7.179988,77026905.35
DOT,L1,2024-01,10938352.02,7.257795,79388314.22
DOT,L1,2024-02,12764158.62,7.415425,94651664.43
DOT,L1,2024-03,8803216.72,9.838739,86612550.96
DOT,L1,2024-04,13266312.82,7.605703,100899633.93
DOT,L1,2024-05,11441100.41,7.09979,81229410.53
DOT,L1,2024-06,12236818.05,6.335952,77531886.17
DOT,L1,2024-07,11263508.87,6.052901,68176907.02
DOT,L1,2024-08,13022255.9,4.62626,60244340.01
DOT,L1,2024-09,12047110.24,4.3372,52250728.51
DOT,L1,2024-10,13033874.03,4.210122,54874193.47
DOT,L1,2024-11,87404005.74,5.756961,503181461.12
DOT,L1,2024-12,1345556.39,8.465409,11390685.74
DOT,L1,2025-01,4044143.08,6.724713,27195701.62
DOT,L1,2025-02,-2560981.19,4.964612,-12714277.08
DOT,L1,2025-03,-948499.7,4.385518,-4159662.66
DOT,L1,2025-04,115159.99,3.861588,444700.38
DOT,L1,2025-05,659306.63,4.533563,2989008.07
DOT,L1,2025-06,1016236.2,3.756909,3817906.73
DOT,L1,2025-07,-860694.28,3.897557,-3354605.27
DOT,L1,2025-08,36576.31,3.885571,142119.87
DOT,L1,2025-09,152658.94,4.074612,622025.91
DOT,L1,2025-10,-3330974.33,3.425472,-11410160.65
DOT,L1,2025-11,120617221.78,2.698278,325458848.71
DOT,L1,2025-12,10903003.32,1.971974,21500438.7
DOT,L1,2026-01,9350756.86,2.022407,18911040.67
DOT,L1,2026-02,9422201.12,1.386301,13062008.77
DOT,L1,2026-03,6874617.25,1.462318,10052873.79
DOT,L1,2026-04,4921076.82,1.255973,6180740.53
DOT,L1,2026-05,4794122.08,1.274518,6110193.09
TAO,L1,2023-12,141563.05,314.271812,44489276.21
TAO,L1,2024-01,246189.11,272.033625,66971716.6
TAO,L1,2024-02,196666.6,554.071916,108967439.99
TAO,L1,2024-03,151936.75,634.647336,96426255.92
TAO,L1,2024-04,203520.92,514.268142,104664323.41
TAO,L1,2024-05,162611.66,403.902269,65679217.68
TAO,L1,2024-06,146407.65,326.978086,47872093.35
TAO,L1,2024-07,149092.86,289.316365,43135004.6
TAO,L1,2024-08,160845.11,288.523115,46407532.84
TAO,L1,2024-09,46055.36,362.17549,16680122.87
TAO,L1,2024-10,31482.73,564.655328,17776891.02
TAO,L1,2024-11,-2577.51,516.270253,-1330689.74
TAO,L1,2024-12,-4100.45,556.669926,-2282598.71
TAO,L1,2025-01,838254.92,456.315972,382509108.78
TAO,L1,2025-02,175237.43,384.283301,67340818.35
TAO,L1,2025-03,129833.24,266.579424,34610869.36
TAO,L1,2025-04,162954.29,270.039311,44004064.77
TAO,L1,2025-05,76828.74,415.931425,31955489.0
TAO,L1,2025-06,144112.85,366.384711,52800746.12
TAO,L1,2025-07,605953.05,385.584925,233646362.66
TAO,L1,2025-08,84481.22,355.692076,30049300.56
TAO,L1,2025-09,3420.15,329.799806,1127963.5
TAO,L1,2025-10,-16295.35,374.785585,-6107261.79
TAO,L1,2025-11,14802.17,354.147211,5242146.7
TAO,L1,2025-12,-179.77,256.544643,-46119.56
TAO,L1,2026-01,-421.8,256.534075,-108205.8
TAO,L1,2026-02,4286.46,177.339837,760160.92
TAO,L1,2026-03,-16653.47,248.471345,-4137910.26
TAO,L1,2026-04,11593.55,271.273126,3145018.41
TAO,L1,2026-05,2214.22,283.340852,627378.87
