owner,balance
DKvaKcxCLG3vSaXwafX4PvjUGYZuWcWMXYCvU9mADWy2,106273334352842.0
2tdW9nxevyxUxBisx5G1zRLr8Ei5kExXRVWTbWLp2hDu,105605134431321.0
AVSPAmE1EGG5y3EtE3wHAaRSV1VWP4kyHrNWVrMaTAyv,105016620927102.0
9CKnC2kmqG9ZBtQXDfxR5H7Av7X878geV367DdYtybT4,103003719268082.0
6UV3ygYGhu9JMKC9wuDGWNwaP9u4c4tJaxNPu77bMF6h,102112949961020.0
3wV9nLx8R9EV8h5Rq2BAaJMSPWazfrAnPMU5NCUYKrsm,100000000600000.0
9yQSixSjv26vmXmnoLdkuos5fuaGdFF48mxzjX1guMHh,99999917823351.0
8CwBwNZdGzq4jsCxogAd7XjRVicp2XeiUgxzeffCrFMk,99118211305818.0
A7J8TB7CHYEtLPirbm1c39VBa3AGp8R4ULry7q9sXcg1,98764282377259.0
EhDyxGpEz9hryw6MwiBB7898WEzcoGTCAjVQMHbo6Q1M,95784769823388.0
Hmiz98YWHu4R8hnatAzodmBQC6owNPW4cERSDcigQ9aQ,94972031878560.0
DMe3ddj7awSR3LFC64rjmCPexsrSv33QAxFoJux4vGH3,94679989635394.0
4qEjqGaQQzib6HcrHKkUeY1TPFg29pfZqFKjYb1fgYC2,93849678240854.0
8jS2B8Lu3bVkTuzCGnxyMdMzZLNCRqFXQKQFsr8EjSmG,93777221671013.0
6VSUzV9LtWgDJPLgjazn6MgBcJ3fKQV12i5dfKq4xMH3,93750010000000.0
2kfQuYG2FVZL2RqqKEttcdadbPWP4c7b6AFQztNcBWyV,91965667754706.0
HhrxcCwbkFDdYPx4y4sx3YSqJmJrF6J5mkbbfjNPQ3X2,91683980877548.0
4XTbg7KcgrfbU1XqyXw3tAXXTxiVkpJMCHpPLMmBJBPW,90832259290659.0
4bU7wxt1rkFGt95rdowRUjb2gkWg8xKohueJVTvXCT4J,90771975225087.0
7rhxnLV8C77o6d8oz26AgK8x8m5ePsdeRawjqvojbjnQ,89853638894002.0
BN8rRoEifmfexngPpL4Rh8jpgi4VHizDXm15Qz81METK,89280829347029.0
DSFWxvJjgvLbVqoQ1Zwoe1iVHhwFgrfSiF3ZK1h7nd1K,89070089079625.0
5WJi1s1Lmyz3uwrDThBGZgxtGms1fvBTy1LH1y8NzZ9s,88881531562773.0
HR4ZJkjRnunRUphqfCFZgfzrEzz97fU4n3a5GLYG1xnx,87993005215355.0
2UL8hbNaoErAYNePqgQYPP9yDCDRZGWbzKW4krLqkhNL,86711931173556.0
ADqZYsW9SVZ6bCSGDqfBiPkfaZuQKGg79MA357otX8Ud,86695288980676.0
7u4SmR695hYNDwBE4yMNN6zxnSnEzBh9mkorM2jNNY8P,83761159254130.0
JC4c8zRbi68Z1y4ovAXFMsFFbTc9K1DRsWdftNjCkUxc,83620417011003.0
2rJ3JyiT2jVUgtGAkbgRYhAoda5chCoGAkLNWYHus25z,83333655034744.0
EWJH1tZ7i7FsZBZVYVXyTu1rAyYtxWSS9gv1MJaknxdU,83281054360000.0
8GDWxuUsUub2jibdZGAdcUZhtN8EQgR8c1KFchrU7uqh,83011904714569.0
9A9dUreQvTNoqNrqQC2DN1onfZWBtCBsTiuA6oGXZwc6,81914562760000.0
BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,81043490765655.0
3Ln6KEgLoMR2xFHfqtYazP7CxFQPDtUVVtwCVsLKVfmV,80947727620665.0
47Fh7EcPE9fi4EmTZeukLB1svFSJ6aLPpexTg7n8X1QN,80474680402492.0
BW8efkqsFfQ1nVUojWN42c7rZqRpKTMtmoQQjWNJa2Ni,79994480320000.0
6o5YfCPhRNA2p5RSnMVC3aJhHiBZXGRFzzpfh5314kzg,76538668387924.0
JDNNzPs3VDPCwKFjZsiq15r7nP13sUutkRyjTUTxkXEL,75849409034485.0
Gmej9sdGjEy7hUs4xUoVSWLYvUCwJsrZUtu3xYmjFRMM,75776489928429.0
53m51X2yncZKJpR9MGK7RZ4VX3gzmr2XwvTW5BU9NvsN,75024750000000.0
4gXs8oc2yEwDTPkDyo6V8ZixheTCZvu8JicrEuDat8tH,74683194180023.0
53unSgGWqEWANcPYRF35B2Bgf8BkszUtcccKiXwGGLyr,74334076070528.0
9RZd3P9RhJfmmLTRzmdwAzQkK28DJojvb9hExnU95pdR,73891165828044.0
AGVhmrhDi3RKLu9nxnRqp3CUpaG3SVeYXWkWcygHAk8N,73851916552792.0
66QFrgLikRFYmMcnuXFseQyfc389e89zrhdjdiW2duKw,72704069139094.0
DBru6iWxMRxBzbT2yLdGB3p8GeNb3gvvANs4y7ojfnML,72661856365618.0
51j9pR4HSEhaq9dun8LGFhNF3grVeaFRfME8MvFJYRQm,71199604830000.0
AUbn1VFbvP1JWrfUbvuHQ2hr6SZxubDx5Fzy5xT3xS8b,71147598579379.0
FziqbydTJJp1jEJNv66xTqY62xHZfqTYzTYTNrQ9JRC8,69054828647470.0
9rrsyYStsj5TVQ63REsJS5AFXCRV2fkjpqH8gy8WVUNb,68664041034345.0
5fYmcKbdswHsp4b1UBmECDDg116REzfmSwDE4VhK9URd,68302307619628.0
4AFAkCSkSNmra64irggEFd8ZtF4WCtFe51qVaFFNBL2D,68149738820155.0
7r3uA7N3YkEMRusfmEfztZy1xHie8tsfDVPge7tiWCNX,68010678000000.0
M2St7Gra11AKvk3tC4fJPkxviWYKpLZSMmKcHNoDtxp,66758006470212.0
HCEFQ2vUPWUWpczbGswrnFjarzR92c6ezd1VLNNr3h9t,65866617000000.0
DF55HEiYK6QDdTMmWuH9vRqaVCvNr4LpjqfNRYv3oSjR,65763104354020.0
FRZA5KgoWABae4Q47zjv2xhwA6JaFbPCjtpZquzpoqG2,65223040627450.0
CbxqjVH92zoosFA7sRAr6jRUrx6qzzPVTHSB8VCur4m2,65215346424432.0
AxVn8rB4BLFUxvPhBywQnca11iMapKP38Cd78jDgx5zR,63356225627279.0
HQ6CiTNNnLaPN3sXoyD2q3XWsaMeUh9WzErQHd34Hqxm,63198249582589.0
A6ymyBiv6EYhFbN6MacQCTH4x71GGpW5gZfwmGFmirMi,62502250000000.0
42ByMmQW9vNJpiDXtgRA8S8hWCUHFteTbHj3AWHnUBiA,62500000000000.0
6fJrZsZYWmEmeFV8VoTGL6AZWyCRJKDsq67ch3vNGmo8,61732242847871.0
3k2LjviEk1YFGhG2fJFQVbbgcQvGd51fSZ999QnaM52E,61054053675421.0
FdhpxuCPYWM98q5q1rHLAYRfXFsHUCzaos5ogz4prR7r,60287692203647.0
BzrAkcqkcYLwcsx1FrTgRFCX2u3553nhG7o5p3KsB9Ee,60040653000000.0
6YDvceLYaDiq6N9v2dBT4mqPJW3NAfp7yhQWLLq3VXim,60017645837000.0
7w9UBJnbospqSMvekAaxpXznTf2dDpTHVvb5mtT4BKYi,60000000000000.0
9u4puJNsa2v7Tiq2gxGvnSnJJmEvj3SN2ikqt74kZvWy,59858258130000.0
6HzyUvinGxjnsnB4C9u8HL33YuPej6Nfxo225S9UTGV4,59345102477549.0
2FunXdgqzFB1wykbkZ1EySC1Vk88m3hHxeyN89VCSBXM,59226746364704.0
A2CcL4H6Q5LeHhmBotzr6ouefNS3d8mJa8V5YLJJUgAj,58004220094826.0
7Vq3ATcXqvZZJzYTwqM5KqnwgzyPFYvFuqJpuM786gwn,57317353505165.0
68VZ4TtQ6B4SQgoJ2AypqzZfCFNkH5Sbmsoc4Q9pnpcB,56745435616632.0
52NQS3Drjukqx4iwN96HsgTmWeC2PQL8yD1AmVzUU1SQ,56461080000000.0
