owner,balance
D89hHJT5Aqyx1trP6EnGY9jJUB3whgnq3aUvvCqedvzf,388575065303848.0
FpwQQhQQoEaVu3WU2qZMfF1hx48YyfwsLoRgXG83E99Q,387069914695313.0
FxmR1j3mDiPnyTT1mW4vX6drikupeTf4Tb7hEp4XCAb2,384981677438442.0
Eaj9FZPJoGAEC5C4K561gmTmKsdx1Po8h7Bijwm9a9Zw,371182290000000.0
5z7gxL5u4jCW9D6acu28LEw4RKTiBSG1EmXbtCX7efg2,369092500000000.0
DPqsobysNf5iA9w7zrQM8HLzCKZEDMkZsWbiidsAt1xo,353355220114054.0
GuWNHhLJm4gNa2uPtLSM9cEkt1tGUoaQEhuoQrroSGk1,349941048609911.0
9E4fv9BsJ2BwkNBXDeUgpJYtrYPheMQWYFcxGYxDFshX,339373586187780.0
2zFHfHrrERwHSXJncL3S8k1RGXw2Kn3r2ozbncUBNefU,336930587998790.0
4X2JRnoH3hLFccVwMtTTQsTjCGUDr97yG9it2of5Gd7F,331774813020746.0
EZ41WcMH3FmyWGV9WQaDLo5uo4ysVNdeAm1ZoTybxjsJ,300388189735850.0
BoWNojfEKcSq1CE24jVX71neNHjqjMCBMiYBF1aiGLyP,300000000000000.0
3Sj5jDoTexRqYCcLYoszu3MZAypidPmCh8jpcy2RLnpN,300000000000000.0
F8jBtFFt6V2MJinfbDgJUyWgTPJtag7KsJXbpk2VXDXQ,297796900628288.0
B2LpFhKdGvFSGWC8UgSBEvjfFbv9vKvqAoCpXKyPT89P,290751981329700.0
9HsFJKqobLFZ6QLT7xXhS3ggDfSGTJPUh2Rfug4VFGWh,285682569452621.0
Hh63WVKjtTsg3XL5MPpTHFFZZGBMaqfE1hjJiGM58sLx,280110359339200.0
BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,275499647302030.0
Bdei77qNzjwbxw8M4UJCNZzrXzY76RBCugowcKH1Nab2,268218224000000.0
CzSigUe8TFTPo7hwBqqS4ijH8fxGGhRww3qpmnfmVaWH,254399864410000.0
CTueWsb948f6EVH1CuRVtTCpYne8ijpmuDKs3KUhPnn1,252698829313399.0
99FYzcVLi3roohxbhj3yraCrpPpWYzcP1RKziJo2Ntfk,252157841600000.0
GXcGmTxZhVakfZsNZadeizDqZ6WqFfr1o7Q8YXXjKPka,252067443445304.0
82wRy8RmuFGHoGfB5ErEeHUBy5tTVw495g91X29p2ets,234168904155906.0
4oWzF157eJa1ZRP4pKB5ryjydZnDLpsmC3t9XZQAWj9U,225535549990902.0
CgXkmgh3aA5NtFatuRcvfQEgaVzq6ZUzdMdN9GX87UUV,218655588808575.0
7YZ17fFa8hQPV7VMD5JbNMsrjVL48UwCYpDDswcT3SBg,218333570112819.0
4rhmgHUee9r6zyAosmzTdcpLSE7YoUX7z5d9Swsrx8zg,216438358246886.0
BeetRkwYTTQm5AHMn3aKdpHPGeSHz7v5jBUrD9v9czYk,202014769988611.0
4xbJW2Wsh7wCtwwGx6fveDCrxQyNrYHGm6m82fVhHGEH,200093949573626.0
7mkgEPHmyoijbx37w37oTh7cGtmX8GnLwNe1UB1D3j6n,200000001000000.0
EteUeLSpwNa9nMRT5FPHBNjoynVgf6Pu1zSuV55pMbf9,200000000000000.0
DMe3ddj7awSR3LFC64rjmCPexsrSv33QAxFoJux4vGH3,195377862407393.0
BY4StcU9Y2BpgH8quZzorg31EGE4L1rjomN8FNsCBEcx,194805584317893.0
8XczZeEmUpyvbYF6mbzFX2kTreAu9zLxygRqX4hCUBRv,188511453277814.0
FTj3SbJuawWT42Wj2GWxmbqLXNpXFE4ypE1bN17Sh5J5,184843280233696.0
N5mFWcyKcPMn6NqS49ewf77EW86HVLk9GoJZ7UvpGbe,184617500000000.0
9GMqeLBpr9AWXxJpUPTFzdpw6MYGcCq63gkPwykUyEU9,183818197944305.0
2h8JJq1kAsJvKYVrsEqwhQTcy99p465esHUFcJA94QY2,182554047600060.0
9CKnC2kmqG9ZBtQXDfxR5H7Av7X878geV367DdYtybT4,180971843893540.0
3eCq5SX86LCQzbTEctJEBc4tJ4iYcR8T2VB3ruNhxJVZ,179035438948203.0
DFaCLpYmxvGuEcyGKc9QwtoR3fHHVUKPHkQ1ke3M6so,178571000000000.0
BLaQuRW6JqoTRrHZtcummaBusDCLoVfTLaHoAAtBxP2Y,177985272279839.0
FBMvJsx4bTJVLEza3Q1ESizRqshv6rQGyfZxyVvHTXK7,177903777118791.0
2KCVaopSmMbjwaigNyjtMWyJ9bSNcLf6vg848M8bH5AX,175000000000000.0
HFWv1riXSRJ3nVnnLZ9xi1K4r3zppRvcfVuiAGqAA8Y6,174129043031160.0
CkG92Dt6euh1WhjLwWWNFjogYZjNDjLqXPyhkDtqocbU,170274065075175.0
JCNCMFXo5M5qwUPg2Utu1u6YWp3MbygxqBsBeXXJfrw,168462199852655.0
697TCwkNps9yRuq2AwttgVmQdcfF4xbqmq7iUrBUUi95,168408865820773.0
3h3k2ELSti5UE8aGETgpzcjfV2rYUsqK9MUoj1uq6C2r,167579230000000.0
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,166754751522027.0
GCgYraxHgRCnJ7wkSNKFtsW6uPpfxjReMS5gJiYQswGw,165277780160000.0
8axzpTxwT3wzprjXN1StgMVk3gAMWsd5Q5d4vPQHp2u6,163393000000000.0
3LVQatKGkFWmf6TkBez6gCeWJ2Hu9pNR4WtkCcnwyEzH,155627720710910.0
H13wk1NsagnoFDs3G6PiaCZCnd5k2UwsFosWXE5HUuVv,151811588369090.0
CvhKvfMssk1QoLqDBJMvWPHHLaYMsXARjgcPdYn7tKKc,151759457900000.0
4GC3a1RkRXx5shwGP8pTY6cxXgSWkbfc66vM53a6qSKj,149583116440762.0
7L5HT76s4oEk1n637jmgZiEC2YCVyJ6uB5MXyeRRyede,149039670268488.0
J9pm7akNvEz2VkBaLECk5J8hSj3tnrMrPDLHq9zcHDuN,146642107906112.0
BeuEdo8pLrTXKkrn2QssYw7HT6SrTG1GMMot98McfDnM,145275030489537.0
BZkhpWwJekAQiDXh3CCGxJq9M2DcELKN2ixst4sfKfxo,145000000000000.0
5q3pyBUmoYsA71brB5jQBaDuEAnqbdfb31yPzHF1KiCo,141585001000000.0
5y1eVKk8W8TqQuzzaTjjQ8vMNrYDfFDnTfeZAYGzHwBu,140901480363940.0
7UhjbynicBP8rqcobwsAJDfRMjwgHSgdxcYNJmLwxfms,139877124021500.0
Apmnmi1AnWFFyCATit9F9P17YWEqv37K1A4abqBHD87s,139199500000000.0
68xi54PMCVq9vmqe7ESB1k1NRwfoQcBKWhnRwHmdzzkU,138817000000000.0
88Thwht68UWBFqSiG1iiQCYgafQkA6wLrC1PyPwzv5gE,138480011269540.0
ec7cNwmKnQeBa7J3AS9etU6yGRZt3aJApwdTXfKnJSV,138291039096082.0
8mmvKNsCiUnUXZacDaMeoxA7PgtNiHqdsRDpBGPZyvST,137583007230865.0
ELHj1Byjz286jmBt9zU6YXV3Rp5Qsx8bv1ErSwe8pc4m,137000275000000.0
38xCLm9kSExfGU1GdyVuX4vop7SZns9kU2mQyTmmMdUP,136820847125901.0
BbHG9GvPActFGogv3iNrpDAj4qpXr8t3jF16uGxXcKci,133370539762545.0
7yNsV3MhcvmqTfDsZ914JDPdepJCJYNm3JdEY92xEzQm,129722182000000.0
GjL8v3SYs2QSu5L9xVQ9zMyWroiGGWv9ek9Fz5ZwodW3,127984000000000.0
Ec3wy754spJ2WyVkbhbsiU9SvDMphNGWNDyTBDCz8oHS,125056189503811.0
CHoCJSgvySLud9RYvk7i8JeGbjxbGZpRZkPJ6bAK8rVX,122361366861869.0
4VZUr2AYpiRNus4Kz9iYvJ2qqW4ym4GWC8xHRTf97csX,122240843981560.0
