rank,voter,voting_power,dominance_full_pool,in_top_n
283,0xC6a82e72156A11a2E1634633aF5E4517B451f0D9,1.3607676750,0.0000003828,0
284,0xc97370F22eD5ac4c7B24A8E1ca9D81FEbb3b9457,1.3508521468,0.0000003800,0
285,0xcf26985B53256dF9cF1ACb11575936De77B68BEe,1.2663250344,0.0000003562,0
286,0xc5547B4907418C2EC0C2A95beC6fEE8354657759,1.1927598734,0.0000003355,0
287,0x18A428CE0c31584a21CF8ceFDb8849d8013E1994,1.1869884165,0.0000003339,0
288,0x3Ba6eB0e4327B96aDe6D4f3b578724208a590CEF,1.1848397236,0.0000003333,0
289,0xd145860c3cAD12AeEc9D8021d36B48d7fAd09454,1.1823174827,0.0000003326,0
290,0x1BE517866f199ee7D698e0D019Fd14014504c64f,1.1692988039,0.0000003289,0
291,0xE2E4BFBD11E40AD260D5Bf7701D52Ba2F13d15a9,1.1427701476,0.0000003214,0
292,0x35Cc509534E5054204e2110a60678a8c26EFDD60,1.1412439325,0.0000003210,0
293,0x945276fb8750c8ee5b86dF4804903Ce66B25eB59,1.1406059219,0.0000003208,0
294,0x46AF6756b469acc2b6740fae87C291bb04118B91,1.1233943577,0.0000003160,0
295,0x8801d3dC92fb1d940843BDdd4941b4c6e4FEb715,1.0769000000,0.0000003029,0
296,0xB4B04564f56f4795EA4e14d566aF78dA54a99980,1.0755922853,0.0000003025,0
297,0x91fEA319Ed45c7b12683c8c25e741151fBFee24b,1.0743341594,0.0000003022,0
298,0x746bb7beFD31D9052BB8EbA7D5dD74C9aCf54C6d,1.0661764065,0.0000002999,0
299,0x83C9440dc34DA00c47A0d4dC2b598d7BDB1b53F7,1.0004426607,0.0000002814,0
300,0xe126b3E5d052f1F575828f61fEBA4f4f2603652a,1.0000000035,0.0000002813,0
301,0x6E488b282791e0ec659ab827f208A20659fBe288,1.0000000000,0.0000002813,0
302,0x9136fD91Eb5D06f4e9aAE73e55835C6d3599dEFE,1.0000000000,0.0000002813,0
303,0xD67952D9a8F27003De7C94D4A76191831165C01C,1.0000000000,0.0000002813,0
304,0x0af18b1cC7244661F118a84C9406b79565Bc3585,1.0000000000,0.0000002813,0
305,0xb4c08aaC41C945f4715C705562bE7f9CD11CD2Db,1.0000000000,0.0000002813,0
306,0x4B80CfE87C6FdC5153BBD7577F5c02797244859E,1.0000000000,0.0000002813,0
307,0x815E88F5664856bDA6F87727150aC86563e32d02,0.9544609293,0.0000002685,0
308,0x2CB14a2F6a23Fe1B04106Dc342a4192Bf5C7924d,0.9536075912,0.0000002682,0
309,0x5cB1c86805D5a37625D1eF028aFef1E0FE752A49,0.9498463807,0.0000002672,0
310,0x183bDB344A07Ee3D27f07AC4799A56E4A2fE5439,0.9316518385,0.0000002621,0
311,0x0fF9B6AB6Ec58ceB6D5ae8a1690dd5a0959aD002,0.9031392910,0.0000002540,0
312,0x787c8bE38E968Bd0b41eaAbe0b69d1c32ea09262,0.8446100106,0.0000002376,0
313,0xAEAf8371BF9Df3eDB08BDD7D05099D49965fDf59,0.8444693888,0.0000002375,0
314,0x4AeF8B6CA98cA20087E6b0827a50868172A32AFd,0.8444684691,0.0000002375,0
315,0x0c3EF07338d82406F4E49bcb6DF157B94A3dcD38,0.8310277976,0.0000002338,0
316,0xd2F1Ce1A5FB4A1fbe2C6C646b1C1212Ec5B0752e,0.7859621400,0.0000002211,0
317,0x770BEbe5946907CeE4DFE004F1648ac435A9d5bb,0.7598195554,0.0000002137,0
318,0x274D99d11CC3D3B0A56A6fdCc5dFfFE07cec73F4,0.7391832847,0.0000002079,0
319,0x500fAF5a49AE5085482d156Fe7970578114c7D0B,0.7098292487,0.0000001997,0
320,0xcd66a0Ae53cC1F58B2E709E5DeF44d06a19C71Ce,0.6959368742,0.0000001958,0
321,0xF489741242F62A0D1a13507Ab2c9c4473Cc59B83,0.6955877824,0.0000001957,0
322,0xd31A84c20bc430aD75E6a1903E7dDbee52211072,0.6792876602,0.0000001911,0
323,0x119383B0051e920D6161cEe971247D625B8D69Cb,0.6340213877,0.0000001783,0
324,0xD03Ad690ed8065EDfdC1E08197a3ebC71535A7ff,0.6100900197,0.0000001716,0
325,0x2a06913D5b8748b222E1236768C24ca19198B374,0.6000000000,0.0000001688,0
326,0xb8aC6ef01a6191C8689AD756B4a41dcaD7021390,0.5955158397,0.0000001675,0
327,0xbDa0136ea391e24a938793972726f8763150c7C3,0.5629083541,0.0000001583,0
328,0x06c4865ab16c9C760622f19a313a2E637E2e66a2,0.5000000000,0.0000001406,0
329,0x1C5ABce0cAf0f92CF8b083c1b3e8bdda9AD24249,0.4798266268,0.0000001350,0
330,0x70Ddb5AbF21202602b57F4860eE1262a594a0086,0.4745923457,0.0000001335,0
331,0x7A3BdeE62dd34faC317Ae61cd8B3bA7c27ada145,0.4505873269,0.0000001267,0
332,0xFaC964684c3a72b0485e42a78EAc5f78428C4aF0,0.4280066125,0.0000001204,0
333,0x79ccEDbEFbfE6c95570d85e65f8B0aC0D6bd017B,0.4241268722,0.0000001193,0
334,0x76AC6Ad4e4E7c2e0b4Ceeb30745bd53df3a85774,0.4227408587,0.0000001189,0
335,0x344b1E4Ac175f16D3bA40A688cA928E3768E275a,0.4220346001,0.0000001187,0
336,0x00432772Ed25d4Eb3C6EB26Dc461239b35cf8760,0.4213704294,0.0000001185,0
337,0x972a8B7D891B88220780421fE4D11f174354cEEd,0.4213704294,0.0000001185,0
338,0x75f58030c190bb4288f56100F0Ee49B6EEb4A134,0.4205268171,0.0000001183,0
339,0xE9b2CaDBc6cBE6E504C9d61F6Bf583D9AD15b14A,0.4200000000,0.0000001181,0
340,0xE49bc7814182713844dD68EF384C6a73297535b8,0.3990904927,0.0000001123,0
341,0x7F21B3E952ae82d10F66E03a9B39D198728A31E0,0.3722475252,0.0000001047,0
342,0x77FbFE78D461980BA158258F8BC0dced937727a8,0.3615046396,0.0000001017,0
343,0x2dABd1c849b5AdC1fB421e043Ba53be6Bb2aeC62,0.3186246505,0.0000000896,0
344,0x714D8b5874b3a6a69f289f4e857F4C9670074296,0.3092406740,0.0000000870,0
345,0x3F14B149F3Da092D1AA233C1C31d6945C545168A,0.3000000000,0.0000000844,0
346,0x547d7Ef04c005a44a3cC89109D2CC78c85679586,0.2782694203,0.0000000783,0
347,0xd82803b7B9A5EB1D5FC558FD619afC6c031cd0B1,0.2622233272,0.0000000738,0
348,0x6Bd36310CeC97dCB2499faFE285B48a6f8D0Fd13,0.2585693112,0.0000000727,0
349,0x7904667C340601AaB73939372C016dC5102732A2,0.2583011661,0.0000000727,0
350,0x9Ba6baA919BAc9Acd901dF3Bfde848FE006D3caE,0.2556663352,0.0000000719,0
351,0x16F95607762AF0f0ca7E11c0889652Cb2e465898,0.2498943432,0.0000000703,0
352,0x0B1A89664970EbEb16d6a1a039017049EEa45a20,0.2454128126,0.0000000690,0
353,0xeF8305E140ac520225DAf050e2f71d5fBcC543e7,0.2343795909,0.0000000659,0
354,0x2F2F665974261C4129b1DC6c359BD259CD66f78A,0.2300000000,0.0000000647,0
355,0x8d02e580ed45631D5C8b53352add7A5154988b3e,0.2277735684,0.0000000641,0
356,0x8566F09d813CfcC25Fe069E264627711BCAF7892,0.2236980000,0.0000000629,0
357,0x784dFbca2db676044bb6C1638eC95462276165CA,0.2174608381,0.0000000612,0
358,0x1B9DA462D07512Fa37021973d853B59dEbB761Dd,0.2141859319,0.0000000602,0
359,0xFB3A939Cb06eeF36E1ceD48bdba1fcEe177Ac7f4,0.2034718986,0.0000000572,0
360,0xedD3F0824eB27Cca27DDA5b3Ebc9BB6A091B784c,0.2021065803,0.0000000568,0
361,0xA97CA732232Cd2ACaB9038a1943fe2A79FA1cCc8,0.2001912802,0.0000000563,0
362,0x9FA7d42Ef9eb89ef6FAbDdE88207FbE6AfA70626,0.2000000000,0.0000000563,0
363,0x147620f36B47183FbEa74C14f269B39C7EBEEc9E,0.1870305716,0.0000000526,0
364,0x600f231FB44BA2981A304a9d07E3c030325cC03b,0.1666057038,0.0000000469,0
365,0x596171ca5b501e3aBfA555C0a558aE1Ce77cCF28,0.1644444444,0.0000000463,0
366,0xfaBD1E866844545c9b1D0817dF676Ba3e13d93cA,0.1628704522,0.0000000458,0
367,0x35E6fc00e3F190A8dFe15faa219368a01028ec14,0.1434260734,0.0000000403,0
368,0xbF530634f854038ba3Cf8Ed3a0f9F1c5D78DA3C1,0.1410241000,0.0000000397,0
369,0xcF2e5Db58DB8D9Ece60d1B4e2667C3F84EE21516,0.1399999990,0.0000000394,0
370,0xa77294828d42B538890fa6E97AdFfE9305536171,0.1354390216,0.0000000381,0
371,0xBdA3fd22a90FF53B458271b336Da337B8e3B23fa,0.1245213437,0.0000000350,0
372,0xCAb030a1a8145b8D58C6c4C38148A8314B421aec,0.1181240440,0.0000000332,0
373,0xA30e48C7826Eed00223224DfDe038347B983f0f1,0.1142124141,0.0000000321,0
374,0x486e7307e9a8677a6695D332B5d0D9039E1B20a0,0.1029308358,0.0000000290,0
375,0xE594469fDe6AE29943a64f81d95c20F5F8eB2e04,0.1000000000,0.0000000281,0
376,0xf5Fe364D18F4a5A53BADCe9a046ba74cfC97f6Fb,0.1000000000,0.0000000281,0
377,0x7Ee567D2AC5dca4c422281Deb1e2334a805BA6C1,0.0941229400,0.0000000265,0
378,0x7683c36e3067aD69e2ac06DDB21250EAF4e4Ffed,0.0873518355,0.0000000246,0
379,0xa6473CcE13F11614745e6Bf9caD704646616A9b8,0.0864562211,0.0000000243,0
380,0x76E059C6FF6bf9FFFD5f33AFdf4AB2FD511C9DF4,0.0849032233,0.0000000239,0
381,0x9ec14a04Cb7822b56BEf9D46357604b6F3A673CC,0.0800000000,0.0000000225,0
382,0x16C9181eaE8F357258A9dAA82383B303A17BCA6c,0.0794439120,0.0000000223,0
383,0x545b7A975DB49C983A3Ee77143E3574b39920641,0.0750000000,0.0000000211,0
384,0xef68A8F68f387377c71F6A86b7e7f98B8413471d,0.0686513283,0.0000000193,0
385,0xD8cf3e31820ceEC940C69f462FC047d306BcB984,0.0676044974,0.0000000190,0
386,0xE35464872C90Cb3AA60Fba4b4044578ED15Ada5d,0.0573061573,0.0000000161,0
387,0x4D61eFf3956453286d63038Cb4e9Cb87f7cF557b,0.0525159198,0.0000000148,0
388,0x6f69286d7C51DE0f0cF5F3C03c8cA3edA8a322F9,0.0500000000,0.0000000141,0
389,0x3a8fB6049d3d4e3dA339d71083Ef3A2a0343f2c9,0.0489551485,0.0000000138,0
390,0xd0c91f50565679e0442D48B164B41997a7C96E70,0.0475011157,0.0000000134,0
391,0xB07ec928f7ce5f2996eBa928c1B64a14eFb0A940,0.0442386937,0.0000000124,0
392,0x1B3bBAb4f9975094b326C6b64644fF2723d163C4,0.0433072068,0.0000000122,0
393,0xA95583736c0d55242554cB376f4A14E452516F2C,0.0430718744,0.0000000121,0
394,0x881A0f52479e977A81d9d4508F926F1D79Cd4E1a,0.0378497114,0.0000000106,0
395,0xe1eC2Ba8ee75C1dB4A203EE39266B2F22e271B07,0.0365342543,0.0000000103,0
396,0xD248a27D2bBAcb0Ff7D8D92D48A62d6A090832Ae,0.0340000000,0.0000000096,0
397,0x93E0990C31f0933aE4578901c4fce42ed3BCF6ee,0.0340000000,0.0000000096,0
398,0xC4cd22191f27d2CBCaB7ba7be07B3655688147bC,0.0340000000,0.0000000096,0
399,0xbeF8f29e284b14817cf6E6A4E29Fc93360AC9999,0.0340000000,0.0000000096,0
400,0x38DCFA6B1263c33fbbC2baFD4882a7Dd5027472d,0.0340000000,0.0000000096,0
401,0xa6ac718a9BC4f265f6e1297168e55D05d3722bf3,0.0340000000,0.0000000096,0
402,0x95D2538129c1fAc1AFebc5C765a406E5f28888F9,0.0340000000,0.0000000096,0
403,0xe6B84dad5D26de2712d0c524dab35610E71B452d,0.0340000000,0.0000000096,0
404,0xd71230207B61d8a72021B9Fb509e469Dc5Ba1366,0.0340000000,0.0000000096,0
405,0x4d12a4Aad451C3209ed3A660e463ba71fEF37d7c,0.0340000000,0.0000000096,0
406,0xEE2ACdCd6c9d46e216cCAAb94899f26234D258a7,0.0340000000,0.0000000096,0
407,0xE8EeEaDA50b535f415d630791F330dAbf3870877,0.0340000000,0.0000000096,0
408,0xaCc94D70Faf5539197307bC6E01907E60d760b28,0.0340000000,0.0000000096,0
409,0xEd4ca23FE53A936f3B74906b731f730DFD269508,0.0340000000,0.0000000096,0
410,0x147510eBB636d80bB080dE8FBb3Df2e925a26E15,0.0340000000,0.0000000096,0
411,0xa0D0d863cEAA8C65e579b75474c46Dddc8E4604a,0.0340000000,0.0000000096,0
412,0x7a04bD08FC016eAf2Fa2090BF52dDc26012517a8,0.0340000000,0.0000000096,0
413,0x9Bc54B27D43c0DE1683ce9f9266D6bC22F687c3B,0.0322448311,0.0000000091,0
414,0x1523aFB8E48CFAd26700191495E2672f7140080f,0.0320000000,0.0000000090,0
415,0x21FF9d23e14F3ec0cfC90Fa624eF224418fcc5A8,0.0320000000,0.0000000090,0
416,0x7fbF7133d58058f9A369Ca0852A627957C63DaB1,0.0314752923,0.0000000089,0
417,0xdeD3F9B06cE504babF97d8766675566cCAf3c962,0.0312638426,0.0000000088,0
418,0x714b831eB02FE854283219B2B9f1c6951f46Dcb9,0.0282158311,0.0000000079,0
419,0x9A608d9F416518b5F11acf3dC5594C90D6998e2c,0.0259885788,0.0000000073,0
420,0x5Ce8d5Bf65bf624898EFF3B7D673D3d291ef962f,0.0250914957,0.0000000071,0
421,0x18a43F6c7D5c84C3a715097C57B9945ce10C5162,0.0229126995,0.0000000064,0
422,0x0Ee951Bc9d1B10aFbf073Bf246Cce7d14346F652,0.0208429300,0.0000000059,0
423,0x24a000804704B9557466382A806B6BAa31cf574C,0.0188731888,0.0000000053,0
424,0x411302Ee0f24Ad3FEd1C407D665AB26044F056c8,0.0188042318,0.0000000053,0
425,0x09B17dBcd8Ac17Ed5d2d6Bd22ECB8Eb68759Cb4b,0.0168847080,0.0000000047,0
426,0xd6Cf8c0033Ba3e7e205b9aa1beDc559edA980aF9,0.0163402318,0.0000000046,0
427,0xe965fbF5ce2D69da6B76d375638872A77880d62a,0.0141920693,0.0000000040,0
428,0x95B9F2F528338b0cDB3F14442837b0e7F05DCEeC,0.0124233669,0.0000000035,0
429,0x9c29aDAE0bf1295409e5AA40Fe8bd88F00f46c96,0.0107509113,0.0000000030,0
430,0x0c691B4f2A18e50445151009341Cc6EC49999999,0.0100000000,0.0000000028,0
431,0x5bE657Ea8afD72A2769B4621421ac52e946FCdf3,0.0100000000,0.0000000028,0
432,0x50b68702548fd2BFdE1C4c02129CB2cE7067b2c4,0.0095653468,0.0000000027,0
433,0x08F7Fd04e76daC7e4d9e343e0B5510379f5bbA48,0.0094401371,0.0000000027,0
434,0x50cCa5ed8B4455fbe316785269FC82500b67fD48,0.0092547539,0.0000000026,0
435,0xc83c3B46D8E622b9C7b540872c6AF8636DdC1D17,0.0087709942,0.0000000025,0
436,0x54FA4612FDAB65744940D5b7F9B179E5a3A45751,0.0080000000,0.0000000023,0
437,0xc0882631627786eEA84a851F66cdd1c0a070eA28,0.0078567289,0.0000000022,0
438,0x4839054dB0269E73E8c76A3dFb14FC33D31A1356,0.0078000000,0.0000000022,0
439,0x0E9B063789909565CEdA1Fba162474405A151E66,0.0075114787,0.0000000021,0
440,0x1ccb144B700EC726d37Db38c617E154De6d9c0d0,0.0070228367,0.0000000020,0
441,0xA9b7f513decA109D2271DFF29aedD08934d5a84F,0.0062730370,0.0000000018,0
442,0x206983ad8c1346eA4b1053754DCFB6c7771C9CDC,0.0062074276,0.0000000017,0
443,0xF5F155dFc740A89FFaA17c4f6459aEc7D7206413,0.0051034932,0.0000000014,0
444,0x2654DDf31E5D8DDA52fE8C1D759Be186D316d8A6,0.0048209455,0.0000000014,0
445,0x00cDEbc042C87C95e439E1AeFa0Bd3a8014dA577,0.0028306528,0.0000000008,0
446,0x26e174dC8FF20831EAA75fEf12822e371AD662e7,0.0024894555,0.0000000007,0
447,0x3785F0272F5e19dD2c27977eC2D91195BB2AF801,0.0024072508,0.0000000007,0
448,0xeAe10420054B70314e5ab5065d1FE8657Fc840d3,0.0017246562,0.0000000005,0
449,0x286438884Aadabd18058edA12EFE3FDFf840eFf3,0.0014978274,0.0000000004,0
450,0x90c38B5b7cc04e647ca2985069f2DbbA906Eb619,0.0012343083,0.0000000003,0
451,0x4f5f385494A00737E6688f7B345144ac0a6FAc9b,0.0012000000,0.0000000003,0
452,0x4f54744Bfb176cD6f84778801dA5A07611e941e6,0.0010886376,0.0000000003,0
453,0xB6117B7B57Ede9BB224208F957F94501DF6BbD64,0.0009328796,0.0000000003,0
454,0x6f4B751cCB1D3bb498E86F0373c29F6158b8e1D2,0.0009080464,0.0000000003,0
455,0xF7D7Bd8B91F382c5878cE489339693ee1477CFd7,0.0007000000,0.0000000002,0
456,0x206d3122815Cc97c8B325ab8F521099A049b2705,0.0006894805,0.0000000002,0
457,0x337CfB6E0466977c6419D5DcA8FA8B82904787b1,0.0005356147,0.0000000002,0
458,0x53Da33F96ecFFE1CDf3842883c9ba3ba3b49c14B,0.0005277573,0.0000000001,0
459,0x0d2D685b3EAA41d9DB61e2D34CD8790E11bc96f4,0.0004553669,0.0000000001,0
460,0x8F7e4f6E71f0B25a3af594292147DA0EeD5f80b0,0.0003919942,0.0000000001,0
461,0x96f525780182c75B439765a82bd6CDaCCB3479C7,0.0003000000,0.0000000001,0
462,0x0f831a90fD7Cd559404b77D4B42Aa3ef4cc28a63,0.0002471050,0.0000000001,0
463,0xbF760fd4535Fb211E5c6881B28283B60D1A059bF,0.0002349717,0.0000000001,0
464,0x5Eb720D084fAeA2B504353568FF0A16d91d99425,0.0002193018,0.0000000001,0
465,0x21C50AcBd2d695884E1D5476b6C68b53391283b5,0.0001410438,0.0000000000,0
466,0x958981dD45E57f61d8073442B25947b34024267C,0.0001209464,0.0000000000,0
467,0xFb7D327dE8b2B37053F92c869A7b71282F48d781,0.0001000000,0.0000000000,0
468,0xBA3433ee8d9a6dd1fB2366E2510FE677396c9115,0.0000558965,0.0000000000,0
469,0x1F8Ee652526d93Ce4646aECc56B950900Ced2E1a,0.0000460287,0.0000000000,0
470,0x111ac642038437c4311B72Dbaff897A6BFE033A0,0.0000431940,0.0000000000,0
471,0xb1777562387eB1dABf4F34F4b61cE426F2116aA7,0.0000375595,0.0000000000,0
472,0x87001fE0924B20441d3131631Cf0278d35862906,0.0000243049,0.0000000000,0
473,0x0Cad7af8b05D0438FFa1A1b73D05676154Ae1DCA,0.0000215053,0.0000000000,0
474,0x6f572cEfcc54b1036D48220321eF87E0C954C466,0.0000096212,0.0000000000,0
475,0x562f34DE6626ECe43F8D3F85557Ff51D4bD8FCB2,0.0000074317,0.0000000000,0
476,0x46E8611EEAb86806C73c241d3cD1807CfaE9f4BA,0.0000067234,0.0000000000,0
477,0xef4FD55584434903aa6FC9baa61eAcDDe5355DA0,0.0000003214,0.0000000000,0
478,0x546911aA23511b9B023D4cfa2D97b82F4D423a71,0.0000000030,0.0000000000,0
479,0x940214134c5e8d81DBD5E9015908c697dAB5e0DD,0.0000000028,0.0000000000,0
480,0x3a02561FE544827180326FE433C402ed3dC5633C,0.0000000000,0.0000000000,0
481,0x5e4568C4D8343052a06EC8AAB1e124AF08B73248,0.0000000000,0.0000000000,0
