frame_token,chain,rank,address,share,nansen_label,nansen_ownership_pct,classification,class_source,insider,matched_in_nansen
GNO,ethereum,2,0x1d65d296b6ad7fdbf77d3c9cc44c9b2787f1a341,0.004928,Gnosis Multisig (multisig),,insider,new12_provenance_reuse,True,True
GNO,ethereum,3,0x70e278941ed3c0d2c6d6105df184831992aca856,0.003835,,,reuse_noninsider,new12_provenance_reuse,False,True
GNO,ethereum,4,0x926a21917d067c52e132e318686ebcf11182c428,0.002189,,,reuse_noninsider,new12_provenance_reuse,False,True
GNO,ethereum,5,0xc2a39291acf6ae4ed29c6fcc15f1d54141f8d833,0.001355,,,reuse_noninsider,new12_provenance_reuse,False,True
GNO,ethereum,6,0x98dd467fbc8b32f08387f8888b161d5cd8c00889,0.001353,,,reuse_noninsider,new12_provenance_reuse,False,True
GNO,ethereum,7,0x5db8e9605de5cd567293518fca840536a5ac3a91,0.001285,,,reuse_noninsider,new12_provenance_reuse,False,True
GNO,ethereum,8,0xca5bbc1196aae807b097c0f7e696e2b3977d2abe,0.001093,,,reuse_noninsider,new12_provenance_reuse,False,True
GNO,ethereum,9,0x39d787fdf7384597c7208644dbb6fda1cca4ebdf,0.001089,,,reuse_noninsider,new12_provenance_reuse,False,True
GNO,ethereum,10,0xd2dd7b597fd2435b6db61ddf48544fd931e6869f,0.001084,,,reuse_noninsider,new12_provenance_reuse,False,True
GRASS,solana,1,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,0.160145,,,unlabeled,,False,False
GRASS,solana,2,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,0.066047,Gate: Wallet [u6PJ8DtQ],0.46,exchange,exchange_kw,False,True
GRASS,solana,3,5PAhQiYdLBd6SVdjzBQDxUAEFyDdF5ExNPQfcscnPRj5,0.031631,,,unlabeled,,False,False
GRASS,solana,4,4gXs8oc2yEwDTPkDyo6V8ZixheTCZvu8JicrEuDat8tH,0.026543,,,unlabeled,,False,False
GRASS,solana,5,ASTyfSima4LLAdDgoFGkgqoKowG1LZFDr9fAQrg7iaJZ,0.022353,,,unlabeled,,False,False
GRASS,solana,6,CafeQ2wWakoKs8wKLhk8KFHvsddSQUt5jynwpceA9Zad,0.019287,,,unlabeled,,False,False
GRASS,solana,7,1hQP5Qdvi9L2ptueRAMWxBa8Ri65WciotvfgpG6XeZV,0.01713,,,unlabeled,,False,False
GRASS,solana,8,7RmkMNQerKaVioRnmqZsHM5Gm8F3gngQG8umLNoK97q4,0.01353,,,unlabeled,,False,False
GRASS,solana,9,D5jx4wmxuPz18hqmgpCMLGVq3uSksCafCp5xjVe1nw8p,0.012578,,,unlabeled,,False,False
GRASS,solana,10,5oxVntYzjPobCN7GETBPFe8YdpabCZc8U64KH2HzMhZt,0.012427,,,unlabeled,,False,False
GRT,ethereum,1,0x823fd1a44a37a4be35c3b0c8b11463cc4f27396c,0.079446,Upbit [0x823fd1],7.56,other_labeled,no_kw_match,False,True
GRT,ethereum,2,0xfcb40a54be132a26c87f6bb7d2f74354ce13d96d,0.055025,Token Millionaire [0xfcb40a],5.18,other_labeled,no_kw_match,False,True
GRT,ethereum,3,0x5b0a3c6d28b9b11770b0b838f3ff48062805b4e1,0.023855,Token Millionaire [0x5b0a3c],2.24,other_labeled,no_kw_match,False,True
GRT,ethereum,4,0x3a5cc8689d1b0cef2c317bc5c0ad6ce88b27d597,0.01567,Luno: Wallet [0x3a5cc8],1.41,other_labeled,no_kw_match,False,True
GRT,ethereum,5,0x5eb529e12eb1de6b3c467d54b2861d3b56f63911,0.01561,Coinbase Prime: Custody Wallet [0x5eb529],1.51,exchange,exchange_kw,False,True
GRT,ethereum,6,0x76ec5a0d3632b2133d9f1980903305b62678fbd3,0.012854,BTCTurk [0x76ec5a],1.26,other_labeled,no_kw_match,False,True
GRT,ethereum,7,0xeb8ee0503e0301720eb7616e0897f8ecdf751fc3,0.011763,Bithumb: Wallet [0xeb8ee0],1.19,other_labeled,no_kw_match,False,True
GRT,ethereum,8,0x7dafba1d69f6c01ae7567ffd7b046ca03b706f83,0.010099,Kraken [0x7dafba],0.95,exchange,exchange_kw,False,True
GRT,ethereum,9,0x5a52e96bacdabb82fd05763e25335261b270efcb,0.009839,,,unlabeled,,False,False
GRT,ethereum,10,0x8e1aff4fe98129edbe423aca6a3af51b4de2af09,0.009544,The Graph: Multisig [0x8e1aff],0.9,insider,insider_kw,True,True
HNT,solana,1,5LZkATrLwHYCQj2YuVbjjgsDZzBk6YfL4pFQRJmtboT2,0.124346,Bybit: Hot Wallet [5LZkATrL],2.25,other_labeled,no_kw_match,False,True
HNT,solana,2,4UiT93tyCivCHetditvH15wqWxYrHcoPWzQiKDQYF7Uo,0.087579,Helium: HNT Distributor [4UiT93ty],1.37,protocol_contract,protocol_kw,False,True
HNT,solana,3,2AdZQmGikAMWahuJRb27PGABQyF6iyQ8aUUYyDDwRRG6,0.064568,Helium [2AdZQmGi],1.03,other_labeled,no_kw_match,False,True
HNT,solana,4,22Wnk8PwyWZV7BfkZGJEKT9jGGdtvu7xY6EXeRh7zkBa,0.051172,Crypto.com [22Wnk8Pw],0.95,other_labeled,no_kw_match,False,True
HNT,solana,5,73zsmmqCXjvHHhNSib26Y8p3jYiH3UUuyKv71RJDnctW,0.038608,Helium: HNT Distributor [73zsmmqC],0.67,protocol_contract,protocol_kw,False,True
HNT,solana,6,53unSgGWqEWANcPYRF35B2Bgf8BkszUtcccKiXwGGLyr,0.038192,Binance US: Hot Wallet [53unSgGW],0.61,exchange,exchange_kw,False,True
HNT,solana,7,EFE3j1pcSP1paUzA86zW7989ZjsFP2J7ginyUqo4ewqR,0.032727,Kraken [EFE3j1pc],0.56,exchange,exchange_kw,False,True
HNT,solana,8,7SmkxiXnGVrenvHKUDgosMUxSaN35GH3ziocaxA7hkd2,0.027527,,,unlabeled,,False,False
HNT,solana,9,8iQY3mJNW1Zq9d5BQXtH9HYPNJCvaHEek7Mtk1tTXmhc,0.020468,[8iQY3mJN],0.59,other_labeled,no_kw_match,False,True
HNT,solana,10,AjsyrYpgaH275DBSnvNWdGK33hVycSFuXN87FKnX6fVY,0.016842,,,unlabeled,,False,False
HONEY,solana,1,FZ9diFCJoPHaXKM7ik34YYAYHsEJ6oBvy9H74dVzqyjk,0.03705,[FZ9diFCJ],3.69,other_labeled,no_kw_match,False,True
HONEY,solana,2,A6zNJCrSEZprWMMmRgdAiNY1jDmJnW1QfFnXWs6dUU3y,0.034628,[A6zNJCrS],3.45,other_labeled,no_kw_match,False,True
HONEY,solana,3,8MgKUjhQ1e38owDu8BR6783Z73r1TQk1YtmB6UbCiwfS,0.030434,Hivemapper [8MgKUjhQ],3.03,other_labeled,no_kw_match,False,True
HONEY,solana,4,EAmeyPtAyFPLccyaEwoyAcYaLLjdhEeDoriDSSTjdT6i,0.023408,Hivemapper [EAmeyPtA],2.33,other_labeled,no_kw_match,False,True
HONEY,solana,5,D99E2pr78DSVmBcjuDWETY8Nfm9X9ro3Grgc67mzfutA,0.022164,[D99E2pr7],2.21,other_labeled,no_kw_match,False,True
HONEY,solana,6,HyW7x3gFHWLFA67a2DZVGeCcLNzuNTSG3yUyq2bSsuvA,0.022132,Hivemapper: Deposit [HyW7x3gF],2.21,other_labeled,no_kw_match,False,True
HONEY,solana,7,Fe3XYFYaXEo2LEy4ff1fdvp5TT5pJN5nbusNoSwBcmor,0.019912,High Balance [Fe3XYFYa],1.98,other_labeled,no_kw_match,False,True
HONEY,solana,8,FsAA2JoVBLin4CbGk16eCjQM4Etixz9cbT1smJvfC6NQ,0.019335,Coinbase: Deposit [FsAA2JoV],1.93,exchange,exchange_kw,False,True
HONEY,solana,9,3A6s38hSeXDrapWiAR7pRxyaJSiCbGLeKmEZSA9Tix4F,0.019302,Coinbase: Deposit [3A6s38hS],1.92,exchange,exchange_kw,False,True
HONEY,solana,10,5YMPkRAQN6S6sVw3hLwPGqg8w9ZDiVDwFdYNFK2QYJzp,0.018733,Coinbase: Deposit [5YMPkRAQ],1.87,exchange,exchange_kw,False,True
IO,solana,1,28SqbTKJmqpRzqHmCqWHP6rHXMnLs5SVwWiTqzUZFWTm,0.076467,Token Millionaire [28SqbTKJ],5.65,other_labeled,no_kw_match,False,True
IO,solana,2,6erNn9LP9EQfJMgSBRKX3rt5tJYXraHMmgwbbSCWuWdj,0.046112,[6erNn9LP],3.4,other_labeled,no_kw_match,False,True
IO,solana,3,Gm9t9T9mb9QjdGvY9huq99oTaTqubpyHgvDbAE7feNZv,0.03984,Token Millionaire [Gm9t9T9m],2.94,other_labeled,no_kw_match,False,True
IO,solana,4,Fo7DTEWgW8PYLcTuSAvz3Hf9f1qQW4ngJXm4J2EKJSRK,0.037717,Token Millionaire [Fo7DTEWg],2.78,other_labeled,no_kw_match,False,True
IO,solana,5,7oemYfuh96vjwui49wXo3XUp4kw67jTCrKoLgzsYkCuz,0.03383,Token Millionaire [7oemYfuh],2.5,other_labeled,no_kw_match,False,True
IO,solana,6,BB6toFFMQTvSYw5AZvVhWQGrs7oGnxhzjVQCie2rDsVt,0.023516,Token Millionaire [BB6toFFM],1.74,other_labeled,no_kw_match,False,True
IO,solana,7,6FHTSZaYTL2sLsjeLfMsbeek5BqZBm6nTUaqGtceB5Qw,0.021382,Token Millionaire [6FHTSZaY],1.58,other_labeled,no_kw_match,False,True
IO,solana,8,8Mm46CsqxiyAputDUp2cXHg41HE3BfynTeMBDwzrMZQH,0.02058,Bithumb: Hot Wallet [8Mm46Csq],1.66,other_labeled,no_kw_match,False,True
IO,solana,9,DZ2hv4ZEBBmoXJ5o3v1f5bPYtifK1kEDYLeNbUTMaZkg,0.019842,[DZ2hv4ZE],1.46,other_labeled,no_kw_match,False,True
IO,solana,10,8nxaFYPgshDx9sYhQYK1BmCtczXJsMbrojEiY9eCBQnz,0.018342,Token Millionaire [8nxaFYPg],1.35,other_labeled,no_kw_match,False,True
IOTX,ethereum,1,0x4761571eeec2fee2fb9f8d5c08ef7c7606a9f659,0.015319,High Balance [0x476157],1.53,other_labeled,no_kw_match,False,True
IOTX,ethereum,2,0x58bc01f516c8d6986bc0fd67944f2718c2a94348,0.015015,IOTX Investment Recipient [0x58bc01],1.49,insider,insider_kw,True,True
IOTX,ethereum,3,0xcbe6523edbfa82f376ee842794128dbf9141510a,0.014377,High Balance [0xcbe652],1.43,other_labeled,no_kw_match,False,True
IOTX,ethereum,4,0xc579eabd327a28ee646bf937ac15a9321d14bb87,0.013786,Coinbase Prime: Custody Wallet [0xc579ea],1.23,exchange,exchange_kw,False,True
IOTX,ethereum,5,0x450e91d6c8c356c9b47894e623b4226edbc81ebd,0.012019,Coinbase Prime: Custody Wallet [0x450e91],1.27,exchange,exchange_kw,False,True
IOTX,ethereum,6,0xc59b962be5118a2680cda9d730e5a23a257f4ea0,0.010228,High Balance [0xc59b96],1.02,other_labeled,no_kw_match,False,True
IOTX,ethereum,7,0x460829c2e8d0b79fbe75f9be3e2a4da39637963e,0.010059,High Balance [0x460829],0.95,other_labeled,no_kw_match,False,True
IOTX,ethereum,8,0x2444919721b0b1abef3a21adeb504179ee67888f,0.005022,High Balance [0x244491],0.5,other_labeled,no_kw_match,False,True
IOTX,ethereum,9,0x77fb357f55bef5a70d30663955f8c9f35794df0e,0.00288,eToro: Wallet [0x77fb35],0.29,other_labeled,no_kw_match,False,True
IOTX,ethereum,10,0xfe7bcb3676aabe9a6b39cb23f3a5fa41eed7ad1b,0.002092,machinefi.eth [0xfe7bcb],0.21,other_labeled,no_kw_match,False,True
JTO,solana,1,5SybwTvGno6SBApbGinXyLqhnPzs47aaBG4PShyPT8ey,0.071671,,,reuse_noninsider,new12_provenance_reuse,False,True
JTO,solana,2,ESnLXehGeReTRw3WxxEZwB4u2C9gAe8dMbob8Q4gm9Yg,0.048632,,,reuse_noninsider,new12_provenance_reuse,False,True
JTO,solana,3,7r5xFtcJZpc8vtzBCc1S9ooR2xadHt1jcT8HiH23a1x1,0.043886,,,reuse_noninsider,new12_provenance_reuse,False,True
JTO,solana,4,MbzL6v1mDkF8QW6r9TJKV6eaiYSf6MNtpVei2ciFQHN,0.028058,,,reuse_noninsider,new12_provenance_reuse,False,True
JTO,solana,5,FQnVcnwEXREJ3D4j7LzNGzCiMUVVqxkGEqZ2KffRY8ud,0.020393,,,reuse_noninsider,new12_provenance_reuse,False,True
JTO,solana,6,3dguv2qss6GjmUEnJsddxkR9q5Zoem1sjoSk1jpXFPsz,0.020393,,,reuse_noninsider,new12_provenance_reuse,False,True
JTO,solana,7,jjCAwuuNpJCNMLAanpwgJZ6cdXzLPXe2GfD6TaDQBXt,0.020177,,,reuse_noninsider,new12_provenance_reuse,False,True
JTO,solana,8,3mv8hXktfpgCgK2W2jwRKdwDkw2UaYVJcVDozWmgv1uA,0.018982,,,reuse_noninsider,new12_provenance_reuse,False,True
JTO,solana,9,8sjM83a4u2M8YZYshLGKzYxh1VHFfbgtaytwaoEg4bUJ,0.01874,,,reuse_noninsider,new12_provenance_reuse,False,True
JTO,solana,10,9xSi6onCqhLuXTgodd5wB7EXv2WwuYPZyZwDyruGKL6v,0.015295,,,reuse_noninsider,new12_provenance_reuse,False,True
JUP,solana,1,27b4PRN7K37rpTywq65t29rjuNfQkYpxZUjkbtHc5VvZ,0.194503,Upbit [27b4PRN7],1.1,other_labeled,no_kw_match,False,True
JUP,solana,2,43DbAvKxhXh1oSxkJSqGosNw3HpBnmsWiak6tB5wpecN,0.074692,Backpack Exchange: Wallet [43DbAvKx],0.7,exchange,exchange_kw,False,True
JUP,solana,3,Gem2VAypSg7Ai7vjDKPTtqFahpoQWkfgVkyzx3rPoTka,0.043436,Bybit: Hot Wallet [Gem2VAyp],0.24,other_labeled,no_kw_match,False,True
JUP,solana,4,7s1da8DduuBFqGra5bJBjpnvL5E9mGzCuMk1Qkh4or2Z,0.037774,Jupiter: USDC-jupSOL Supply Vault [7s1da8Dd],0.24,other_labeled,no_kw_match,False,True
JUP,solana,5,6QqVvibpcQpju2QCqR7pdD4dzFKdAEDrCFAFCscFmCy6,0.026475,[6QqVvibp],0.19,other_labeled,no_kw_match,False,True
JUP,solana,6,2h56LbCJDC9PAjYJWSVmXP4VBhrwzaD9nMUqiz9TTgBD,0.021834,,,unlabeled,,False,False
JUP,solana,7,7TWnq4WeYcwQWBCwKeEX2Q9xqVtthPGkB7adNvueuVuh,0.019331,,,unlabeled,,False,False
JUP,solana,8,C68a6RCGLiPskbPYtAcsCjhG8tfTWYcoB4JjCrXFdqyo,0.017299,,,unlabeled,,False,False
JUP,solana,9,8wM44Ryv9DFCSfkgUnPEPgnsc53arT4cnmXL6LnnC4UW,0.014681,,,unlabeled,,False,False
JUP,solana,10,ASTyfSima4LLAdDgoFGkgqoKowG1LZFDr9fAQrg7iaJZ,0.014272,,,unlabeled,,False,False
KMNO,solana,1,Ec6MuWtpvFcVyMsp7vipKCg1CMkKrWHZpWPdnJF16G57,0.059741,,,reuse_noninsider,new12_provenance_reuse,False,True
KMNO,solana,2,8civ8uAA4RMY8Ho6DmJzgatAqutsRDL4hkmmCXtxZ8ew,0.056899,,,reuse_noninsider,new12_provenance_reuse,False,True
KMNO,solana,3,G2VtFJ9P5P7qjz5bcfwVQw6DGJ2sYBUTXf7npQy5PZ2R,0.048234,,,reuse_noninsider,new12_provenance_reuse,False,True
KMNO,solana,4,4x3uU27N1cfmBx8JerY13ZzdNxgmgQdiZUSFZQHbhe1B,0.040234,KMNO Investment Recipient (strategic investor),,insider,new12_provenance_reuse,True,True
KMNO,solana,5,4uD7K6KCFfAWoeJVeDKk2V5fuRd8X4Y926cAqeoAhD8N,0.036915,,,reuse_noninsider,new12_provenance_reuse,False,True
KMNO,solana,6,6EyjmmTYdAEyoLN1eTynuGvQPRq8mR4HKrW9uBqWqi7N,0.033528,KMNO Investment Recipient (strategic investor),,insider,new12_provenance_reuse,True,True
KMNO,solana,7,Ad29ikw7DwEEbFTW6LEDVNC3cxGrNdsY4r276FAeT1Dt,0.025674,,,reuse_noninsider,new12_provenance_reuse,False,True
KMNO,solana,8,AGzZas78FXZkH8FrUW3x54h639fbfT1PhBA6SLbY5tTi,0.025146,,,reuse_noninsider,new12_provenance_reuse,False,True
KMNO,solana,9,6AapP9rsXMsNTJEMbKUatmzLeYwkZSJWd84c6PLBJNvK,0.02414,Kamino: KMNO Investment Recipient (strategic investor),,insider,new12_provenance_reuse,True,True
KMNO,solana,10,Ej1xvF8ycSA7ufZhCRAi5EPk2DjPgyuByDS6RgpG5i7c,0.022368,,,reuse_noninsider,new12_provenance_reuse,False,True
LDO,ethereum,1,0x611f7bf868a6212f871e89f7e44684045ddfb09d,0.015385,OKX: Deposit [0x611f7b],1.46,exchange,exchange_kw,False,True
LDO,ethereum,2,0x39df74d611dca188f2f182a27c79f34a5ad4821e,0.01417,Wintermute [0x39df74],1.35,other_labeled,no_kw_match,False,True
LDO,ethereum,3,0xed3d9bac1b26610a6f8c42f4fd2c741a16647056,0.010521,Lido DAO: Multisig [0xed3d9b],1.0,insider,insider_kw,True,True
LDO,ethereum,4,0x88a1493366d48225fc3cefbdae9ebb23e323ade3,0.009469,Bybit [0x88a149],0.9,other_labeled,no_kw_match,False,True
LDO,ethereum,5,0x008756e24b06267b9d2488e5bf50091fc26c8e8d,0.008417,KR1 [0x008756],0.8,other_labeled,no_kw_match,False,True
LDO,ethereum,6,0x109b9744397acf987a1abb5bb4eef7362ab9ff66,0.007524,Lido [0x109b97],0.72,other_labeled,no_kw_match,False,True
LDO,ethereum,7,0x54b68cc7132666eba5aa1d26dad735226e8faa7d,0.007524,Token Millionaire [0x54b68c],0.72,other_labeled,no_kw_match,False,True
LDO,ethereum,8,0xffa8db7b38579e6a2d14f9b347a9ace4d044cd54,0.006371,Bitget: Deposit [0xffa8db],0.6,other_labeled,no_kw_match,False,True
LDO,ethereum,9,0xdb1aabe42f48f4b6b40cded8eeefaea3ebab2766,0.006351,,,unlabeled,,False,False
LDO,ethereum,10,0xc012e9eaebc44ba0236c50d97a94f633a14c15ca,0.006137,Lido [0xc012e9],0.58,other_labeled,no_kw_match,False,True
LPT,arbitrum,1,0xf82c1ff415f1fcf582554fdba790e27019c8e8c4,0.01791,Livepeer: LPT Staking Pool [0xf82c1f],2.04,protocol_contract,protocol_kw,False,True
LPT,arbitrum,2,0x148d5b6b4df9530c7c76a810bd1cdf69ec4c2085,0.003552,Livepeer: Proxy L2 Migrator [0x148d5b],0.34,protocol_contract,protocol_kw,False,True
LPT,arbitrum,3,0x4fd47e5102dfbf95541f64ed6fe13d4ed26d2546,0.00197,Uniswap: V3 LPT-WETH (0.3%) Liquidity Pool  [0x4fd47e],0.18,other_labeled,no_kw_match,False,True
LPT,arbitrum,4,0x96daa0b8a5499ea9323421ed0cda06b345caab73,0.001523,DEX/CEX Trading Bot [0x96daa0],0.01,other_labeled,no_kw_match,False,True
LPT,arbitrum,5,0x730363304acce48bd7aeb348462e074b0a7f3268,0.001413,Token Millionaire [0x730363],0.13,other_labeled,no_kw_match,False,True
LPT,arbitrum,6,0x99c675e33d41c10f0fa1ebdd9c1b30b85c7711e2,0.001094,[0x99c675],0.1,other_labeled,no_kw_match,False,True
LPT,arbitrum,7,0x2d93af57d375cba66058f5593e786ebf2866d6c4,0.00104,SafeProxy [0x2d93af],0.03,other_labeled,no_kw_match,False,True
LPT,arbitrum,8,0x176f3dab24a159341c0509bb36b833e7fdd0a132,0.000982,Justin Sun [0x176f3d],0.09,other_labeled,no_kw_match,False,True
LPT,arbitrum,9,0x2be5a5ce6555162d67c16b35ece3160c6f509e0a,0.00074,Multisig [0x2be5a5],0.03,insider,insider_kw,True,True
LPT,arbitrum,10,0x077031fd82feaba89ae214599c59fe265e6570c2,0.000574,michellekwu.eth* [0x077031],0.04,other_labeled,no_kw_match,False,True
META,solana,1,7SwCJg3Ti1F8fsYDvppWo3EfcgCtSerFCRfbLiV3BEuv,0.049953,LIGHT Custody Vaults [7SwCJg3T],4.92,other_labeled,no_kw_match,False,True
META,solana,2,7qRUKe5B663FVyMij1LAtpH51JvyzWwavTRqwMAD2G24,0.041355,[7qRUKe5B],4.9,other_labeled,no_kw_match,False,True
META,solana,3,3fKDKt85rxfwT3A1BHjcxZ27yKb1vYutxoZek7H2rEVE,0.026862,MetaDAO [3fKDKt85],2.34,other_labeled,no_kw_match,False,True
META,solana,4,4j19AEcDwhtAZrnoDc4epNPmEL1jPpVUMeg7RmQ72Qkb,0.025569,michae1.sol [4j19AEcD],2.42,other_labeled,no_kw_match,False,True
META,solana,5,2Vqx84hJ2bZozNmwXSUYUnc8YLm3keLvTEwSEdL5CmV1,0.023478,MetaDAO (META) Custody Vaults [2Vqx84hJ],2.31,other_labeled,no_kw_match,False,True
META,solana,6,DxDZQaDPiw3ofVsqmrjTSbQuh9gXiPNqkBg5B1seFWnF,0.01359,Investment Recipient [DxDZQaDP],1.34,insider,insider_kw,True,True
META,solana,7,CSBbKo8RkPrP4qdsYusRxRL8tidCB3kKDHjZJUNvMMLp,0.013014,Variant [CSBbKo8R],1.28,other_labeled,no_kw_match,False,True
META,solana,8,qodhTms2ojNCZTjxbE4DNypzzanTHD5tMLGmSkgqRZb,0.012603,strategichash.sol [qodhTms2],1.24,other_labeled,no_kw_match,False,True
META,solana,9,GyL9JZ4PFFGd1LiX7tCWvjTAothh4XMPenbyu2ouZqbv,0.011881,Custody Vaults [GyL9JZ4P],1.17,other_labeled,no_kw_match,False,True
META,solana,10,G6zmzdRXYWqqvnLfPqhxd13opH3q3P232tPs9DwDTdff,0.011877,,,unlabeled,,False,False
MKR,ethereum,1,0xf65475e74c1ed6d004d5240b06e3088724dfda5d,0.113117,,,unlabeled,,False,False
MKR,ethereum,2,0x2cba76638bf0c7d965fc8f2253a91ead40cb83c8,0.073019,,,unlabeled,,False,False
MKR,ethereum,3,0x959bfcaee050515296fc3d8aafafeaabf5c44f1d,0.043546,,,unlabeled,,False,False
MKR,ethereum,4,0x28a55c4b4f9615fde3cdaddf6cc01fcf2e38a6b0,0.041179,,,unlabeled,,False,False
MKR,ethereum,5,0x93e9ba7a00856c3c1efa9b927d40b275602839ed,0.034308,,,unlabeled,,False,False
MKR,ethereum,6,0x7d6149ad9a573a6e2ca6ebf7d4897c1b766841b4,0.024152,,,unlabeled,,False,False
MKR,ethereum,7,0xc4269cc7acdedc3794b221aa4d9205f564e27f0d,0.023993,,,unlabeled,,False,False
MKR,ethereum,8,0x04b688725ed55f60ffc0f63b14ebe9a826a98598,0.0208,,,unlabeled,,False,False
MKR,ethereum,9,0xc4de1a0f88b5e10bdef769830699c4f6191b4933,0.020701,,,unlabeled,,False,False
MKR,ethereum,10,0x4b3f1048c55faa0c0873e249e541139360501f2a,0.016726,,,unlabeled,,False,False
MOR,arbitrum,1,0xc0ed68f163d44b6e9985f0041fdf6f67c6bcff3f,0.057163,ERC1967Proxy [0xc0ed68],15.55,other_labeled,no_kw_match,False,True
MOR,arbitrum,2,0xe5cf22ee4988d54141b77050967e1052bd9c7f7a,0.045099,Uniswap: V3 MOR-WETH (0.3%) Liquidity Pool  [0xe5cf22],8.88,other_labeled,no_kw_match,False,True
MOR,arbitrum,3,0xbd5d3a6d2ced315dbded2a434164a268b122694a,0.03643,,,unlabeled,,False,False
MOR,arbitrum,4,0xb1972e86b3380fd69dcb395f98d39fbf1a5f305a,0.032941,Multisig [0xb1972e],9.9,insider,insider_kw,True,True
MOR,arbitrum,5,0xb19b3b7b23fa14f6a5fcfd1b9a03a4105e242169,0.028007,SafeProxy [0xb19b3b],7.82,other_labeled,no_kw_match,False,True
MOR,arbitrum,6,0xadd08936c6439a8a3f4eb4c1cad35a7cf234df0b,0.012007,,,unlabeled,,False,False
MOR,arbitrum,7,0x1206b182d26da31c01c7110c2672ea479f8b7daf,0.011201,,,unlabeled,,False,False
MOR,arbitrum,8,0x51d25291a5fe3281c65e46f1c2cb1738f3db12da,0.011062,High Balance [0x51d252],2.46,other_labeled,no_kw_match,False,True
MOR,arbitrum,9,0x858da48232ea6731f22573dc711c0cc415c334c5,0.009506,Big Brain Holdings [0x858da4],2.66,other_labeled,no_kw_match,False,True
MOR,arbitrum,10,0xc794ba3d6462be04d250976c4bbf9b4ac7b60710,0.007805,Big Brain Holdings [0xc794ba],2.18,other_labeled,no_kw_match,False,True
MPL_SYRUP,ethereum,1,0xca31c9ef59a6ab45343f60968148c0ed07c39c59,0.069535,SYRUP Custody Vaults [0xca31c9],6.22,other_labeled,no_kw_match,False,True
MPL_SYRUP,ethereum,2,0x517ce9b6d1fcffd29805c3e19b295247fcd94aef,0.051254,FalconX: Deposit [0x517ce9],4.58,other_labeled,no_kw_match,False,True
MPL_SYRUP,ethereum,3,0x58be00490d6a5d298d61f24226d2397983ee39a1,0.043707,Maple Finance: SYRUP Token Vault [0x58be00],3.91,other_labeled,no_kw_match,False,True
MPL_SYRUP,ethereum,4,0xfd4587cc7eed80ff09c483d3d85704859f20311b,0.043207,SYRUP Foundation [0xfd4587],3.86,insider,insider_kw,True,True
MPL_SYRUP,ethereum,5,0x92915365e5fefbb85eee632dbc2e22da6037d706,0.028276,SYRUP Investment Recipient [0x929153],2.53,insider,insider_kw,True,True
MPL_SYRUP,ethereum,6,0x13a682e0def0ff00b901b13458f3b2d9eb96f4b1,0.021904,Coinbase Prime: Custody Wallet [0x13a682],1.3,exchange,exchange_kw,False,True
MPL_SYRUP,ethereum,7,0x310f087d117330cabe5b82e873ec5950071ebb03,0.021518,Framework Ventures [0x310f08],1.92,other_labeled,no_kw_match,False,True
MPL_SYRUP,ethereum,8,0x2711a1ef82587ee46b0a42f76eac3b70161daf30,0.019402,Coinbase Prime: Custody Wallet [0x2711a1],1.73,exchange,exchange_kw,False,True
MPL_SYRUP,ethereum,9,0x7700a1a2025dfa4520c811a492e976ae8f147772,0.018064,Castle Island Ventures [0x7700a1],1.61,other_labeled,no_kw_match,False,True
MPL_SYRUP,ethereum,10,0x89860fbeab8d59858c57c920f39f5d7ba48d0722,0.01667,Upbit: Main Wallet [0x89860f],1.68,other_labeled,no_kw_match,False,True
OP,optimism,1,0x641f7b308fc59e0fadaa859ce37d08ae4c35ec6e,0.02561,,,unlabeled,,False,False
OP,optimism,2,0x611f7bf868a6212f871e89f7e44684045ddfb09d,0.014139,OKX: Deposit [0x611f7b],1.33,exchange,exchange_kw,False,True
OP,optimism,3,0xae56aaa3f1d511225d740eda7eb70907626556be,0.010418,Coinbase: Deposit [0xae56aa],0.99,exchange,exchange_kw,False,True
OP,optimism,4,0x7336abff06bbaf79b4093df1e16c1aa87fb27efd,0.009371,ETH Millionaire [0x7336ab],0.47,other_labeled,no_kw_match,False,True
OP,optimism,5,0xe94ffce5c34b14a434363002b5ef9843d664887b,0.007546,Coinbase: Deposit [0xe94ffc],0.71,exchange,exchange_kw,False,True
OP,optimism,6,0xb7206fa64287f6dc5070de25bbf9b85bf40df1ed,0.006638,Token Millionaire [0xb7206f],0.54,other_labeled,no_kw_match,False,True
OP,optimism,7,0xb18fe4b95b7d633c83689b5ed3ac4ad0a857a2a7,0.005199,Bithumb: Wallet [0xb18fe4],0.46,other_labeled,no_kw_match,False,True
OP,optimism,8,0x85782468bd25d2a7d92581b3448cd11617d72b52,0.004919,Coinbase Prime: Deposit [0x857824],0.45,exchange,exchange_kw,False,True
OP,optimism,9,0x0a5952a41da1b16d61532a9e019b79855f5afce2,0.004918,Coinbase: Deposit [0x0a5952],0.47,exchange,exchange_kw,False,True
OP,optimism,10,0xb76a33b0fe54400a96d22839fafedc27eb45d429,0.004918,Coinbase: Deposit [0xb76a33],0.47,exchange,exchange_kw,False,True
