frame_token,chain,rank,address,share,nansen_label,nansen_ownership_pct,classification,class_source,insider,matched_in_nansen
CRV,ethereum,4,0x3a5cc8689d1b0cef2c317bc5c0ad6ce88b27d597,0.015228,Luno: Wallet [0x3a5cc8],1.35,other_labeled,no_kw_match,False,True
CRV,ethereum,5,0xd2dd7b597fd2435b6db61ddf48544fd931e6869f,0.012581,Kraken [0xd2dd7b],1.22,exchange,exchange_kw,False,True
CRV,ethereum,6,0x7dafba1d69f6c01ae7567ffd7b046ca03b706f83,0.012269,Kraken [0x7dafba],1.07,exchange,exchange_kw,False,True
CRV,ethereum,7,0x77fb357f55bef5a70d30663955f8c9f35794df0e,0.011112,eToro: Wallet [0x77fb35],0.98,other_labeled,no_kw_match,False,True
CRV,ethereum,8,0x8fa129f87b8a11ee1ca35abd46674f8b66984d4a,0.01007,Bybit: Hot Wallet [0x8fa129],1.28,other_labeled,no_kw_match,False,True
CRV,ethereum,9,0x5dc61282cdcf58a27f7a5c9612aea3d2330964be,0.009865,Passive Holder [0x5dc612],0.87,other_labeled,no_kw_match,False,True
CRV,ethereum,10,0x88a1493366d48225fc3cefbdae9ebb23e323ade3,0.007092,Bybit [0x88a149],0.63,other_labeled,no_kw_match,False,True
DIMO,polygon,1,0xccfa7c808f5b77822e4935a7230f46681c99f4bc,0.024067,Multisig [0xccfa7c],2.16,insider,insider_kw,True,True
DIMO,polygon,2,0x354698f0e93c6830196e81250074733d8a792ff2,0.022508,,,unlabeled,,False,False
DIMO,polygon,3,0x3ace81a93ff91f7ce42da8d1c18d2de6b470070c,0.015849,[0x3ace81],1.42,other_labeled,no_kw_match,False,True
DIMO,polygon,4,0x62b98e019e0d3e4a1ad8c786202e09017bd995e1,0.015743,Gnosis Safe Proxy [0x62b98e],1.42,other_labeled,no_kw_match,False,True
DIMO,polygon,5,0x0daf060795df02c59fb15f20b41e1bf24d6b31d8,0.014761,[0x0daf06],1.33,other_labeled,no_kw_match,False,True
DIMO,polygon,6,0x7b3d491d7ad5d14166369b8fe53c51cb16d0a296,0.014749,[0x7b3d49],1.33,other_labeled,no_kw_match,False,True
DIMO,polygon,7,0xc20d25fb4cafd5b7d3cd99ec4df6349f6aa61b58,0.013727,[0xc20d25],1.23,other_labeled,no_kw_match,False,True
DIMO,polygon,8,0xced3c922200559128930180d3f0bffd4d9f4f123,0.013685,Gnosis Safe Proxy [0xced3c9],2.79,other_labeled,no_kw_match,False,True
DIMO,polygon,9,0x597a1df671a3b32801e7687ef469541a91562ca4,0.013197,[0x597a1d],1.19,other_labeled,no_kw_match,False,True
DIMO,polygon,10,0xe2c966cd017f03ac7f735cd19ad684e332d0c5a0,0.013197,[0xe2c966],1.19,other_labeled,no_kw_match,False,True
DRIFT,solana,1,FH9iLV5Z8EUEDMnW6CzUPkpDhWJCsHqJ5N4W23njNsUo,0.140889,Upbit: Internal Wallet [FH9iLV5Z],12.99,other_labeled,no_kw_match,False,True
DRIFT,solana,2,Gu6nuuGLPora979uTwwVCyKhiMRnGfzKAPwqcrBfaiJq,0.054908,,,unlabeled,,False,False
DRIFT,solana,3,7LCwgH3TtA7v9jvPoU3zHhRUCgd2XNCdAwQSjBPDzFQ6,0.040047,Drift [7LCwgH3T],3.69,other_labeled,no_kw_match,False,True
DRIFT,solana,4,EPpctwZpP7LE61Xkpbb9ixfxMFD8fFAxewe7dTk6dg1M,0.026699,Coinbase: Deposit [EPpctwZp],2.58,exchange,exchange_kw,False,True
DRIFT,solana,5,DemTRm4sQbLxMywg9XST9TMYRmXfwNH6CCfiU4xb47kR,0.02237,[DemTRm4s],2.23,other_labeled,no_kw_match,False,True
DRIFT,solana,6,3VYKR2SWa8PmDBkwHWTrwznEsqSajhRyDDeNyY8rb2mK,0.015076,DRIFT Investment Recipient [3VYKR2SW],1.5,insider,insider_kw,True,True
DRIFT,solana,7,HPjkU5hUR1diprB6Uihqxtr5hkRaJXFEetGjkVyEmoUR,0.01449,Drift Foundation [HPjkU5hU],1.66,insider,insider_kw,True,True
DRIFT,solana,8,87HMEidQ35cidTRwgRaJ9DWMvopMfemP48PEmo2hAgjy,0.011699,DRIFT Custody Vaults [87HMEidQ],1.16,other_labeled,no_kw_match,False,True
DRIFT,solana,9,5LZkATrLwHYCQj2YuVbjjgsDZzBk6YfL4pFQRJmtboT2,0.011044,Bybit: Hot Wallet [5LZkATrL],3.55,other_labeled,no_kw_match,False,True
DRIFT,solana,10,8Mm46CsqxiyAputDUp2cXHg41HE3BfynTeMBDwzrMZQH,0.008869,Bithumb: Hot Wallet [8Mm46Csq],1.11,other_labeled,no_kw_match,False,True
ENA,ethereum,1,0x1dc55d87c4143cc1829989d7ff8d580549ac0901,0.082339,,,reuse_noninsider,new12_provenance_reuse,False,True
ENA,ethereum,2,0x2146aa5807d96e6b2922a149cee870f17347f1d0,0.081545,,,reuse_noninsider,new12_provenance_reuse,False,True
ENA,ethereum,3,0xa5274a5a4b4bb3b3646475886b41bf6c50edd666,0.061114,Ethena (protocol-team EOA),,insider,new12_provenance_reuse,True,True
ENA,ethereum,4,0x7462f0d93260909870487f17a27c336349579557,0.059165,Ethena Labs (protocol-team EOA),,insider,new12_provenance_reuse,True,True
ENA,ethereum,5,0xb2af973905f05bc82bf97486b6ab883598d98298,0.056096,Ethena Labs (protocol-team EOA),,insider,new12_provenance_reuse,True,True
ENA,ethereum,6,0x631ee55b8ecd7afb53ec30211a082691a4cbe3ae,0.045792,,,reuse_noninsider,new12_provenance_reuse,False,True
ENA,ethereum,7,0x0c36fda877d41671b14fb4e7655798965237c7d0,0.022117,,,reuse_noninsider,new12_provenance_reuse,False,True
ENA,ethereum,8,0x877b3d5c681c8890d19dbf450306caa3c3d4bba6,0.021121,Ethena Labs: REZ Investment Recipient (strategic investor),,insider,new12_provenance_reuse,True,True
ENA,ethereum,9,0x5a52e96bacdabb82fd05763e25335261b270efcb,0.02072,,,reuse_noninsider,new12_provenance_reuse,False,True
ENA,ethereum,10,0xa55457e0d0652ba47fe1f97873a62b4f9dcae4d1,0.012536,ENA Investment Recipient (strategic investor),,insider,new12_provenance_reuse,True,True
ENS,ethereum,1,0x2cd5bb500066b913d320fc9ac52a72422915c422,0.035151,Nick Johnson [0x2cd5bb],3.29,other_labeled,no_kw_match,False,True
ENS,ethereum,2,0x498697892fd0e5e3a16bd40d7bf2644f33cbbbd4,0.025324,Bithumb: Hot Wallet [0x498697],2.28,other_labeled,no_kw_match,False,True
ENS,ethereum,3,0xa0b49ee43b256ee817d0e466fb88a3a25bf76277,0.007904,Token Millionaire [0xa0b49e],0.74,other_labeled,no_kw_match,False,True
ENS,ethereum,4,0x073f564419b625a45d8aea3bb0de4d5647113ad7,0.007455,OKX: Deposit [0x073f56],0.7,exchange,exchange_kw,False,True
ENS,ethereum,5,0x6a496c6076a1f3ca554b6f4eef81e4885a433cfe,0.004384,Token Millionaire [0x6a496c],0.41,other_labeled,no_kw_match,False,True
ENS,ethereum,6,0x187c9fbf5bd0f266883c03f320260c407c7b4100,0.003638,Bybit [0x187c9f],0.29,other_labeled,no_kw_match,False,True
ENS,ethereum,7,0x801960b082d48f822395b03df7b1908899ab03aa,0.003254,Token Millionaire [0x801960],0.3,other_labeled,no_kw_match,False,True
ENS,ethereum,8,0x9c80d042db8cdd2586f00fa8ed47c387dfd05026,0.002662,,,unlabeled,,False,False
ENS,ethereum,9,0x4e5cb586c2ee0d0f42891b705061d2ea42b236dc,0.002374,Gnosis Safe Proxy [0x4e5cb5],0.21,other_labeled,no_kw_match,False,True
ENS,ethereum,10,0x76ec5a0d3632b2133d9f1980903305b62678fbd3,0.002166,BTCTurk [0x76ec5a],0.21,other_labeled,no_kw_match,False,True
ETHFI,ethereum,1,0x95bf94e06d5be1000c23cd99968eff414aa4995e,0.111539,ETHFI Investment Recipient [0x95bf94],10.17,insider,insider_kw,True,True
ETHFI,ethereum,2,0xf10873355b209b401262cadc753d654e2b7e41ac,0.044924,ETHFI Investment Recipient [0xf10873],5.46,insider,insider_kw,True,True
ETHFI,ethereum,3,0xf619ab1f33cdc8a0123e093de92ea4d7399de39f,0.039408,Token Millionaire [0xf619ab],3.59,other_labeled,no_kw_match,False,True
ETHFI,ethereum,4,0x6630ff17cf5357c5f9c3d2a21ac98d2ff1070739,0.031868,ETHFI Investment Recipient [0x6630ff],2.91,insider,insider_kw,True,True
ETHFI,ethereum,5,0x7a93190d436436bbb79fa2c0d24ca93afb59b3fb,0.030352,Token Millionaire [0x7a9319],2.77,other_labeled,no_kw_match,False,True
ETHFI,ethereum,6,0x43684d03d81d3a4c70da68febdd61029d426f042,0.019326,Binance: Wallet [0x43684d],1.76,exchange,exchange_kw,False,True
ETHFI,ethereum,7,0x7d4bbe471369a066186c18baf33622796a08d5cd,0.017446,ether.fi: DAO Treasury [0x7d4bbe],1.59,insider,insider_kw,True,True
ETHFI,ethereum,8,0x5a52e96bacdabb82fd05763e25335261b270efcb,0.016819,Binance [0x5a52e9],0.63,exchange,exchange_kw,False,True
ETHFI,ethereum,9,0x56bbb2d4b4d95450f3eae3b9b6de6a3f45d98d70,0.014975,,,unlabeled,,False,False
ETHFI,ethereum,10,0x1331669cdfd56a5a865fdb38d825451fde8f13bf,0.01405,Token Millionaire [0x133166],1.28,other_labeled,no_kw_match,False,True
FXS,ethereum,1,0xccfc07b3f23bf293e7363495fa2f9509bf72ecf1,0.035772,,,reuse_noninsider,new12_provenance_reuse,False,True
FXS,ethereum,2,0x1aabda2551c0b062f61ed57f103e0385ec051065,0.023558,,,reuse_noninsider,new12_provenance_reuse,False,True
FXS,ethereum,3,0xe0dd07b181ca77ed9063821b4d2d28a85f722f5f,0.02017,,,reuse_noninsider,new12_provenance_reuse,False,True
FXS,ethereum,4,0x12d7df4910d3dc0867cc7720e3bec6260b4b1100,0.018368,,,reuse_noninsider,new12_provenance_reuse,False,True
FXS,ethereum,5,0x6fcfee4f14eafa723d90ad4b282757c5fe3d92ee,0.013113,Frax (protocol-team/treasury operational EOA),,insider,new12_provenance_reuse,True,True
FXS,ethereum,6,0x628d3e52e46432ed7ff55efe0eaf67c9ac16aac0,0.011963,Dragonfly Capital: Fund (VC/early-investor),,insider,new12_provenance_reuse,True,True
FXS,ethereum,7,0xd53e50c63b0d549f142a2dcfc454501aaa5b7f3f,0.00971,Frax Finance (protocol-team/treasury operational EOA),,insider,new12_provenance_reuse,True,True
FXS,ethereum,8,0xd8b42cebc82607226f68a5373d99f54b397f886a,0.007958,,,reuse_noninsider,new12_provenance_reuse,False,True
FXS,ethereum,9,0x602d9abd5671d24026e2ca473903ff2a9a957407,0.006061,,,reuse_noninsider,new12_provenance_reuse,False,True
FXS,ethereum,10,0xd51e42ca4db0fad80bcc4cc216f98c9b44e98cb7,0.004917,,,reuse_noninsider,new12_provenance_reuse,False,True
GEOD,polygon,1,0x3a6906e4239f9860c81035c54198df58d892653b,0.061633,Token Vault [0x3a6906],5.05,other_labeled,no_kw_match,False,True
GEOD,polygon,2,0x47c8ebecfa390a59b0e127c9178e936a4ada907d,0.040741,Token Millionaire [0x47c8eb],4.0,other_labeled,no_kw_match,False,True
GEOD,polygon,3,0xcdd8dcfc406d0487d09b8332cf1bafa2a21a9f47,0.037515,Token Millionaire [0xcdd8dc],3.68,other_labeled,no_kw_match,False,True
GEOD,polygon,4,0x3783f34cad40f4bcb5eaff3594458da1f5ea041f,0.02037,Token Millionaire [0x3783f3],2.0,other_labeled,no_kw_match,False,True
GEOD,polygon,5,0xcecccb3ee2c208fb58a5a02499e97d4bf041ff6f,0.02037,Multisig [0xcecccb],2.0,insider,insider_kw,True,True
GEOD,polygon,6,0xcdfd8ec577217df0a577cc64a64eca71bb28d954,0.017315,Multisig [0xcdfd8e],1.7,insider,insider_kw,True,True
GEOD,polygon,7,0x3ad45fb5c28da8e8a1e75a767a271296254e7522,0.012731,ParaFi Capital [0x3ad45f],1.25,other_labeled,no_kw_match,False,True
GEOD,polygon,8,0x0d0707963952f2fba59dd06f2b425ace40b492fe,0.008838,Gate: Wallet [0x0d0707],0.42,exchange,exchange_kw,False,True
GEOD,polygon,9,0xe92e65049b3c2ca12806e9567b08895118c5a03f,0.008786,GSR:  [0xe92e65],0.51,other_labeled,no_kw_match,False,True
GEOD,polygon,10,0x682ba846eed9934cc89ed89a350ea98781256b6f,0.008164,GEOD Staking Pool [0x682ba8],0.58,protocol_contract,protocol_kw,False,True
GMX,arbitrum,1,0x02984c3bb35f0e61cfc690f221a5ebcc5389f86b,0.066999,GMX_LockboxAdapter [0x02984c],6.44,other_labeled,no_kw_match,False,True
GMX,arbitrum,2,0x0755d33e45ed2b874c9ebf5b279023c8bd1e5e93,0.027321,GMX Staking Pool [0x0755d3],2.36,protocol_contract,protocol_kw,False,True
GMX,arbitrum,3,0x80a9ae39310abf666a87c743d6ebbd0e8c42158e,0.026696,Uniswap: GMX-ETH Liquidity Pool [0x80a9ae],2.53,other_labeled,no_kw_match,False,True
GMX,arbitrum,4,0xc6378ddf536410c14666dc59bc92b5ebc0f2f79e,0.014223,SafeProxy [0xc6378d],1.35,other_labeled,no_kw_match,False,True
GMX,arbitrum,5,0xafee421482faea92292ed3ffe29371742542ad72,0.013763,OKX [0xafee42],1.35,exchange,exchange_kw,False,True
GMX,arbitrum,6,0x68863dde14303bced249ca8ec6af85d4694dea6a,0.013673,GMX: GMX Timelock [0x68863d],1.3,protocol_contract,protocol_kw,False,True
GMX,arbitrum,7,0x4d4dc37c4c0003ac32e8c4c751a5f7244c9339c2,0.012359,SafeProxy [0x4d4dc3],1.17,other_labeled,no_kw_match,False,True
GMX,arbitrum,8,0x199070ddfd1cfb69173aa2f7e20906f26b363004,0.009468,GMX: Gmx Vester [0x199070],0.82,insider,insider_kw,True,True
GMX,arbitrum,9,0x25681ab599b4e2ceea31f8b498052c53fc2d74db,0.006851,Binance: Wallet [0x25681a],0.45,exchange,exchange_kw,False,True
GMX,arbitrum,10,0xbd48149673724f9caee647bb4e9d9ddaf896efeb,0.00645,GMX Market [0xbd4814],0.36,other_labeled,no_kw_match,False,True
GNO,ethereum,1,0x445cc6c3d51eb0a63395a613a0960c7922bca0d6,0.007059,,,reuse_noninsider,new12_provenance_reuse,False,True
