rank,address,balance,reserved,lock,display
1,16ZL8yLyXv3V3L3z9ofR1ovFLziyXaN1DPq4yffMAZ9czzBD,94103159.0488001,0.0,0.0,
2,13Z7KjGnzdAdMre9cqRwTZHR6F2p36gqBsaNmQwwosiPz8JT,40257144.4871441,0.0,0.0,
3,13UVJyLnbVp9RBZYFwFGyDvVd1y27Tt8tkntv6Q7JVPhFsTB,23187996.44937116,78.79577,0.0,modlpy/trsry
4,13vg3Mrxm3GL9eXxLsGgLYRueiwFCiMbkdHBL4ZN5aob5D4N,17006466.7206921,0.0,0.0,
5,12ouvKSvKnXAdXFR5oCL1vXimWrkDWG3joMNw3ETupTRs1ab,16230000.01,0.0,0.0,
6,19KT274PAdSchBjDmnxh6vEMdy4QFU9Bo6jgMZhen3esYGG,15884288.177948797,12935084.43673829,12935084.43673829,
7,112RLyVZhjjHMSdKsBA9jz6VLuZAxMh8CTLcXYiddWz5Xui,15217246.905187527,15217240.0,0.0,
8,12YfMjjeRPVHpytGSgdHH5iWnybxxuBdLuhjSuuYmrPjFT2H,14000257.841224903,14000250.0,14000250.0,
9,14iNNrvU5DCLZ67mBMjnXFHU1wW24XQBERnMa2ZvokTs5WYW,13175036.581786565,13158808.218466057,13158808.218466057,
10,165iwLPuPxtR4hkunhEBWvVMarh6gjbBeoBwPm3V13EZT4aC,12125925.701585738,0.0,0.0,
11,15DQVbbkBZoDZ8GFTw5qoSaFcGvtT22M7g9CaiihH15DiCzL,12111187.49277758,0.0,0.0,
12,1yEvPjUDp5V9YmBfjRiRotK7UPzq6EHmeRLfE8xxyJW8bzj,11850015.300767919,0.0,0.0,
13,15tkQXN8hj28sucMHYcGfMvyxWJqHtcVEDvj5jrNJ1TWSJyX,11695055.09942997,9550450.049605545,9550450.049605545,
14,1GVe7pAK2Pc4TVGuPBYbEU82VmaiQhKjFTzECpX7GGXgzBB,10720000.011192,10719878.132,10719878.0,
15,12GQAfJAvMAMjxdweFfWP6UPE2dQ1UiodCh2RFgtpVQ59VmJ,10048486.855775066,0.0,0.0,
16,13Th6PcjJ468fy2cQeVDDdHE6ycJ3sFQ5S9wHiQRDkCKR6Tz,10000097.841379473,10000046.155541563,10000026.114541562,
17,13KJ3t8w1CKMkXCmZ6s3VwdWo4h747kXE88ZNh6rCBTvojmM,10000073.496988691,10000020.041152349,10000000.00015235,
18,13e9cUkCHDWuimeE5hYZRmZfDg3sgscsnAJTpN8buzPxVkd4,10000035.947757117,10000020.117361667,10000000.076361666,
19,13E7LXW3NGYAJGKugiEitKZ4XjR4MXBs4ZhE1bkwBAaAoBCn,10000023.277113795,10000020.041028673,10000000.000028672,
20,14UpRGUeAfsSZHFN63t4ojJrLNupPApUiLgovXtm7ZiAHUDA,9699779.156452421,8649985.11138,8679840.0,
21,14AoK8VSrHFxZijXhZGSUipHzZbUgo2AkmEaviD9yxTb1ScX,9486480.61445159,8499985.11138,8501870.0,
22,11Q7ismkHUbbUexpQc4DgTvedfsh8jKMDV7jZZoQwv57NLS,9239792.911125079,8199934.925737045,8500000.0,
23,13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,9137250.093841473,9137000.825782955,9137000.660782956,
24,15j4dg5GzsL1bw2U2AWgeyAk6QTxq43V7ZPbXdAmbVLjvDCK,9137211.113640212,9136980.999362491,9137000.0,
25,15FZotswrG9r6KQvBPb5Y3ybs6CA5FLbFbyzhk4ABfgDup22,9137179.7462298,9136970.562363785,9137000.0,
26,16GMHo9HZv8CcJy4WLoMaU9qusgzx2wxKDLbXStEBvt5274B,9137153.709187722,9137000.69454772,9137000.562547721,
27,14gAowz3LaAqYkRjqUZkjZUxKFUzLtN2oZJSfr3ziHBRhwgc,9137153.533384265,9136900.688384265,9137000.0,
28,13Fv7btqKR2NQVZSaJAK1DhxKpxgjzE8twaWnwDk8B1u6voR,9137153.513926959,9136970.66720396,9137000.0,
29,14Ns6kKbCoka3MS4Hn6b7oRw9fFejG8RH5rq5j63cWUfpPDJ,9137153.455454022,9137000.525657032,9137000.393657032,
30,14NSRugu2B7XPwcyPTFsDsBodZb72NgrhMih6ith8dSSGmfc,9137153.27793518,9136900.165,9137000.0,
31,12WLDL2AXoH3MHr1xj8K4m9rCcRKSWKTUz8A4mX3ah5khJBn,9137153.010081,9136898.132,9137000.0,
32,166JJ1tU9JsjsjvKQ6shhvv54L46BDJq2G6HXmauzwu4AvJh,9137152.874781907,9136999.895625006,9137000.0,
33,13Xo4xYdMRQQoWD7TA9yCDHG1BXqQFvnjeGvU6LHhRhUsBhQ,9128765.137128938,8099985.11138,8745213.301114807,
34,13yk62yQYctYsRPXDFvC5WzBtanAsHDasenooLAxKvf5bNkK,9087244.010215571,9086924.86907657,9087000.0,
35,1tZzPmcq8Auisttygmg9g6tPMtrh9i3b22D3tKXvde7ibRB,8986515.152336702,8349980.16171,8395460.0,
36,14etN8LW2YB2WA7yBYDecyLFPpxMSaeV1nhxYbJi8uMJcfkD,8981498.684126178,7999985.11138,8000000.0,
37,12nr7GiDrYHzAYT9L8HdeXnMfWcBuYfAXpgfzf3upujeCciz,8848733.281567454,0.0,0.0,
38,12p8TxkyfmQBaSLooHA1NWRVjv7R8qgWfvKbVabEoH41L8jJ,8657518.208836269,0.0,0.0,
39,11yLs2qzU15AhxnH1d7Koqcf83AwutKkDaGbqsJJ6yDWQjc,8444272.04846889,0.0,0.0,
40,14n7KYKKjZohVapvNYnWdCVu7oCJMjyWHqehGcC11wE7dKWv,8375724.184342989,8375714.074,8375694.0,
41,12RYJb5gG4hfoWPK3owEYtmWoko8G6zwYpvDYTyXFVSfJr8Y,8201161.754477074,8201099.132,8201000.0,
42,12LdngMrL3xmSSj6bCpAqprZBWWkHBfYdv47RxWMPZtWzuwK,8043684.269420718,8010628.408291222,8010608.367291221,
43,13ZcoJFWSwMZng49UmghxNBBWnPEiUz8o5H7GWbfWtNBmyAz,7994928.482010189,0.0,0.0,
44,1dz7HBjHWYegSw8YhAzDBszQPv62n96xtR3B7sFhYTe9HY9,7796325.9904807545,0.0,0.0,
45,16UvKYsqojoivDsNXH3d5G48oXMfo1asxA4NtF2GxhoBjZHz,7763151.660818406,0.0,0.0,
46,12XQctYQRUmwtDiKAMEAGFanTQ8viDDLJJgRDhAMCMVTkbqF,7705462.129718402,0.0,0.0,
47,13z6tqM18GgaeVD6H9ciwfyQp5dogD58hWJThu5iXKtHfixb,7349208.931740818,7072760.0,7072760.0,
48,12ZMM3vPtEwqmNgzjLqELYYeCvoP1cpf3yn2qwD9J8K1Q4pn,7134178.353256958,7063335.907116957,7063334.169276957,
49,1gn68eNGNGqV3QjVcRRDVfw22xFn1eFyUizHCENVn256LXh,7133704.1324206535,0.0,0.0,
50,1xKjsPUd2MJSSucTbXL5BknBy1nnpGSH3zFCcUXiC7gFFyP,6915384.685938737,6915384.586864519,6915384.586864519,
51,11uxhjMSBpFKisDMg36WPVZrqELeGVteeq1eoQKhqHbXVta,6909061.101417917,6909061.002338699,6909061.002338699,
52,14n8ferDrb3uorc5esxHgt2gePPFDTSn4qvxBywVEosejVFL,6875270.691952186,0.0,0.0,
53,15qhQde3g7t8MyTqZ1pLtJzyw4zxM87myKkvjgKv5VYQWrPW,6709367.957445864,6709367.858371645,6709367.858371645,
54,15sNh1RdsPQtrZ2w8THjGRYBjx2eAj2uWjfHiWiVvUJ6mzf2,6523761.683905337,6446131.041,6446111.0,
55,1YrgDeWz4zkBLWtwzkXwBBrADugpdMmP7sWTs5nPZVHZMm7,6206474.971607268,6206474.873084154,6206454.832084154,
56,12WW2nRdq2Xbe6Rjz5A8d9Wcp7fwRg7GFNEU392L9Zy6YtLM,6139193.819460256,6088360.30170086,6088358.76459086,
57,156U1ffF2ZSR5sBpYNUxvXu3rprh4x4of3WdYuBcReD87qcc,6090371.171475706,6028347.158007199,6028345.620897199,
58,15kUrbUhWq3B1AUb9LygC8QEkjVo8Vy6YNP3JdPH2tZUC4QC,6063111.020313321,0.0,0.0,
59,12K2F1PeLUiVmt7GfBgiQvtGP4HbtUJ55cLvwbybE8W3nau5,6050116.481465991,5977978.217509674,5977976.680399674,
60,13iVNghf2zS3gnSc8KEZP7JMyQwxscu1XmAH7TZUXvMLeB26,5973511.146293016,0.0,5960000.0,
61,13HcMvaACjJBLPDWkiZYp3SCNyuTUERNc9EfRof6RKm95bjP,5902048.581849435,4656028.436185,4656028.235455,
62,13aUbVbnthMvYuSLUbfK6eTQWaDWLriRrP89ExD17Ep19BkK,5892598.869637418,5841969.398509418,5841967.861399418,
63,1hBczpJHSWrEejKT5hevU3h2oBKNBpY26zPo7jTpVanj3JV,5643866.514738692,0.0,0.0,
64,1M9kuZi6QkPYv1JWxUbLeGUEX2MqhsPD3z9s9TtfNirisZK,5440738.742241881,0.0,0.0,
65,13c1FsantxSuaNocA6pUsAxiinHSVp2m7hUVg1EJSwxf2L2j,5432205.592415084,5432104.314384083,5432104.182384084,
66,16PwWCQsBRTduCFzPt5y6wfHCGxFPFHAKwF97ZQCinGqHLYm,5431859.012031514,5431737.134031515,5431737.002031514,
67,15fUbpx8ooAWN1mZK6jN4cjeAS3a5remWPmctDu9KRBshhqA,5425487.010178048,5425385.132,5425385.0,
68,13NRQGknuzoDWWTu7dmAnN4Ehc4roFRMHoSDprKqkNNHdDnF,5272057.625686245,0.0,5272000.0,
69,13sWwbe5kdHSEdmboCdeeXnk532i7HN67evcN1pPKM5BnFTR,5053223.285819305,5002541.388933362,5002540.052553362,
70,13oSJ635GZos8UYrrcwXtp3XWC1G3XHrPvN6skMLdxzUr4sr,5050233.126291992,5009690.326530992,5009688.990150992,
71,14kf1LkBz6uKnf5eCytVE98gCsNvwLnFULgz2MRaw7mu7cJ7,5014878.33838159,0.0,0.0,
72,16htn59rxuhMH5VQLYTuE7wpnU91Y3McTLaM7mKPpSZZbxaS,5011834.35348258,0.00033,5000000.0,
73,14A785mJUZNjX14nnkoeU98hFRegH1TEm59gsMuda7qfmKFo,5011361.895128912,5000006.86003,5000006.86003,
74,16GGq3LSZPGXf6bNeK4B6rBjLfHm9AQge6fEveaZf7ecnzJd,5000021.051000001,5000020.041,5000000.0,
75,12Joi61Ep7yJgfuAtFeRR7za27LmGuTtkPWL66Cc2T79Pt6i,4999280.975978895,4998781.969616841,4998781.969616841,
76,12wJqyreWd7FNnhWWNRggVcqGw63mtB4vuyBCwas6YmzpCQf,4993502.874761999,4993501.864761998,4993501.864761998,
77,146NJqYe7w9ug2UDwtLEBQgGbbTBVpyMHyJPB9tJFXgHCJV3,4990317.8971008,0.00033,4900000.0,
78,13PwrD5KB2eHd8ebBWiv8sCF38pj7FN9Nda6chQ9j3y6HXJE,4988721.77878455,4988716.730062122,4988716.730062122,
79,15AbB3HA2wfF4ZkJQxr2MjyYHcs87fZWV2R2JopoDxv25STD,4860608.564008528,3961167.3011490386,3961147.2601490384,
80,1vTfju3zruADh7sbBznxWCpircNp9ErzJaPQZKyrUknApRu,4842042.446332048,4499985.11105,4567159.0,
81,12Z6FSvMFRjno881i1qpFndrtZtcVCLs5v4nR92McQNX31CT,4708654.322213669,4708654.223139452,4708654.223139452,
82,12dqWe1tovSDPunvXB3jG6o4dMqHhZiuDyktS6188BWc7ixs,4645028.459652039,4645004.493165919,0.0,
83,13i264UcaMtDkJaXE96aKkEFvULKCzfDAy3hkQC7g8Yjvwgq,4632360.460548694,4631640.125812738,4631640.125812738,
84,14ticRRPLVkeWSarb3U6Q5HX858QJ46GcCWWSrWwRowB9nra,4620345.852569382,4620345.753495164,4620345.753495164,
85,16honGZtr648D3Xg2edwknVLjRNVeSeZX99EwiE5mFuAsAuF,4575808.280418745,4575784.530094573,0.0,
86,1665ypcQXKmqXtjE9yuWsZqK5MQmBQokFjPGLq5SvoKAWBjQ,4470032.3512831945,4469959.902400523,4469959.902400523,
87,12z6xUYPAUW3WeDb7uH52DqEfejYQ2wMHEVe18XXdPsSFbER,4440081.726442413,4440057.344516774,4440057.344516774,
88,14852kUAanz2uiQizv2iwGC3SZGUUgJpmcLZrW6VhKRXMQKg,4421307.907019267,0.0,0.0,
89,14w9qCiwTACDzBfTXebmbfTSP8tiNA5CZhA1gdedY37E62cr,4364617.126137039,4364579.402554141,4364579.402554141,
90,14cmU7YxjDjMXkvKmyaNZ6cgXFioZt9Z6PENEg6PA5FY74DB,4361687.007022853,4297259.6512356475,0.0,
91,1odhHWsddwRnDQLpyKypBSNhqQbFi43RuHxVaCgeTVEcQv7,4359697.511043194,2481796.058378344,2481796.058378344,
92,162irz3JWpH3dNLo5vUdEz7RTzStkKJyjeYSmSTQE6yYGi1K,4359305.162368952,4359281.633883863,0.0,
93,1Bt1P3QbMnvSvrLUCzRtjSxZgBWgbT4T2TeM5QFWYzLWa4b,4358097.8797523985,4200299.238422885,0.0,
94,14MB5KHLdVvqAC5MrNHJj6sCUcNjMUJXZCqLbDYP4UHV34UB,4340295.49886825,4340271.801476462,0.0,
95,164Hrh9B45T7jbxHcEfJdXDQG5xGytoiEJ37rUCnhxCa4B3C,4317097.41541112,4317093.138754433,0.0,
96,15673ZmaxJRTiGam7Ut1FwoVnLURJ9a5sA9CWTbBUbpmkqtz,4137056.2593062078,0.0,0.0,
97,16iNp8A8EU6naBzvDmJR2i4hgP5EQnZHeGQ6omKeK9C4NTkp,4128539.53,0.0,4128500.0,
98,15MwrtvvV56EVHMHTqGDLaNhzm9MettUWyfR7kQBeEqPF7wR,4113840.01,0.0,0.0,
99,16exbdjFr5x9CfPXHztZA3HUzQGNiFggfZFLM1k33QZW8gK7,4054117.61,4054017.132,4054017.0,
100,12x2JzNyvQsRkKF6dG8FS5rtXMYatGT74ro6kW6AVdXdL8u9,4050800.01,4050700.132,4050700.0,
101,14s2osXEXWEhdcPeh4KARQ1NmXUu4RjcvpjGw1h59xG7nSAz,4018728.697610203,2529607.7600365584,2529587.719036558,
102,16fBTSpgXaC9KsCLhSHFymL73KDhapTqmhraNbpfpw3Qanqd,4000082.6938366783,4000000.0,0.0,
103,14Xs22PogFVE4nfPmsRFhmnqX3RqdrUANZRaVJU7Hik8DArR,3973017.327255119,0.0,3967123.0,
104,143ciMd54A8BsZ5bRzZPVJ3yvr4jJ1iFyARk6zaWCM2SEf48,3960040.62859847,0.0,0.0,
105,13cKp89Uh2yWgTG28JA1QEvPUMjEPKejqkjHKf9zqLiFKjH6,3846176.009393421,14.00796,0.0,sibling:2034
106,165VrAqwFqmghTcWCVaDBPaVgMcqhSpNhrNPak4NeVch2FtU,3837492.7802161365,3745528.1772264293,3745508.1362264296,
107,15zFju56Eb1frUBfB6KJg6NN7dst61mZAAjywZyrHZCuoqoh,3805430.0461110785,3805429.9470368605,3805429.9470368605,
108,12Xt2r83z7By9LkkEFQU83BCsaRcbMUDTBsrkn34S2ANFLVW,3719855.189363963,3683030.412971632,3683010.3719716324,
109,14NEHDwc5PPQfEjzLVDbVbi4djQLQZ9u7mMU3BPhTFJf4cD6,3682206.420111473,3682206.321037255,3682206.321037255,
110,16MbsDpnL3WtpPGkF4peSi4zxVNqtJSLvDdjbCHAcSh6tvAo,3673479.5726260124,2686979.016333747,2686979.016333747,
111,13Agjkd5embbwk3rZ1zrf66E2TbL11gNgWGaa6pTj7Ar41Nr,3603531.2641111757,3443487.791485358,3443487.791485358,
112,13sEhtx5hUwRtUjNxjLhpqJ7QAshnd5apRMKtXXRMSaZgrga,3499428.431478979,3030414.2810145603,3030394.2400145605,
113,11gqpAyU17G9EFW5n5MNngh824F3Y2as72V2rgc7Wq5JVRd,3437843.0218700115,20.041,0.0,
114,14KpWaVT6BoVoSNMTqAjVAcr4B6pad97ZQGuy5rH8ooJ1V59,3437258.504932324,3430476.468453398,3430456.427453398,
115,15KVfAvMFs8kad3gSM2ZyPv9fcJzarZWX4XFRKTLGaEzUKgr,3361979.602693745,0.0,0.0,
116,143VKnUS6QyPRngaciPoHLMDWRARZNRZg1X7ovk8nJWnyo51,3319443.23979453,2609924.9977053218,39008.5071240034,
117,1NyqRuFPcCXjYneddrmXxKQKSGGTdJSnCQxV3k6Yp2wu6nH,3234915.7461260417,0.0,0.0,
118,15SBQ3sdJZ7jEbpMABwr6hF7ZPjZuaPBAuN29tpPdCovjTDE,3184540.880454709,3184539.8028754317,3184539.8028754317,
119,12X17rreXsYsVBGYqTwiNmEWhNCtRN2njVst28eHVT7tfJ1F,3155803.682329887,3155801.572329887,3155801.572329887,
120,14qbvYjaQfqLDSkp6dY4HDyubgfy4pzJo7rn2caiJvLD3KLM,3149609.7188767446,3149606.6704528313,3149606.6704528313,
121,13cKp89Msu7M2PiaCuuGr1BzAsD5V3vaVbDMs3YtjMZHdGwR,3105604.750436678,0.0,0.0,sibling:2000
122,14PMwAsi83ng3tZQLxEHZRvd5PxyrngsVXx6QuTsw2irxjLi,3100045.135554624,3100021.041,3100001.0,
123,13fk4DpduiyA4eNneneAHekZvRLBHKAYxE1S5ZUeEK5t68XC,3074458.5237785447,3071244.8461698648,3071224.8051698646,
124,19iU6Qxw7LBrKyVcVu4wjd1o5B2ZWGvc28DX3cV1ejWmyhk,3068984.102850979,0.0,0.0,
125,12HeyrD9BneCcmKZyDFThKraeWXETXKGWJ74D9pXxEBx83pe,3059625.8034393387,1407628.8650745414,1407628.8650745414,
126,16AGX9MvKjnraLWeJPTFA5YGwRPbDTuigcq86eAmu99tYAyH,3055391.4862274537,723.7016678977,723.7016678977,
127,12TDMTPkNFvkKvRxJh3hD9eH3VrZqE14x96k9Nwo3RJWehjn,2968915.273672173,0.0,0.0,
128,12igtt6fUvXtKymg6Lvfruo4b2sQjh32G1d6F9CEEM3Tswg2,2958289.576243021,2958280.47146626,2958280.27073626,
129,12oC6EBvXTce697K9z4vCKCd69F9XSiYJ5ps7RknJejiyBru,2906043.9519429,1400000.0,1400000.0,
130,1ZqC4oA9Cf1UiZEdw4AnESFc2rMaNjzDMYxCePwPB4hTRRt,2847427.372389948,0.0,0.0,
131,14L17exLLetxx1Mg3Hk1THLRdxVnPQuuJKwJbeVbZGJrGWAD,2839479.3067661403,0.0,0.0,
132,13KjpoC6rn9NsKzweB5p68oBcsp77NvMSGdp6BZTMHjHTupB,2779152.3227138785,2778743.52013164,2778723.4791316404,
133,14gV6s4whdfezXgnT6tJ79nCKLy2GutDpnEVSMBR9TmDpw5m,2753212.500191454,2752913.66836737,2752913.66836737,
134,16W4TM66WzXEbrxHTqd7jrhuRPQCk5p3pApfYxsY4MCXGdgP,2672957.13815535,2637866.0,2637866.0,
135,13H4raKC2QinCo8v7yz5AzGVXSvtrt3AfQ4HjZbhUcbjWEm1,2647507.882647841,2647506.882647841,2647506.882647841,
136,12wugR6G3Qxtej6nzDastWnDnaS867qEbjksEUpyNo56Y4Nf,2647505.7531372607,2647504.7531372607,2647504.7531372607,
137,1uUWVJwxsKzqGNsvgQmoXXqrRudcfjgABMf8osUT9ERvdFS,2647505.564004984,2647504.564004984,2647504.564004984,
138,131AUdeYZz5kPcazyzzNvNkgB7BgVLVeij1HH3ckwRuc7q5H,2639236.0870490377,0.0,0.0,
139,14MwMnvX6LkSQke7vszkZEu3YhUamfPJaTFGmZ4vSSRo1oDi,2600250.0672372277,0.0,0.0,
140,13FEMA1MJBXpPQjuTaHAFns51EYjAeJUV46t4Xb1Btpny4Rv,2600008.6424070266,2599998.808413583,2599998.808413583,
141,16R9pLJxKXa4DT2nRzGuHzX89hByzxpXNUkKZNLW1NFfDcrm,2600001.8203622676,2600000.0,2600000.0,
142,165tzcxR1o2EUkpZVr17DxQsdJwtEkB6HAh69hQubmKGL93f,2574696.2081102934,0.0,0.0,
143,1243tzEb446NSpWzPcaeMGpJh2YZ4TwMb4B85yVCt4275fD8,2560294.057407223,2560042.0382781527,2560042.0382781527,
144,1idmp9DpQdmEShg4PeHCGDBT3KdEe6Jv1EdYB1NhJ5r9xKx,2558700.3405000176,0.0,0.0,
145,15krc9n21DNmYu79p7XeF6dtvphHxjt5W89Hp7Hqe2tvMYYb,2528276.1285112365,2528019.614361092,2528019.614361092,
146,1557maBaLnFDxmXTSFGTP6gvy5GrXrj2RL15uFu3E1Q8EZfJ,2397465.554789702,2397454.7199274204,2397454.7199274204,
147,13sCjCUdB8J73TbfYbtNFNT4DvM6Wykui2mS2rB6FkeLfk9v,2393009.24435158,0.0,0.0,
148,12pw22Qyy3o28BLshjce9yrSMs3fhSiLsAjqLPAzGktbXYV7,2374913.1932271617,2374581.315736945,2374561.2747369446,
149,136fZX6JHbywxoMXZiTY23eGGGkb3HrW7UHWZvZ5JGLzSGNF,2350994.2694636323,2350962.544796994,2350942.503796994,
150,15BWkPmv1fJkDZEFVZyNZa97ugTxcR61WRNSkTeA5M2xN1DP,2300027.0,0.0,763123.0593418496,
151,1EZ5ktHartMnbQTxFZjQoF184yKib6sLgk4nfGsuGRJLvrQ,2285949.0320402,0.0,0.0,
152,13HwPLqoJwJeCHxNaWF6PL7Hw2L6xEYxtyp3YLKe8FbqCQVq,2278245.586514086,2278220.894826281,2278200.8538262807,
153,14wJFjczRBztgEG5yLP8U8xanToLb9s3ruYmBQc8EjSeJyY1,2276011.856225472,0.0,0.0,
154,12nmCpPXDDub8VyRRUzLnvuPLAuvB1LaGVhqM922UPxeaYx9,2256691.316118693,2256666.783785742,2256646.7427857416,
155,14TcoSZsog42urx2Jh6zB4f1MH8BeNnLMo4rXsZcu85c3pkd,2248713.513290922,2248705.7332909224,2248705.7332909224,
156,16UPpLJ5xZae2RUWJ9GgpFg1tFYwDhRbpMLqARMS3FpfV8bp,2247603.9657618552,2247579.300359598,2247559.259359598,
157,166ivJDL5XnbpsyEWY4mgB5uFhnEvtNeMfxaHBbq8YaV2gLy,2209038.97,0.0,1475762.6529981105,
158,15HwwajDna9DGavCnP2kszgbtd15jM36wY5FxV1sCMUnULq8,2205514.621944064,0.0,0.0,
159,1xwtoxDaT8fMb6bKaeh3ZG4daqLnwdkRDsWTz8t8wr3Cndh,2202609.582454699,2178832.8353611236,2178812.794361124,
160,138gCeHtfU6zpmVB7SiCyyVd25CyLXmVMrbQDCN7uSB8Dq62,2188212.091985083,0.0,0.0,
161,1k5WZHRTbEw3XNRh2xZGLHJPihFhP3ahz5VWbTW8oJiLQMS,2091074.071524531,2091072.993945254,2091072.993945254,
162,15TsfDDbbmLHQUibHq6kuEqNyDXNvxCPr9RJKkp2j2TLryhD,2090091.703055055,1890090.5407644445,1890090.5407644445,
163,136GehDWrz4tqL7ivAT53VeS3PweRZDSHyrbnWLdWJpchW8M,2061770.6099596778,2000887.4142596778,2000867.2412596778,
164,1JkG8ewDUtLGQVVsWDAEA18BtdwvdCUuHLZumhZLtDEes8R,2020463.6761096537,0.0,0.0,
165,15So7UoSkSrQx6UsEXbg3pvyphT1WpwrgnNzcuFcJMGU6RnT,2012307.5492987186,2012302.4510268744,2012282.4100268744,
166,1419ASE7ohmDvm69BwC55n8ZDFARQY2Z7Q8XWvG9RchXkEBp,2000024.8836365405,2000021.041,2000001.0,
167,14AfZGdMXoch65o1BeGCnnskBV96nD5rTmAuSN4fff2KqzXp,2000024.1143830451,2000021.041,2000001.0,
168,15A4c1VijBk7mPrZN8oiaYiCmgbx2Dj1376bR4bFQxADTR9S,1977853.9573507123,0.0,0.0,
169,13XgFhsShrbZ82g4vp5CWbGTXtRMfWjFWAzzGCh3NTTP7P6R,1972602.2851925602,0.0,0.0,
170,15yXD7x2Cy8uVuTdtujRjAtjdi2FHZc6wUyFrjCNqYiBjPUQ,1962697.842249673,0.0,0.0,
171,13vMMGkUCBTmZvXYi3iPrGV4Pto9DgGrfRmNTmDQL4gFsGAf,1913263.7343066775,1913262.7243066775,1913262.7243066775,
172,12RHBBU5S2XCjBgQhrfrDEreV8xfsHAjvVZqd223DzMeEoz,1912357.635362382,0.0,0.0,
173,15RxCCzAW8RAwWEyNUZitGd8XA5YzgUHSM28MdGgkhnxZgTr,1871614.5868897792,1869997.0,0.0,
174,15Y4KTMsSbeUP45kMbfBY9VAZHnKsghsZFsFpr1YckuqZyCB,1864378.6673023487,0.0,0.0,
175,14a1jEpHj6oQFztBQmbRxcTpJQTwz4xJHoKYWmFZaN3bCjVS,1853777.62359502,0.0,0.0,
176,16QWvuDqk8uVoCdabCY9q8PaAekpBNxLaqUAgToAzdJGjzUC,1835234.516375391,0.0,0.0,
177,12xHzb3NT4e8MAWwJUGfhTD7R41Abyfa3NdYDGqqL3V64PLG,1818484.8019913863,0.0,0.0,
178,1WqcGu9P9mi9CrMYx2LYfftki6V6Rr8Zrk5kzGvmwGaQANd,1806809.5734527898,0.0,0.0,
179,12nvDCzXkBtG1dRomQ9xMKSu1JrToGNd7Jj1xpUtbTRa7f33,1803510.5802850635,1803059.882499516,1803059.882499516,
180,13Y7U7HHGjd5gcHUQHW55qPCpRuQox4ykCeriYq6aPhPTJHX,1750441.4883516596,1622023.832508775,1622023.832508775,
181,13cKp89TtYknbyYnqnF6dWN75q5ZosvFSuqzoEVkUAaNR47A,1748433.3867001568,0.80554,0.0,sibling:2030
182,15onF9epXzE3w572pPqp88JBq4oiwUbKYzZWJjvuRZLtVRzh,1703009.2761727385,1703000.1307680993,1702980.0897680994,
183,1DottyDrDoof8iaYSETSiTBYxJW5RAKp66QqMkPYubMqRiS,1700024.8838527964,1700020.0410027963,1700000.0000027963,
184,14Cuc2nobDZpTitnHPoQdXmRaUqkMfpvNaYm9iiCNWtPy2n1,1694779.9890106942,0.0,0.0,
185,12G1TaAHobt2qZ1zAPVmF122NrTMCDpC4nXuubddkQjTiScD,1693163.6345552332,1693145.6560052347,1693145.6560052347,
186,12t4n3uK5EcasY21xTHGhH9GkKkCjuAMxLyhF8Rm9WgZLNBA,1646974.7657905451,0.0,0.0,
187,13fnouKsAaWxBxCx9VarXBNyYo7vUCeTUbRmQBjytju8YqqB,1645308.6785635767,0.0,0.0,
188,16DuQNYsgfsAZcg1BARVEbuvKazmZJoDo3UWDWQ2Wmdmvw4S,1643150.357921619,1630378.9118576446,1630378.4113976446,
189,14V5WZrJohmP4kkbiL5dy5SCsAfwezLhrAx3AtzmwapkMcrA,1640638.447259232,1640636.612574656,1640636.612574656,
190,169b8hX4djnkukuvRAY7cs2ewsaHqsYdsxdoPoKmNZhUFXRA,1632923.6742680306,1052648.575589293,1052648.374859293,
191,14Tr4bz2q2btvESBZF88UWTjHxSADerpgHqxVUsBRcLxAmAr,1628844.4958619052,0.0,0.0,
192,15dNts8bktTXAos6UaNjFGyp83eZhQi5MBpRc6Rojzgfdrg5,1628844.4958619052,0.0,0.0,
193,16fzN77u7YkPG6hZveCTMaH9QRN8BixKbfxdZo35PNfrF9TH,1592898.7059483833,1592897.5429542265,1592897.5429542265,
194,15emZnrexdkqk9KrHc8b179pXowrm4d3MBGqLk91EThuDqUX,1584427.9334488227,0.0,0.0,
195,12onjRpNWHEHNL2gWoghmzbikcDUz9bS8o6DTgcKmr61koQf,1583861.7963478768,1580792.0,1580792.0,
196,16fM2nc4mxA65FLsCqxxpJthdh8f79KYC5V9QeC3YL6EEYG2,1582917.1682687919,1582912.2139096423,1582912.2139096423,
197,14mtBrBsDoTeT17S9SQYyMqiU7MqLdrvT5UEA3tCwGUf19pr,1485290.0820073213,1484835.2510030335,1484815.2100030335,
198,1kyH6C7sivf9Q6r1ahZqKDywH1jkSY7uvCkhB1zwLVYgtsg,1450001.759084218,1450001.0,1450001.0,
199,1RfySQN1m2zwieujyt8kdsmEiSVxtkA8mRmpVFtpSg1j2QX,1433064.6178834268,1432567.874915401,1432547.833915401,
200,16azb9zHJYnb4WqM8zJiMT2xNRsnBE5aLJj4Cd4kjT4cruXB,1405871.436030585,0.0,0.0,
201,12YqTiDANgi7AHQBNdWbwCLiYgVihsB9rR9pcqYNFhR3GowA,1380976.44290614,0.0,0.0,
