rank,address,balance,reserved,lock,display
909,1KUmCjj1y8BDTNrGQ3dc7FPPWTUbCKKfJLjwDLgshtccfKk,125785.1729092694,125290.132020883,125290.132020883,
910,15WT5ZB8TUHHZWE6zKZtepL19CBVSEMH5KgkoJA5yGiR8Mnv,125771.4997360405,0.0,0.0,
911,13Z84bc4ws7kkeLX7CejPp2iZ32UfcNEriLoJ3nFv6h618Td,125765.0332629127,122235.354846588,122235.354846588,
912,14E9TaC4TGxUf63wrDCxFNvcwdDAo2s9XMcQaChwHS4EXqyF,125641.6895924268,0.0,0.0,
913,13NCS8eBPTHcfasnpytNSbkopwycUyYrNLo8oEenkNWDvfyn,125200.904769974,125166.8616363009,125166.8616363009,
914,138qJ1x6fM8eEUiSWWdff54VtN8wmKF6K83afr5uA2WKWLr,124912.3321462013,9.2955496922,9.2955496922,
915,16HdxC7s2WorDFkEdb1W9fgMbHFSx6rYgXsR6Cr3MA72QdKm,124006.6558513734,124005.6308668639,124005.6308668639,
916,15AvZnfEzV3u8Vm5gxtwqkf1ksXZohn8u8ekjzDVViwgSYxP,123837.9944889305,121148.0,0.0,
917,146D2XwaDyoR421b14dc4c1nTGMTmzDzTDzVMxtvsYdDjKWS,123300.01,0.0,0.0,
918,12Pi28E5UJf3jexGZbXiWFBRNhHHf3uaePJy46cb15CSsbhM,122812.2738736677,121834.4321716926,121834.4321716926,
919,1fhiPrgoDsD35gremSajr6QMRTz8CxGLYkZywQr7hxg4bwp,122754.7973482028,121560.9503680496,121560.9503680496,
920,1zVevPyfC11LR7cbsciaNnZy4xHMAWfbSUuzLX4xuLFUWyD,122352.17966408,0.0,0.0,
921,149mJjdQjEBMHHbWDjbLJ7X4e95ps6L35DZVaBzn1raR1EVQ,121901.7647263958,111733.3653700347,111733.2993700347,
922,13YFzti7JBFVknJj1Z5viUUtMPT8s8cqZvK7axvDp3coVFej,121812.1501193746,121801.2883170461,121801.2883170461,
923,14BrdBwojwk7TRH1P5wanwLmrgdxRh8odv1emFP1GMqhtDUm,121771.2980936739,121759.3962574561,121759.3962574561,
924,12QU8dcexjomK9qVCQL8cZBnjs8719J9L2AvEUoJpGWWLdPz,121459.4134492002,121446.3276081882,121446.3276081882,
925,167M6Y7zybWAMXYAPxYHxxmgpswE3YeWuiTbnngDUr9btyeo,121090.0451442165,116731.458087091,116731.458087091,
926,13ejRibrEF1ZP5hFJXmeLEs9A3hhixw8buwCG13H7F5smEzY,121015.811540562,61466.3679410954,61466.3679410954,
927,12bEwpQJ552nnpeHiMjjkvNPKbPtqned2fDW4sTi7uhWnHs6,120989.968269019,0.0,0.0,
928,12W7jmzqi9BvKMShVtPb4DArX8ZpdD8vqBjNZucnWCFfBkhq,120740.1016669075,0.0,0.0,
929,12jGjjDJ2i2kh1Ku5AVFxvmbzd4snaiTC1xExDQvRPZXmSFp,120590.7434040098,0.0,0.0,
930,1R3R5e5JPEdFHQeDRtVovhbtwFvY6HEyzG7gBHrydeV118w,120157.5828193387,120020.074,120000.0,
931,16RaGJDp8Fmw1NWxfctMYMQdmATes5krEVx9RzbgsDGcxWXg,120157.5526942701,120020.074,120000.0,
932,16Pqqk4DGzmcbN1bFmaAkEzUz5VrACFLoL6empbAq23Hp69f,120157.5526942701,120020.074,120000.0,
933,16ma6VcMkHozpxyT7SCNLz56dNkDcogL4iY93yNshM7oabsd,120149.9628564772,120065.074,120045.0,
934,1375hdC5dzxxLfNCDq3K15Zxe3jUaZf5HFEXPdHWr87rAYn3,120101.947234718,120020.074,120000.0,
935,15aQTPDjwe6xb6s4X8KMi2RBxA2qycTibPDDmuxNhSV87Qu3,119548.4621398412,0.0,0.0,
936,16iJXEyQuT3omNmLRgfQ5hyMQC6kANcJAEQKay77ZwuJVxQa,119288.860731581,119287.7937267828,119287.7937267828,
937,16M1UtNqQ59tJgbQi29QfCxGytyAhpPyyqufYR6ZUbYDsZzX,118989.5953797853,20.041,0.0,
938,133gYRmnTkQp57gzsgUFhzwTDvoCrmzkYY7FPTCUNCpepR3X,118927.8963418187,0.0,0.0,
939,15qpbnKtmMMbDRwG2Weyy6rfsw33JvZD9ZLvE5eHK2VYxLTQ,118456.3812953628,0.0,0.0,
940,12rn4bP54ga7MuCfEDHShDD4gZJbP5Vo492tmnBJMH1jFAJu,117749.2871103323,110000.0,0.0,
941,13fmyGT9uqPkghYWcrT9WxuByjfLBYq5eLoveveStbfK8JuS,117687.7375590675,117678.7871607508,117678.7871607508,
942,13ddzKjQqDNHv6iimsmpBJ61zUJBhrrpQ8Q7ZQeDjd11L8R2,117543.1286921364,114703.3094874565,114683.2684874565,
943,1Waj18gNvmnsGdpTXh9WVT7rMEa2CCbCAd3AsrzmxAZLUxh,117503.028537954,0.0,0.0,
944,19rZhiMhYSwkZGwJi65iCV7XrTbZsZ6jH7cnrWPAi5HCTH8,116857.3324850738,96903.8568852439,96903.8568852439,
945,163jfQGy8khFEHpwQ545ywsVBU9WkMVfjSQgQHLdkjq2reRX,116758.2372156979,24897.459453,24897.459453,
946,12ATJtTeXCCYvtzwJNojvJErmTz2fXmaAqWuF3nfBA9yUicx,116086.4561390562,110000.7702631332,110000.7702631332,
947,16VJ6QetZCgacLwYhH5g83aqTzjDcGpcqWCoW67DCfxpenJ2,116078.5,0.0,0.0,
948,16NUUoU2A7M59EAwbyWB39Ao2rxNm8LEz8BrKr1ajpNf7hS1,115956.4930153687,115945.3870120799,115945.3870120799,
949,12GU59R7ZEsjiu8uAtipVpHHSaruMA86r3QbKmK7PGQdznt4,115904.4991695239,0.0,0.0,
950,13fKwtYQnFMfeVShEzgufeTBAh6CNDJFGva74viLjeMjNor,115750.7178391574,0.0,0.0,
951,1y1GG1WtSiygitoFYuxnrtt3jo3XTVQxhcG2u9vvu2uR3ND,115697.7455775266,100000.0,100000.0,
952,14bEKMdGLwGKNTz4BtT7venXZ4RcXdGfBSdEYrJLPNoHRvoK,115356.1315595968,103122.6073757748,103122.2063457748,
953,14WRdYVoSd1BjSUTmXvtoynTZwR6p5zQ8w3i3CEZPb7CAuCN,115210.1472440628,115208.6472440628,115208.6472440628,
954,14oMANQpTv5MGiWprq6w4uB1Yrx5Y6vmbVP7CS8DpsApkXo4,115076.9818544719,105691.0487824634,105691.0487824634,
955,14rqyAAPPGzqvNdGnbMUA3PhYFeTgq8D31efKySvxoUV6HJ7,114759.1574675231,114757.0133432802,114757.0133432802,
956,13UVJyLnbVp9RBZYFwHYxaFy9QiLRT82khytwSnqb3yanRjB,114204.65,0.0,0.0,modlpy/trsrybt@
957,15zDD726haGYGAfJ8Mxj5LrKfsYSRsLN79YN7xjkMJ72XYzc,114165.2197527011,109066.8446682171,109066.8446682171,
958,15PFPYwGMXeMMCXf5KZZqPZLDak9LHZb3bWXHqnAFe2fSGtq,114074.3875808165,0.0,0.0,
959,13EbzGgzcbaL1pb696dQ6KhvyCdj9EdaH4fngFfMcopELJCb,113437.3428888273,113435.0642221651,113435.0642221651,
960,14WTJgMsyPL467hyByX1n5btuKbbSqcm7fwjMR9maDe4Hn6f,113325.9050952981,0.0,0.0,
961,162CZqdXEv2dBuToYQB89ZbaTcL2pQajzVNpM25nmzJ24KEd,113224.3189479925,98170.0,98170.0,
962,15A9FeVPfGbyT37xg74ETqxtaXQC1QB5AaYanJkQgyjcF2Dy,112572.7164178071,0.0,67589.9777570092,
963,15ccxu5NgeNCjDzAHr6iCanLWbAtQmqE3y54QFw3aLJ32JXM,112431.9591825232,0.0,0.0,
964,14Kkyqh2417vJ76DZvSX96Y43BoWCbK9zCkpcDEDutcRJ3AX,112213.7096263377,109639.1466067212,109639.1466067212,
965,1548QMYNsw5WDNrVajoSCjPvNDj6sGFQEZTe2KNAmYUTySLG,111099.8401145999,0.0,0.0,
966,15p3mjNzqEkCBjoDoLaZc7sMoPephVJkAtgd39mUNWb4Rp5K,111022.1535255562,111001.8220742487,0.0,
967,1298Cskoopd8HsGVFNWLVGrxzEnJmxYtrygAkAFFdEi4wcv5,111010.8221052064,110918.348995164,110918.348995164,
968,15FzDRgmMHBU8XFdsNqM552LMsip8iYhBwBq6ao9dpxtnEM1,110942.6474554304,110937.9744698147,110937.9744698147,
969,14fnfzdhZahv9xfcv42GDYVjHSr9cDzpfttomWLPDhJFnVgx,110927.0592389608,110922.3562596515,110922.3562596515,
970,14cbcSXoKgKMMLuXTewgvHDRw4oaBqQkPm6Q98s1U5QKQCPn,110802.7656152306,0.0,0.0,
971,15JPHwTGgUBy7CtnCNz8En3ZePzoeVXaatCmEdfBbm159LMZ,110731.5250881174,0.0,0.0,
972,14ZDaMTk6QSSuKpxAfZT92V8ySw1rhmb1gQgx8xSVx649p4S,110527.9204768878,0.0,0.0,
973,14DcYVrhrKCdenWu7voxRysxADaJ87zVi7xDmmCmB6DV2CYN,110379.9294084766,0.0,0.0,
974,16P62btoApcGYmzjACJ57DZTqTi1JbZd1c5S7ogVpuPxqSZz,110190.3359634615,0.0,0.0,
975,1G9bYWskiAnwgqJoAuyKJXnsNAtUdST9TdTVrweSW2kSaQg,110090.9938280623,0.0,0.0,
976,15QPyZKZukSt4Y9mRocKw3ZfWooUF3YRHA6pfbbxFFjRhPVw,110029.2357470241,110000.0000742827,110000.0000742827,
977,12Ci5ogB5viNGcfdfyD5YkwJqtPRL4Zj8dR3i1z2r2ZAP3wj,109835.72402566,0.0,0.0,
978,14hyogTZNqGwpNhUNSXgyVQSPETkktK9cnUFto98vdBbgR7Q,109621.1679431105,0.0,0.0,
979,1gUY55JWPQFAtdxLySSyDzYZaX1VdXy1d9SX7926sedJ6SB,109463.1390687549,0.0,0.0,
980,13xWsRAzrNkDwE9CowKGiiEfk8xVodB68GfXPnYr3MJTib8m,109371.6598291688,109369.6759062138,109369.6759062138,
981,1skdjscBXwsdefCYdFLnGCcr5GNDBPFYXMjt9Jpvc6KDUBx,109264.0905371573,109239.3237521746,109239.3237521746,
982,1BkrAfNNoqFpbn9EMKdNRsyAXxe7XzCyL6QGUPAGbBAHkVb,109249.7690655487,109223.8529662932,109223.8529662932,
983,12G1vGguMMRKeS5aFba792dqwnBHA99rhuCXShg6UBRwfbWN,108874.5613053056,108774.3955140963,108774.3955140963,
984,13QzQJw9vgZ5ZwbihTpb8ZxFE9xUMqUMPFYsdvWFvHsLaXKP,108711.2957570231,0.0,0.0,
985,13qZw4VHknrj2XV7ctkFBeYAYcDYqfpeP4yEnBnqXNvLYVLE,108438.2607903135,96920.273756515,96900.232756515,
986,13dbUtQVVVsBPRYuvvqxh1gDiX2FhUx5BTKx9W92f2LCYz6m,108240.9888328081,108231.0644328081,108231.0644328081,
987,13ET81smvB8pd7pL8w5Gu2pokcmK49R89AECjy18LqSsc8DT,108053.529258341,0.0,0.0,
988,14YZU6UASDFcTmg4CMZSUfyCGhVhmD4sJ7rQ4CjcnF2SowgP,107943.875777,0.0,0.0,
989,14yD4gwmVfHcba6pD8yZ4XWyQuVEN1u2yxneKTVBTkaprPNA,107703.87322137,0.0,0.0,
990,14StqEgbThMD2hXVBmc1kkSPEhPtQ7txcxkQsL2Ctfu1ueQf,107630.7002773678,0.0,83323.8680515914,
991,12jToSHExrLLcDht3T35hMZTsgHCMqUESKfEQpbAgfTykFZh,107509.5650856975,107505.0,107505.0,
992,1tKgZ1CBph9BfySXELsHBCQCSHyM2MbyTiS1eQEq2fvAxWU,107412.4083592849,106954.8607733353,106954.8607733353,
993,16DLBNpXVn6jk51ipP8ph1rv49n2KH9Kc4Zum4zovGA7Lv2s,107335.9732050001,0.0,0.0,
994,12t1N43Ws2C3C37t4qMQFpEtc9FyonAnidwZBQDJJHdTBqnB,107294.7921862224,107125.7448800593,107125.7448800593,
995,1L3K5nS1sSe1xvQ6pbYBTxhTmDivCRt7hLwyDHRzaKUZmfC,107117.8525114155,0.0,68306.2138141012,
996,16JsLeTi9G1265Ph3me8AdjHZBVKvrg2FXovkcesQcNWN1WE,106927.2986520462,0.0,0.0,
997,1q94y2wYQmqJgWyJWrM8hbT9Pt73KGNc5K4oZooaR2JWCQm,106632.4332250371,0.0,0.0,
998,1t598k3iDaup8RuhRUPGKpxdBfTRaV4S3pPjTyZ8jdWt75a,106586.7591219054,0.0,0.0,
999,1uoBs4RDgHrPVuLBPRy8TMeh1cFgo4zME328ZginvvfAtzW,106521.4960150056,106440.1353563476,106440.1353563476,
1000,141NC16TfXLRRnmCX5PuSiPhgoSadzEP99w5bpkEteZLQHNZ,106298.9476242619,106297.8571632737,106297.8571632737,
