address,balance
0x2a09b4a3c2d2c411e24fac409a4b51763acf1f62,58753.67684674
DwdrYTtTWHfnfJBiN2RH6EgPbquDQLjZTfTwpykPEq1g,58525.898713
0xfc217c7f377225e3a6c5e78094674fbaea77a7ec,57242.2337028856
0x4553883a285ffbb0315babd713083a0734c53558,53710.28438935
0x122f90062549ff778806a15fa3b2a66973b9ea1c,53188.94406244054
0xcd531ae9efcce479654c4926dec5f6209531ca7b,51511.772110522725
0xf1c268a2f3a040e2665ae5ed815bd71227fc92ec,51002.061698108424
MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,50762.62169782
0xd91efec7e42f80156d1d9f660a69847188950747,50184.50922512263
0x2ebbf4ea7ceed89b7f1ffe93c70105096da84f3a,50051.91844191604
0xb453d34edc19a6a97a528b14dc52705988dd11c8,50009.99999999999
0x4b89d938a6731c0f886e5333db09ba6b94bf6551,50000.00000000006
0x5458de972ce09f37fe91c3ab42b17f373b283634,50000.0
0x2f69a14a079fb03e92f6699fdcd8df8380b433de,49917.85964478246
2YxQCXt9spMwoQZiwFLwdjHtscVvXi4nmxCkQCD6Rvgg,48935.47108232
0xecc0e685d2cfd3540acdd9ae6d9aef2398159a01,47358.180373751915
0x677a6b89f6f9158fa27c404f14db728c15700595,47153.25355
0x6ac15d859b27b5c3744812bfc7d41bed67609d80,47057.134691
0x2b03e6d3520ddc6fcfaa0a490bd83babb45c9511,46319.58417276001
0x0bcc7af222cb7b848fc8f2b9c11978bc3cc6ac59,45976.70855122853
0x9ccec195163548b2c6712df500d5a01a4f2ee778,45827.36962027451
4QXXp184iMKjL1ZTLrGtjMFvR2n2YhpUS1WypmzGaYB3,45126.70784243
0x0a144ff3e1bb90ffdeebca38449c7195ed6abe38,43436.16469517452
0xdd78c5f0886ef4b32f4f53d44d0574ded031a6b6,42615.503095038024
0xb09daaff1539630a422c676e3456149cceddc09f,41987.44979165374
0x15fbaed545ea1de34ffef8254d8e5cc6f8be1329,41678.57298891581
