token,month,incentive_emission_tokens,insider_unlock_tokens,burned_tokens
AAVE,2025-01,13659.99,0,0.0
AAVE,2025-02,23703.21,0,0.0
AAVE,2025-03,11027.94,0,0.0
AAVE,2025-04,10889.21,0,0.0
AAVE,2025-05,46863.51,0,0.0
AAVE,2025-06,16915.4,0,0.0
AAVE,2025-07,18372.61,0,0.0
AAVE,2025-08,15998.4,0,0.0
AAVE,2025-09,28977.23,0,0.0
AAVE,2025-10,11915.5,0,0.0
AAVE,2025-11,8013.57,0,0.0
AAVE,2025-12,16291.6,0,0.0
AAVE,2026-01,9293.06,0,0.0
AAVE,2026-02,6716.87,0,0.0
AAVE,2026-03,6487.74,0,0.0
AAVE,2026-04,15607.9,0,0.0
AAVE,2026-05,6692.85,0,0.0
UNI,2020-10,9486416.17,8487518.71,0.0
UNI,2020-11,7074353.46,8213727.79,0.0
UNI,2020-12,83131.92,8487518.71,0.0
UNI,2021-01,37030.06,8487518.71,0.0
UNI,2021-02,7121.69,7666145.94,0.0
UNI,2021-03,4207.07,8487518.71,0.0
UNI,2021-04,4443.11,8213727.79,0.0
UNI,2021-05,1195.35,8487518.71,0.0
UNI,2021-06,8005.21,8213727.79,0.0
UNI,2021-07,337.95,8487518.71,0.0
UNI,2021-08,126.81,8487518.71,0.0
UNI,2021-09,945.25,8213727.79,0.0
UNI,2021-10,513.11,8487518.71,0.0
UNI,2021-11,333.76,8213727.79,0.0
UNI,2021-12,411.87,8487518.71,0.0
UNI,2022-01,18.69,8487518.71,0.0
UNI,2022-02,45.38,7666145.94,0.0
UNI,2022-03,3593.04,8487518.71,0.0
UNI,2022-04,76.18,8213727.79,0.0
UNI,2022-05,538.54,8487518.71,0.0
UNI,2022-06,251.55,8213727.79,0.0
UNI,2022-07,267.56,8487518.71,0.0
UNI,2022-08,20.82,8487518.71,0.0
UNI,2022-09,51.9,8213727.79,0.0
UNI,2022-10,9.97,8487518.71,0.0
UNI,2022-11,230.6,8213727.79,0.0
UNI,2022-12,21.64,8487518.71,0.0
UNI,2023-01,415.43,8487518.71,0.0
UNI,2023-02,21937.92,7666145.94,0.0
UNI,2023-03,0.34,8487518.71,0.0
UNI,2023-04,2.09,8213727.79,0.0
UNI,2023-05,0.0,8487518.71,0.0
UNI,2023-06,12.94,8213727.79,0.0
UNI,2023-07,12.83,8487518.71,0.0
UNI,2023-08,0.08,8487518.71,0.0
UNI,2023-09,344.22,8213727.79,0.0
UNI,2023-10,0.0,8487518.71,0.0
UNI,2023-11,41.51,8213727.79,0.0
UNI,2023-12,16.57,8487518.71,0.0
UNI,2024-01,2.75,8487518.71,0.0
UNI,2024-02,0.0,7939936.86,0.0
UNI,2024-03,0.0,8487518.71,0.0
UNI,2024-04,4030.65,8213727.79,0.0
UNI,2024-05,20817.91,8487518.71,0.0
UNI,2024-06,37271.63,8213727.79,0.0
UNI,2024-07,99258.73,8487518.71,0.0
UNI,2024-08,126106.78,8487518.71,0.0
UNI,2024-09,95326.48,3833072.97,0.0
UNI,2024-10,51961.23,0.0,0.0
UNI,2024-11,37154.15,0.0,0.0
UNI,2024-12,6251.7,0.0,0.0
UNI,2025-01,919.21,0.0,0.0
UNI,2025-02,2834.19,0.0,0.0
UNI,2025-03,3158.19,0.0,0.0
UNI,2025-04,996923.38,0.0,0.0
UNI,2025-05,1332347.53,0.0,0.0
UNI,2025-06,1048064.4,0.0,0.0
UNI,2025-07,602292.88,0.0,0.0
UNI,2025-08,274144.32,0.0,0.0
UNI,2025-09,224771.67,0.0,0.0
UNI,2025-10,170555.25,0.0,0.0
UNI,2025-11,74409.83,0.0,0.0
UNI,2025-12,47682.96,0.0,0.0
UNI,2026-01,44534.99,0.0,0.0
UNI,2026-02,40995.61,0.0,0.0
UNI,2026-03,10403.38,0.0,0.0
UNI,2026-04,2.62,0.0,0.0
UNI,2026-05,0.02,0.0,0.0
CRV,2020-09,0,20325760.78,0.0
CRV,2020-10,0,21003286.13,0.0
CRV,2020-11,0,20325760.78,0.0
CRV,2020-12,0,21003286.13,0.0
CRV,2021-01,0,21003286.13,0.0
CRV,2021-02,0,18970710.06,0.0
CRV,2021-03,0,21003286.13,0.0
CRV,2021-04,0,20325760.78,0.0
CRV,2021-05,0,21003286.13,0.0
CRV,2021-06,0,20325760.78,0.0
CRV,2021-07,0,21003286.13,0.0
CRV,2021-08,0,21003286.13,0.0
CRV,2021-09,0,20325760.78,0.0
CRV,2021-10,0,21003286.13,0.0
CRV,2021-11,0,20325760.78,0.0
CRV,2021-12,0,21003286.13,0.0
CRV,2022-01,0,21003286.13,0.0
CRV,2022-02,0,18970710.06,0.0
CRV,2022-03,0,21003286.13,0.0
CRV,2022-04,0,20325760.78,0.0
CRV,2022-05,0,21003286.13,0.0
CRV,2022-06,0,20325760.78,0.0
CRV,2022-07,0,21003286.13,0.0
CRV,2022-08,0,18682693.2,0.0
CRV,2022-09,0,16458105.89,0.0
CRV,2022-10,0,17006709.42,0.0
CRV,2022-11,0,16458105.89,0.0
CRV,2022-12,0,17006709.42,0.0
CRV,2023-01,0,17006709.42,0.0
CRV,2023-02,0,15360898.83,0.0
CRV,2023-03,0,17006709.42,0.0
CRV,2023-04,0,16458105.89,0.0
CRV,2023-05,0,17006709.42,0.0
CRV,2023-06,0,16458105.89,0.0
CRV,2023-07,0,17006709.42,0.0
CRV,2023-08,0,17006709.42,0.0
CRV,2023-09,0,16458105.89,0.0
CRV,2023-10,0,17006709.42,0.0
CRV,2023-11,0,16458105.89,0.0
CRV,2023-12,0,17006709.42,0.0
CRV,2024-01,0,17006709.42,0.0
CRV,2024-02,0,15909502.36,0.0
CRV,2024-03,0,17006709.42,0.0
CRV,2024-04,0,16458105.89,0.0
CRV,2024-05,0,17006709.42,0.0
CRV,2024-06,0,16458105.89,0.0
CRV,2024-07,0,17006709.42,0.0
CRV,2024-08,0,6583242.36,0.0
CRV,2024-09,0,0.0,0.0
CRV,2024-10,0,0.0,0.0
CRV,2024-11,0,0.0,0.0
CRV,2024-12,0,0.0,0.0
CRV,2025-01,0,0.0,0.0
CRV,2025-02,0,0.0,0.0
CRV,2025-03,0,0.0,0.0
CRV,2025-04,0,0.0,0.0
CRV,2025-05,0,0.0,0.0
CRV,2025-06,0,0.0,0.0
CRV,2025-07,0,0.0,0.0
CRV,2025-08,0,0.0,0.0
CRV,2025-09,0,0.0,0.0
CRV,2025-10,0,0.0,0.0
CRV,2025-11,0,0.0,0.0
CRV,2025-12,0,0.0,0.0
CRV,2026-01,0,0.0,0.0
CRV,2026-02,0,0.0,0.0
CRV,2026-03,0,0.0,0.0
CRV,2026-04,0,0.0,0.0
CRV,2026-05,0,0.0,0.0
CRV,2026-06,0,0.0,0.0
CRV,2026-07,0,0.0,0.0
CRV,2026-08,0,0.0,0.0
RPL,2017-10,0.0,0.0,0.0
RPL,2017-11,0.0,0.0,0.0
RPL,2017-12,0.0,0.0,0.0
RPL,2018-01,0.0,0.0,0.0
RPL,2018-02,0.0,0.0,0.0
RPL,2018-03,0.0,0.0,0.0
RPL,2018-04,0.0,0.0,0.0
RPL,2018-05,0.0,0.0,0.0
RPL,2018-06,0.0,0.0,0.0
RPL,2018-07,0.0,0.0,0.0
RPL,2018-08,0.0,0.0,0.0
RPL,2018-09,0.0,0.0,0.0
RPL,2018-10,0.0,0.0,0.0
RPL,2018-11,0.0,0.0,0.0
RPL,2018-12,0.0,0.0,0.0
RPL,2019-01,0.0,0.0,0.0
RPL,2019-02,0.0,0.0,0.0
RPL,2019-03,0.0,0.0,0.0
RPL,2019-04,0.0,0.0,0.0
RPL,2019-05,0.0,0.0,0.0
RPL,2019-06,0.0,0.0,0.0
RPL,2019-07,0.0,0.0,0.0
RPL,2019-08,0.0,0.0,0.0
RPL,2019-09,0.0,0.0,0.0
RPL,2019-10,0.0,0.0,0.0
RPL,2019-11,0.0,0.0,0.0
RPL,2019-12,0.0,0.0,0.0
RPL,2020-01,0.0,0.0,0.0
RPL,2020-02,0.0,0.0,0.0
RPL,2020-03,0.0,0.0,0.0
RPL,2020-04,0.0,0.0,0.0
RPL,2020-05,0.0,0.0,0.0
RPL,2020-06,0.0,0.0,0.0
RPL,2020-07,0.0,0.0,0.0
RPL,2020-08,0.0,0.0,0.0
RPL,2020-09,0.0,0.0,0.0
RPL,2020-10,0.0,0.0,0.0
RPL,2020-11,0.0,0.0,0.0
RPL,2020-12,0.0,0.0,0.0
RPL,2021-01,0.0,0.0,0.0
RPL,2021-02,0.0,0.0,0.0
RPL,2021-03,0.0,0.0,0.0
RPL,2021-04,0.0,0.0,0.0
RPL,2021-05,0.0,0.0,0.0
RPL,2021-06,0.0,0.0,0.0
RPL,2021-07,0.0,0.0,0.0
RPL,2021-08,0.0,0.0,0.0
RPL,2021-09,0.0,0.0,0.0
RPL,2021-10,9626.93,0.0,0.0
RPL,2021-11,57869.83,0.0,0.0
RPL,2021-12,67749.86,0.0,0.0
RPL,2022-01,68003.91,0.0,0.0
RPL,2022-02,68258.92,0.0,0.0
RPL,2022-03,68514.87,0.0,0.0
RPL,2022-04,68771.79,0.0,0.0
RPL,2022-05,69029.67,0.0,0.0
RPL,2022-06,69288.52,0.0,0.0
RPL,2022-07,69548.34,0.0,0.0
RPL,2022-08,69809.14,0.0,0.0
RPL,2022-09,141224.8,0.0,0.0
RPL,2022-10,70597.4,0.0,0.0
RPL,2022-11,70862.13,0.0,0.0
RPL,2022-12,71127.85,0.0,0.0
RPL,2023-01,71394.57,0.0,0.0
RPL,2023-02,71662.28,0.0,0.0
RPL,2023-03,71931.0,0.0,0.0
RPL,2023-04,72200.73,0.0,0.0
RPL,2023-05,72471.47,0.0,0.0
RPL,2023-06,72743.23,0.0,0.0
RPL,2023-07,73016.0,0.0,0.0
RPL,2023-08,146854.42,0.0,0.0
RPL,2023-09,73840.47,0.0,0.0
RPL,2023-10,74117.36,0.0,0.0
RPL,2023-11,74395.29,0.0,0.0
RPL,2023-12,74674.26,0.0,0.0
RPL,2024-01,74954.27,0.0,0.0
RPL,2024-02,75235.34,0.0,0.0
RPL,2024-03,75517.46,0.0,0.0
RPL,2024-04,75800.63,0.0,0.0
RPL,2024-05,76084.87,0.0,0.0
RPL,2024-06,76370.18,0.0,0.0
RPL,2024-07,76656.55,0.0,0.0
RPL,2024-08,154176.53,0.0,0.0
RPL,2024-09,77522.13,0.0,0.0
RPL,2024-10,77812.83,0.0,0.0
RPL,2024-11,78104.61,0.0,0.0
RPL,2024-12,78397.49,0.0,0.0
RPL,2025-01,78691.47,0.0,0.0
RPL,2025-02,78986.55,0.0,0.0
RPL,2025-03,79282.73,0.0,0.0
RPL,2025-04,79580.03,0.0,0.0
RPL,2025-05,79878.44,0.0,0.0
RPL,2025-06,80177.97,0.0,0.0
RPL,2025-07,161259.02,0.0,0.0
RPL,2025-08,81083.31,0.0,0.0
RPL,2025-09,81387.36,0.0,0.0
RPL,2025-10,81692.55,0.0,0.0
RPL,2025-11,81998.88,0.0,0.0
RPL,2025-12,82306.36,0.0,0.0
RPL,2026-01,82615.0,0.0,0.0
RPL,2026-02,82924.79,0.0,0.0
RPL,2026-03,83235.74,0.0,0.0
RPL,2026-04,83547.86,0.0,0.0
RPL,2026-05,83861.15,0.0,0.0
JUP,2024-02,0,0.0,0.0
JUP,2024-03,0,0.0,0.0
JUP,2024-04,0,0.0,0.0
JUP,2024-05,0,0.0,0.0
JUP,2024-06,0,0.0,0.0
JUP,2024-07,0,0.0,0.0
JUP,2024-08,0,0.0,0.0
JUP,2024-09,0,0.0,0.0
JUP,2024-10,0,0.0,0.0
JUP,2024-11,0,0.0,0.0
JUP,2024-12,0,0.0,0.0
JUP,2025-01,0,466666666.7,0.0
JUP,2025-02,0,38888888.89,0.0
JUP,2025-03,0,38888888.89,0.0
JUP,2025-04,0,38888888.89,0.0
JUP,2025-05,0,38888888.89,0.0
JUP,2025-06,0,38888888.89,0.0
JUP,2025-07,0,77777777.78,0.0
JUP,2025-08,0,38888888.89,0.0
JUP,2025-09,0,38888888.89,0.0
JUP,2025-10,0,38888888.89,0.0
JUP,2025-11,0,38888888.89,0.0
JUP,2025-12,0,38888888.89,0.0
JUP,2026-01,0,38888888.89,0.0
JUP,2026-02,0,0.0,0.0
MPL_SYRUP,2024-10,0.0,0.0,0.0
MPL_SYRUP,2024-11,0.0,0.0,0.0
MPL_SYRUP,2024-12,0.0,0.0,0.0
MPL_SYRUP,2025-01,0.0,0.0,0.0
MPL_SYRUP,2025-02,0.0,0.0,0.0
MPL_SYRUP,2025-03,0.0,0.0,0.0
MPL_SYRUP,2025-04,0.0,0.0,0.0
MPL_SYRUP,2025-05,0.0,0.0,0.0
MPL_SYRUP,2025-06,0.0,0.0,0.0
MPL_SYRUP,2025-07,0.0,0.0,0.0
MPL_SYRUP,2025-08,0.0,0.0,0.0
MPL_SYRUP,2025-09,0.0,0.0,0.0
MPL_SYRUP,2025-10,0.0,0.0,0.0
MPL_SYRUP,2025-11,0.0,0.0,0.0
MPL_SYRUP,2025-12,0.0,0.0,0.0
MPL_SYRUP,2026-01,0.0,0.0,0.0
MPL_SYRUP,2026-02,0.0,0.0,0.0
MPL_SYRUP,2026-03,0.0,0.0,0.0
MPL_SYRUP,2026-04,0.0,0.0,0.0
MPL_SYRUP,2026-05,0.0,0.0,0.0
MPL_SYRUP,2026-06,0.0,0.0,0.0
MPL_SYRUP,2026-07,0.0,0.0,0.0
MPL_SYRUP,2026-08,0.0,0.0,0.0
MPL_SYRUP,2026-09,0.0,0.0,0.0
GMX,2021-08,0.0,0,0.0
GMX,2021-09,0.0,0,0.0
GMX,2021-10,7042.32,0,0.0
GMX,2021-11,15436.06,0,0.0
GMX,2021-12,22073.46,0,0.0
GMX,2022-01,36651.21,0,0.0
GMX,2022-02,28571.41,0,0.0
GMX,2022-03,45382.62,0,0.0
GMX,2022-04,49302.63,0,0.0
GMX,2022-05,59290.23,0,0.0
GMX,2022-06,54331.58,0,0.0
GMX,2022-07,77511.24,0,0.0
GMX,2022-08,72946.44,0,0.0
GMX,2022-09,67747.5,0,0.0
GMX,2022-10,77882.83,0,0.0
GMX,2022-11,78876.86,0,0.0
GMX,2022-12,59326.09,0,0.0
GMX,2023-01,65216.74,0,0.0
GMX,2023-02,52902.24,0,0.0
GMX,2023-03,65452.41,0,0.0
GMX,2023-04,57926.54,0,0.0
GMX,2023-05,59910.68,0,0.0
GMX,2023-06,60198.6,0,0.0
GMX,2023-07,58410.59,0,0.0
GMX,2023-08,53669.27,0,0.0
GMX,2023-09,47804.71,0,0.0
GMX,2023-10,65351.67,0,0.0
GMX,2023-11,65836.5,0,0.0
GMX,2023-12,57320.65,0,0.0
GMX,2024-01,49169.54,0,0.0
GMX,2024-02,49659.8,0,0.0
GMX,2024-03,38513.17,0,0.0
GMX,2024-04,30446.81,0,0.0
GMX,2024-05,29507.83,0,0.0
GMX,2024-06,21870.97,0,0.0
GMX,2024-07,26692.03,0,0.0
GMX,2024-08,33643.51,0,0.0
GMX,2024-09,35100.97,0,0.0
GMX,2024-10,51929.31,0,0.0
GMX,2024-11,45266.13,0,0.0
GMX,2024-12,43083.97,0,0.0
GMX,2025-01,32982.94,0,0.0
GMX,2025-02,27947.6,0,0.0
GMX,2025-03,23755.29,0,0.0
GMX,2025-04,42197.06,0,0.0
GMX,2025-05,28264.72,0,0.0
GMX,2025-06,19264.72,0,0.0
GMX,2025-07,31014.31,0,0.0
GMX,2025-08,20251.16,0,0.0
GMX,2025-09,19967.63,0,0.0
GMX,2025-10,18011.52,0,0.0
GMX,2025-11,9859.03,0,0.0
GMX,2025-12,13997.16,0,0.0
GMX,2026-01,17224.91,0,0.0
GMX,2026-02,13198.56,0,0.0
GMX,2026-03,9112.18,0,0.0
GMX,2026-04,6848.87,0,0.0
GMX,2026-05,6405.04,0,0.0
DRIFT,2024-06,9365798.08,1642935.38,0.0
DRIFT,2024-07,9677991.35,1697699.89,0.0
DRIFT,2024-08,9677991.35,1697699.89,0.0
DRIFT,2024-09,9365798.08,1642935.38,0.0
DRIFT,2024-10,9677991.35,1697699.89,0.0
DRIFT,2024-11,9365798.08,1642935.38,0.0
DRIFT,2024-12,9677991.35,1697699.89,0.0
DRIFT,2025-01,9677991.35,1697699.89,0.0
DRIFT,2025-02,8741411.54,1533406.35,0.0
DRIFT,2025-03,9677991.35,1697699.89,0.0
DRIFT,2025-04,9365798.08,1642935.38,0.0
DRIFT,2025-05,9677991.35,5204549.21,0.0
DRIFT,2025-06,9365798.08,8218277.84,0.0
DRIFT,2025-07,9677991.35,8492220.44,0.0
DRIFT,2025-08,9677991.35,8492220.44,0.0
DRIFT,2025-09,9365798.08,8218277.84,0.0
DRIFT,2025-10,9677991.35,8492220.44,0.0
DRIFT,2025-11,9365798.08,8218277.84,0.0
DRIFT,2025-12,9677991.35,8492220.44,0.0
DRIFT,2026-01,7721456.04,8492220.44,0.0
DRIFT,2026-02,5518882.8,7670392.65,0.0
DRIFT,2026-03,6110191.68,8492220.44,0.0
DRIFT,2026-04,5913088.72,8218277.84,0.0
DRIFT,2026-05,6110191.68,4985371.12,0.0
DRIFT,2026-06,5913088.72,1642935.38,0.0
DRIFT,2026-07,6110191.68,1697699.89,0.0
DRIFT,2026-08,6110191.68,1697699.89,0.0
DRIFT,2026-09,5913088.72,1642935.38,0.0
DRIFT,2026-10,6110191.68,1697699.89,0.0
DRIFT,2026-11,5913088.72,1642935.38,0.0
DRIFT,2026-12,6110191.68,1697699.89,0.0
DRIFT,2027-01,6110191.68,1697699.89,0.0
DRIFT,2027-02,5518882.8,1533406.35,0.0
DRIFT,2027-03,6110191.68,1697699.89,0.0
DRIFT,2027-04,5913088.72,1642935.38,0.0
DRIFT,2027-05,6110191.68,1697699.89,0.0
DRIFT,2027-06,5913088.72,1642935.38,0.0
DRIFT,2027-07,6110191.68,1697699.89,0.0
DRIFT,2027-08,6110191.68,1697699.89,0.0
DRIFT,2027-09,5913088.72,1642935.38,0.0
DRIFT,2027-10,6110191.68,1697699.89,0.0
DRIFT,2027-11,5913088.72,1642935.38,0.0
DRIFT,2027-12,6110191.68,1697699.89,0.0
DRIFT,2028-01,6110191.68,1697699.89,0.0
DRIFT,2028-02,5715985.76,1588170.87,0.0
DRIFT,2028-03,6110191.68,1697699.89,0.0
DRIFT,2028-04,5913088.72,1642935.38,0.0
DRIFT,2028-05,6110191.68,1697699.89,0.0
DRIFT,2028-06,5913088.72,1642935.38,0.0
DRIFT,2028-07,6110191.68,1697699.89,0.0
DRIFT,2028-08,6110191.68,1697699.89,0.0
DRIFT,2028-09,5913088.72,1642935.38,0.0
DRIFT,2028-10,6110191.68,1697699.89,0.0
DRIFT,2028-11,5913088.72,1642935.38,0.0
DRIFT,2028-12,6110191.68,1697699.89,0.0
DRIFT,2029-01,6110191.68,1697699.89,0.0
DRIFT,2029-02,5518882.8,1533406.35,0.0
DRIFT,2029-03,6110191.68,1697699.89,0.0
DRIFT,2029-04,5913088.72,1642935.38,0.0
DRIFT,2029-05,2956544.36,821467.69,0.0
ETHFI,2024-04,6078690.2,0.0,0.0
ETHFI,2024-05,954868.51,0.0,0.0
ETHFI,2024-06,10290351.04,0.0,0.0
ETHFI,2024-07,29289011.59,0.0,0.0
ETHFI,2024-08,7165861.91,0.0,0.0
ETHFI,2024-09,13679341.84,0.0,0.0
ETHFI,2024-10,18380957.75,0.0,0.0
ETHFI,2024-11,2878811.0,0.0,0.0
ETHFI,2024-12,3037662.66,0.0,0.0
ETHFI,2025-01,4228371.43,0.0,0.0
ETHFI,2025-02,11049.5,0.0,0.0
ETHFI,2025-03,27785.37,25974468.99,0.0
ETHFI,2025-04,56207.92,41012319.45,0.0
ETHFI,2025-05,200394.13,42379396.77,0.0
ETHFI,2025-06,700315.57,41012319.45,0.0
ETHFI,2025-07,1136864.77,42379396.77,0.0
ETHFI,2025-08,755407.55,42379396.77,0.0
ETHFI,2025-09,0.0,41012319.45,0.0
ETHFI,2025-10,0.0,42379396.77,0.0
ETHFI,2025-11,0.0,41012319.45,0.0
ETHFI,2025-12,0.0,42379396.77,0.0
ETHFI,2026-01,0.0,42379396.77,0.0
ETHFI,2026-02,0.0,38278164.82,0.0
ETHFI,2026-03,0.0,19162356.25,0.0
ETHFI,2026-04,0.0,4353834.43,0.0
ETHFI,2026-05,0.0,4498962.24,0.0
ETHFI,2026-06,0.0,4353834.43,0.0
ETHFI,2026-07,0.0,4498962.24,0.0
ETHFI,2026-08,0.0,4498962.24,0.0
ETHFI,2026-09,0.0,4353834.43,0.0
ETHFI,2026-10,0.0,4498962.24,0.0
ETHFI,2026-11,0.0,4353834.43,0.0
ETHFI,2026-12,0.0,4498962.24,0.0
ETHFI,2027-01,0.0,4498962.24,0.0
ETHFI,2027-02,0.0,4063578.8,0.0
ETHFI,2027-03,0.0,1886661.58,0.0
GRT,2021-01,0.0,0.0,0.0
GRT,2021-02,0.0,0.0,0.0
GRT,2021-03,0.0,0.0,0.0
GRT,2021-04,0.0,0.0,0.0
GRT,2021-05,0.0,0.0,0.0
GRT,2021-06,0.0,4939714.58,0.0
GRT,2021-07,0.0,35739363.06,0.0
GRT,2021-08,0.0,68914808.13,0.0
GRT,2021-09,0.0,66691749.81,0.0
GRT,2021-10,0.0,68914808.13,0.0
GRT,2021-11,0.0,66691749.81,0.0
GRT,2021-12,12074179.85,63215137.46,0.0
GRT,2022-01,26735683.95,57135488.74,0.0
GRT,2022-02,24148359.7,51606247.9,0.0
GRT,2022-03,26735683.95,57135488.74,0.0
GRT,2022-04,25873242.53,55292408.46,0.0
GRT,2022-05,26735683.95,57135488.74,0.0
GRT,2022-06,25873242.53,55292408.46,0.0
GRT,2022-07,26735683.95,57135488.74,0.0
GRT,2022-08,26735683.95,57135488.74,0.0
GRT,2022-09,25873242.53,55292408.46,0.0
GRT,2022-10,26735683.95,57135488.74,0.0
GRT,2022-11,25873242.53,55292408.46,0.0
GRT,2022-12,14661504.1,57135488.74,0.0
GRT,2023-01,0.0,57135488.74,0.0
GRT,2023-02,0.0,51606247.9,0.0
GRT,2023-03,0.0,57135488.74,0.0
GRT,2023-04,0.0,55292408.46,0.0
GRT,2023-05,0.0,57135488.74,0.0
GRT,2023-06,0.0,55292408.46,0.0
GRT,2023-07,0.0,57135488.74,0.0
GRT,2023-08,0.0,57135488.74,0.0
GRT,2023-09,0.0,55292408.46,0.0
GRT,2023-10,0.0,57135488.74,0.0
GRT,2023-11,0.0,55292408.46,0.0
GRT,2023-12,0.0,57135488.74,0.0
GRT,2024-01,0.0,57135488.74,0.0
GRT,2024-02,0.0,53449328.18,0.0
GRT,2024-03,0.0,57135488.74,0.0
GRT,2024-04,0.0,55292408.46,0.0
GRT,2024-05,0.0,57135488.74,0.0
GRT,2024-06,0.0,55292408.46,0.0
GRT,2024-07,0.0,57135488.74,0.0
GRT,2024-08,0.0,57135488.74,0.0
GRT,2024-09,0.0,55292408.46,0.0
GRT,2024-10,0.0,57135488.74,0.0
GRT,2024-11,0.0,55292408.46,0.0
GRT,2024-12,0.0,29489284.51,0.0
GRT,2025-01,0.0,0.0,0.0
GRT,2025-02,0.0,0.0,0.0
GRT,2025-03,0.0,0.0,0.0
GRT,2025-04,0.0,0.0,0.0
GRT,2025-05,0.0,0.0,0.0
GRT,2025-06,0.0,0.0,0.0
GRT,2025-07,0.0,0.0,0.0
GRT,2025-08,0.0,0.0,0.0
GRT,2025-09,0.0,0.0,0.0
GRT,2025-10,0.0,0.0,0.0
GRT,2025-11,0.0,0.0,0.0
GRT,2025-12,0.0,0.0,0.0
GRT,2026-01,0.0,0.0,0.0
GRT,2026-02,0.0,0.0,0.0
GRT,2026-03,0.0,0.0,0.0
GRT,2026-04,0.0,0.0,0.0
GRT,2026-05,0.0,0.0,0.0
GRT,2026-06,0.0,0.0,0.0
GRT,2026-07,0.0,0.0,0.0
GRT,2026-08,0.0,0.0,0.0
GRT,2026-09,0.0,0.0,0.0
GRT,2026-10,0.0,0.0,0.0
GRT,2026-11,0.0,0.0,0.0
GRT,2026-12,0.0,0.0,0.0
GRT,2027-01,0.0,0.0,0.0
GRT,2027-02,0.0,0.0,0.0
GRT,2027-03,0.0,0.0,0.0
GRT,2027-04,0.0,0.0,0.0
GRT,2027-05,0.0,0.0,0.0
GRT,2027-06,0.0,0.0,0.0
GRT,2027-07,0.0,0.0,0.0
GRT,2027-08,0.0,0.0,0.0
GRT,2027-09,0.0,0.0,0.0
GRT,2027-10,0.0,0.0,0.0
GRT,2027-11,0.0,0.0,0.0
GRT,2027-12,0.0,0.0,0.0
GRT,2028-01,0.0,0.0,0.0
GRT,2028-02,0.0,0.0,0.0
GRT,2028-03,0.0,0.0,0.0
GRT,2028-04,0.0,0.0,0.0
GRT,2028-05,0.0,0.0,0.0
GRT,2028-06,0.0,0.0,0.0
GRT,2028-07,0.0,0.0,0.0
GRT,2028-08,0.0,0.0,0.0
GRT,2028-09,0.0,0.0,0.0
GRT,2028-10,0.0,0.0,0.0
GRT,2028-11,0.0,0.0,0.0
GRT,2028-12,0.0,0.0,0.0
GRT,2029-01,0.0,0.0,0.0
GRT,2029-02,0.0,0.0,0.0
GRT,2029-03,0.0,0.0,0.0
GRT,2029-04,0.0,0.0,0.0
GRT,2029-05,0.0,0.0,0.0
GRT,2029-06,0.0,0.0,0.0
GRT,2029-07,0.0,0.0,0.0
GRT,2029-08,0.0,0.0,0.0
GRT,2029-09,0.0,0.0,0.0
GRT,2029-10,0.0,0.0,0.0
GRT,2029-11,0.0,0.0,0.0
GRT,2029-12,0.0,0.0,0.0
GRT,2030-01,0.0,0.0,0.0
GRT,2030-02,0.0,0.0,0.0
GRT,2030-03,0.0,0.0,0.0
GRT,2030-04,0.0,0.0,0.0
GRT,2030-05,0.0,0.0,0.0
GRT,2030-06,0.0,0.0,0.0
GRT,2030-07,0.0,0.0,0.0
GRT,2030-08,0.0,0.0,0.0
GRT,2030-09,0.0,0.0,0.0
GRT,2030-10,0.0,0.0,0.0
GRT,2030-11,0.0,0.0,0.0
GRT,2030-12,0.0,0.0,0.0
OP,2022-07,0,0.0,0.0
OP,2022-08,0,0.0,0.0
OP,2022-09,0,0.0,0.0
OP,2022-10,0,0.0,0.0
OP,2022-11,0,0.0,0.0
OP,2022-12,0,0.0,0.0
OP,2023-01,0,0.0,0.0
OP,2023-02,0,0.0,0.0
OP,2023-03,0,0.0,0.0
OP,2023-04,0,0.0,0.0
OP,2023-05,0,386547056.64,0.0
OP,2023-06,0,0.0,0.0
OP,2023-07,0,64424509.44,0.0
OP,2023-08,0,32212254.72,0.0
OP,2023-09,0,32212254.72,0.0
OP,2023-10,0,32212254.72,0.0
OP,2023-11,0,32212254.72,0.0
OP,2023-12,0,32212254.72,0.0
OP,2024-01,0,32212254.72,0.0
OP,2024-02,0,32212254.72,0.0
OP,2024-03,0,32212254.72,0.0
OP,2024-04,0,32212254.72,0.0
OP,2024-05,0,32212254.72,0.0
OP,2024-06,0,32212254.72,0.0
OP,2024-07,0,60845369.72,0.0
OP,2024-08,0,32212254.72,0.0
OP,2024-09,0,32212254.72,0.0
OP,2024-10,0,32212254.72,0.0
OP,2024-11,0,32212254.72,0.0
OP,2024-12,0,36686178.72,0.0
OP,2025-01,0,32212254.72,0.0
OP,2025-02,0,0.0,0.0
OP,2025-03,0,68898433.44,0.0
OP,2025-04,0,0.0,0.0
OP,2025-05,0,64424509.44,0.0
OP,2025-06,0,36686178.72,0.0
OP,2025-07,0,32212254.72,0.0
OP,2025-08,0,32212254.72,0.0
OP,2025-09,0,36686178.72,0.0
OP,2025-10,0,32212254.72,0.0
OP,2025-11,0,32212254.72,0.0
OP,2025-12,0,36686178.72,0.0
OP,2026-01,0,32212254.72,0.0
OP,2026-02,0,0.0,0.0
OP,2026-03,0,68898433.44,0.0
